UID,Borough,IssueDate,ExpirationDate
0,Brooklyn,12/29/14,1/30/16
1,Brooklyn,1/7/15,1/30/16
2,Bronx,1/17/15,2/2/16
3,Brooklyn,3/1/15,3/28/16
4,Bronx,3/9/15,3/9/16
5,Brooklyn,3/27/15,3/29/16
6,Manhattan,4/6/15,4/6/16
7,Staten Island,4/10/15,3/30/16
8,Brooklyn,4/13/15,3/6/18
9,Bronx,4/21/15,3/24/16
10,Manhattan,5/1/15,3/18/16
11,Queens,5/6/15,5/6/16
12,Queens,5/7/15,5/7/16
13,Bronx,5/8/15,5/8/16
14,Queens,5/14/15,5/14/16
15,Queens,5/25/15,4/28/16
16,Bronx,6/5/15,6/17/16
17,Bronx,6/8/15,6/21/16
18,Bronx,6/21/15,7/18/16
19,Bronx,6/22/15,7/5/16
20,Bronx,7/25/15,7/25/16
21,Brooklyn,7/27/15,7/30/16
22,Bronx,7/28/15,5/28/16
23,Queens,7/28/15,7/28/16
24,Bronx,7/29/15,8/13/16
25,Bronx,7/31/15,8/15/17
26,Brooklyn,8/12/15,8/30/16
27,Manhattan,8/13/15,8/30/16
28,Queens,8/17/15,8/17/16
29,Queens,8/28/15,7/15/16
30,Manhattan,9/4/15,9/27/16
31,Bronx,9/23/15,9/26/16
32,Brooklyn,10/5/15,10/5/16
33,Queens,11/3/15,11/3/18
34,Queens,11/10/15,11/3/16
35,Queens,11/16/15,10/4/16
36,Queens,11/23/15,10/14/16
37,Manhattan,12/1/15,12/1/17
38,Bronx,12/4/15,1/4/17
39,Bronx,12/16/15,1/29/17
40,Brooklyn,12/19/15,12/19/16
41,Brooklyn,12/21/15,1/19/17
42,Bronx,12/22/15,12/30/16
43,Queens,12/27/15,12/27/17
44,Brooklyn,12/28/15,1/30/17
45,Queens,1/15/16,2/12/17
46,Queens,1/17/16,3/2/17
47,Manhattan,2/2/16,4/5/17
48,Bronx,2/9/16,2/21/17
49,Bronx,2/12/16,12/30/16
50,Queens,2/13/16,4/22/17
51,Manhattan,2/20/16,4/18/17
52,Manhattan,2/22/16,2/22/19
53,Manhattan,2/26/16,3/17/17
54,Brooklyn,3/10/16,4/3/17
55,Queens,3/11/16,3/20/17
56,Brooklyn,3/23/16,3/30/17
57,Brooklyn,3/28/16,12/19/16
58,Queens,3/29/16,5/10/17
59,Brooklyn,3/30/16,5/29/17
60,Queens,4/1/16,3/1/17
61,Bronx,4/4/16,5/29/17
62,Brooklyn,4/4/16,4/18/17
63,Queens,4/6/16,5/20/17
64,Manhattan,4/7/16,3/3/17
65,Queens,4/8/16,4/8/17
67,Bronx,4/10/16,3/20/18
68,Bronx,4/12/16,11/19/16
69,Brooklyn,4/15/16,4/15/17
70,Queens,4/18/16,5/30/17
71,Brooklyn,4/20/16,5/12/17
72,Brooklyn,4/22/16,3/30/17
73,Manhattan,4/26/16,5/4/17
74,Brooklyn,4/27/16,3/28/17
75,Queens,5/6/16,6/19/17
76,Brooklyn,5/7/16,5/9/17
77,Queens,5/9/16,5/5/17
78,Staten Island,5/11/16,5/27/17
79,Manhattan,5/12/16,4/1/17
80,Manhattan,5/12/16,5/30/17
81,Queens,5/15/16,4/14/18
82,Bronx,5/19/16,5/11/17
83,Bronx,5/23/16,3/24/17
84,Brooklyn,5/31/16,5/31/17
85,Bronx,5/31/16,6/29/17
86,Brooklyn,6/1/16,7/17/17
87,Queens,6/3/16,7/3/17
88,Bronx,6/3/16,6/3/17
89,Brooklyn,6/15/16,6/30/17
90,Queens,6/15/16,6/29/17
91,Brooklyn,6/20/16,7/1/17
93,Manhattan,7/11/16,6/7/17
94,Manhattan,7/12/16,8/4/17
95,Queens,7/16/16,7/28/17
96,Staten Island,7/19/16,7/19/18
97,Queens,7/19/16,7/18/17
98,Brooklyn,7/20/16,2/23/17
99,Bronx,7/20/16,7/20/18
100,Queens,7/23/16,7/23/17
101,Queens,7/25/16,8/4/17
102,Manhattan,7/27/16,6/5/17
103,Queens,7/28/16,7/30/17
104,Brooklyn,7/30/16,7/30/17
105,Bronx,8/11/16,9/24/17
106,Bronx,8/18/16,8/18/17
107,Queens,8/21/16,8/21/18
108,Queens,8/22/16,7/30/17
109,Manhattan,8/24/16,10/17/17
110,Manhattan,9/2/16,9/30/17
111,Queens,9/10/16,10/7/17
112,Bronx,9/12/16,9/17/17
113,Queens,9/16/16,10/8/17
114,Manhattan,9/19/16,11/19/18
115,Queens,9/19/16,9/30/17
116,Brooklyn,9/28/16,8/18/17
117,Bronx,10/3/16,10/27/17
118,Bronx,10/20/16,9/21/17
119,Manhattan,10/25/16,10/27/17
120,Queens,11/1/16,12/12/17
121,Queens,11/3/16,11/3/17
122,Manhattan,11/8/16,10/21/17
123,Brooklyn,11/15/16,12/10/17
124,Queens,11/18/16,12/30/17
125,Queens,12/19/16,12/19/17
126,Bronx,12/20/16,12/3/17
128,Bronx,12/23/16,1/28/22
129,Brooklyn,12/27/16,2/14/18
130,Manhattan,9/12/14,9/12/17
131,Manhattan,9/12/14,10/1/19
132,Manhattan,9/12/14,10/30/19
133,Manhattan,9/12/14,9/12/17
134,Manhattan,9/12/14,10/20/17
135,Manhattan,9/12/14,9/12/19
136,Manhattan,9/12/14,10/9/17
137,Bronx,9/12/14,10/2/17
138,Bronx,9/13/14,9/28/17
139,Brooklyn,9/13/14,9/13/19
140,Manhattan,9/13/14,9/13/19
141,Staten Island,9/13/14,10/5/19
142,Manhattan,9/13/14,10/26/17
143,Manhattan,9/13/14,10/3/19
144,Manhattan,9/13/14,10/30/17
145,Manhattan,9/13/14,10/16/19
146,Manhattan,9/13/14,9/29/17
147,Manhattan,9/13/14,9/13/19
148,Staten Island,9/13/14,10/23/19
149,Brooklyn,9/13/14,10/28/19
150,Manhattan,9/13/14,9/13/17
151,Manhattan,9/13/14,9/13/19
152,Brooklyn,9/13/14,9/13/19
153,Manhattan,9/13/14,9/13/17
154,Brooklyn,9/13/14,9/13/17
155,Brooklyn,9/13/14,10/27/19
156,Brooklyn,9/13/14,9/13/16
157,Brooklyn,9/13/14,10/29/19
158,Brooklyn,9/13/14,9/17/17
159,Brooklyn,9/13/14,4/16/17
160,Manhattan,9/14/14,9/14/19
161,Brooklyn,9/14/14,9/14/17
162,Bronx,9/14/14,9/14/19
163,Manhattan,9/14/14,10/10/17
164,Queens,9/14/14,10/4/17
165,Brooklyn,9/14/14,10/15/17
166,Brooklyn,9/14/14,10/28/17
167,Manhattan,9/14/14,7/30/17
168,Brooklyn,9/14/14,10/6/17
169,Bronx,9/14/14,10/27/17
170,Brooklyn,9/14/14,9/14/17
171,Brooklyn,9/14/14,9/14/19
172,Manhattan,9/14/14,9/14/17
173,Manhattan,9/14/14,10/1/17
174,Manhattan,9/15/14,9/15/17
175,Bronx,9/15/14,10/9/17
176,Manhattan,9/15/14,10/14/17
177,Manhattan,9/15/14,10/28/17
178,Brooklyn,9/15/14,10/24/17
179,Brooklyn,9/15/14,10/20/17
180,Bronx,9/15/14,10/31/17
181,Manhattan,9/15/14,9/3/17
182,Bronx,9/15/14,10/31/19
183,Manhattan,9/15/14,10/5/17
184,Bronx,9/15/14,9/14/17
185,Queens,9/15/14,10/9/17
186,Staten Island,9/15/14,10/22/17
187,Manhattan,9/15/14,10/14/17
188,Brooklyn,9/15/14,9/15/17
189,Queens,9/15/14,9/15/17
190,Manhattan,9/15/14,2/23/17
191,Brooklyn,9/15/14,10/20/17
192,Queens,9/15/14,11/21/19
193,Manhattan,9/15/14,9/16/17
194,Manhattan,9/15/14,10/30/17
195,Queens,9/15/14,10/30/17
196,Manhattan,9/15/14,10/4/19
197,Manhattan,9/15/14,10/24/17
198,Manhattan,9/15/14,9/24/19
199,Manhattan,9/16/14,10/11/17
200,Brooklyn,9/16/14,9/16/17
201,Manhattan,9/16/14,10/26/17
202,Manhattan,9/16/14,10/18/17
203,Manhattan,9/16/14,10/29/17
204,Manhattan,9/16/14,10/31/19
205,Queens,9/16/14,9/3/19
206,Manhattan,9/16/14,10/15/17
207,Queens,9/16/14,9/30/17
208,Queens,9/16/14,10/23/17
209,Staten Island,9/16/14,7/30/17
210,Manhattan,9/16/14,9/16/17
211,Manhattan,9/16/14,9/16/16
212,Manhattan,9/16/14,9/16/16
213,Manhattan,9/16/14,9/16/16
214,Manhattan,9/16/14,9/16/17
215,Staten Island,9/16/14,9/16/19
216,Staten Island,9/16/14,9/16/16
217,Manhattan,9/16/14,10/31/17
218,Manhattan,9/16/14,10/15/19
219,Queens,9/17/14,5/17/19
220,Queens,9/17/14,10/17/16
221,Brooklyn,9/17/14,3/21/17
222,Manhattan,9/17/14,9/17/16
223,Brooklyn,9/17/14,9/17/19
224,Bronx,9/17/14,9/4/16
225,Queens,9/17/14,9/17/19
226,Bronx,9/17/14,9/17/16
227,Bronx,9/17/14,9/17/17
228,Manhattan,9/17/14,10/31/16
229,Manhattan,9/17/14,10/31/16
230,Manhattan,9/17/14,9/16/19
231,Manhattan,9/17/14,9/17/19
232,Manhattan,9/17/14,10/30/16
233,Manhattan,9/18/14,6/25/17
234,Manhattan,9/18/14,9/18/19
235,Brooklyn,9/18/14,7/29/16
236,Manhattan,9/18/14,10/31/16
237,Brooklyn,9/18/14,9/18/19
238,Queens,9/18/14,10/14/16
239,Brooklyn,9/18/14,10/30/16
240,Manhattan,9/18/14,9/18/17
241,Bronx,9/18/14,9/18/19
242,Bronx,9/18/14,9/18/19
243,Bronx,9/18/14,9/18/17
244,Manhattan,9/18/14,9/18/19
245,Bronx,9/18/14,9/6/19
246,Bronx,9/18/14,10/8/17
247,Brooklyn,9/18/14,9/18/19
248,Manhattan,9/18/14,8/21/17
249,Manhattan,9/18/14,9/18/16
250,Brooklyn,9/18/14,10/24/17
251,Bronx,9/18/14,9/18/19
252,Bronx,9/18/14,9/18/19
253,Brooklyn,9/19/14,9/19/19
254,Queens,9/19/14,10/17/19
255,Queens,9/19/14,10/17/19
256,Brooklyn,9/19/14,10/25/17
257,Brooklyn,9/19/14,9/19/16
258,Brooklyn,9/19/14,9/19/19
259,Manhattan,9/19/14,9/23/16
260,Brooklyn,9/20/14,9/20/17
261,Manhattan,9/20/14,9/20/16
262,Brooklyn,9/20/14,9/20/16
263,Bronx,9/20/14,6/19/19
264,Brooklyn,9/20/14,10/14/17
265,Queens,9/20/14,9/20/19
266,Manhattan,9/20/14,9/20/19
267,Brooklyn,9/20/14,10/14/17
268,Brooklyn,9/20/14,9/23/19
269,Staten Island,9/20/14,9/20/19
270,Manhattan,9/20/14,9/20/19
271,Queens,9/20/14,10/23/19
272,Brooklyn,9/21/14,9/21/18
273,Manhattan,9/21/14,10/2/19
274,Brooklyn,9/21/14,6/10/19
275,Queens,9/21/14,9/21/16
276,Brooklyn,9/21/14,11/9/19
277,Brooklyn,9/21/14,10/31/19
278,Manhattan,9/21/14,9/22/16
279,Bronx,9/21/14,9/21/16
280,Brooklyn,9/21/14,9/21/19
281,Brooklyn,9/21/14,9/29/16
282,Queens,9/21/14,9/21/19
283,Manhattan,9/21/14,9/21/19
284,Brooklyn,9/21/14,9/18/16
285,Manhattan,9/21/14,9/30/16
286,Manhattan,9/21/14,9/21/19
287,Brooklyn,9/22/14,10/10/16
288,Brooklyn,9/22/14,9/29/16
289,Staten Island,9/22/14,9/4/19
290,Manhattan,9/22/14,9/22/19
291,Manhattan,9/22/14,9/22/17
292,Queens,9/22/14,9/22/19
293,Manhattan,9/22/14,9/22/19
294,Bronx,9/22/14,9/28/16
295,Manhattan,9/23/14,9/23/16
296,Staten Island,9/23/14,9/23/19
297,Brooklyn,9/23/14,10/4/19
298,Bronx,9/23/14,9/23/16
299,Manhattan,9/23/14,7/18/17
300,Manhattan,9/23/14,9/23/17
301,Staten Island,9/23/14,10/16/16
302,Bronx,9/23/14,10/2/16
303,Bronx,9/23/14,10/19/17
304,Manhattan,9/23/14,8/16/16
305,Brooklyn,9/23/14,9/23/19
306,Staten Island,9/23/14,3/25/16
307,Manhattan,9/24/14,7/31/18
308,Manhattan,9/24/14,9/24/16
309,Brooklyn,9/24/14,9/24/17
310,Manhattan,9/24/14,9/24/19
311,Brooklyn,9/24/14,9/24/16
312,Staten Island,9/24/14,10/28/18
313,Manhattan,9/24/14,5/21/17
314,Brooklyn,9/24/14,3/29/19
315,Brooklyn,9/25/14,9/25/17
316,Queens,9/25/14,9/25/19
317,Bronx,9/25/14,9/30/16
318,Manhattan,9/25/14,9/25/19
319,Manhattan,9/25/14,10/26/17
320,Queens,9/25/14,10/2/19
321,Bronx,9/25/14,8/9/16
322,Manhattan,9/25/14,9/25/17
323,Queens,9/25/14,9/25/19
324,Queens,9/25/14,10/8/16
325,Queens,9/25/14,10/7/17
326,Manhattan,9/25/14,9/25/17
327,Brooklyn,9/25/14,10/28/16
328,Brooklyn,9/26/14,6/29/16
329,Brooklyn,9/26/14,9/26/19
330,Manhattan,9/26/14,9/26/17
331,Queens,9/26/14,2/13/19
332,Manhattan,9/26/14,6/29/17
333,Queens,9/26/14,10/21/16
334,Manhattan,9/26/14,9/26/16
335,Manhattan,9/26/14,9/26/19
336,Brooklyn,9/26/14,9/26/18
337,Brooklyn,9/26/14,7/30/16
338,Brooklyn,9/26/14,9/9/16
339,Brooklyn,9/27/14,10/28/16
340,Brooklyn,9/27/14,10/30/16
341,Queens,9/27/14,9/27/19
342,Bronx,9/27/14,9/27/17
343,Manhattan,9/27/14,9/27/17
344,Manhattan,9/27/14,8/2/16
345,Queens,9/27/14,9/27/19
346,Manhattan,9/27/14,10/14/19
347,Manhattan,9/27/14,9/27/19
348,Manhattan,9/28/14,9/28/17
349,Manhattan,9/28/14,4/13/16
350,Manhattan,9/28/14,7/3/17
351,Manhattan,9/28/14,9/26/17
352,Manhattan,9/28/14,9/28/19
353,Bronx,9/28/14,9/26/16
354,Brooklyn,9/28/14,9/28/16
355,Manhattan,9/29/14,9/29/19
356,Manhattan,9/29/14,9/29/16
357,Brooklyn,9/29/14,9/29/19
358,Brooklyn,9/29/14,9/29/17
359,Brooklyn,9/29/14,9/29/19
360,Manhattan,9/29/14,10/1/16
361,Brooklyn,9/29/14,9/29/16
362,Brooklyn,9/29/14,4/29/19
363,Manhattan,9/29/14,9/29/16
364,Bronx,9/29/14,10/15/16
365,Brooklyn,9/29/14,3/6/19
366,Bronx,9/29/14,9/29/17
367,Manhattan,9/29/14,9/29/16
368,Queens,9/29/14,9/29/16
369,Staten Island,9/29/14,9/6/19
370,Manhattan,9/30/14,9/30/19
371,Queens,9/30/14,9/30/16
372,Staten Island,9/30/14,9/30/17
373,Manhattan,9/30/14,9/30/16
374,Manhattan,9/30/14,9/30/16
375,Manhattan,9/30/14,9/30/19
376,Brooklyn,9/30/14,9/30/19
377,Manhattan,10/1/14,10/31/16
378,Brooklyn,10/1/14,10/19/17
379,Queens,10/1/14,9/7/17
380,Staten Island,10/1/14,10/2/19
381,Manhattan,10/1/14,10/1/16
382,Staten Island,10/1/14,10/22/19
383,Manhattan,10/1/14,10/1/17
384,Staten Island,10/1/14,10/20/19
385,Queens,10/1/14,10/5/17
386,Queens,10/1/14,10/1/17
387,Queens,10/1/14,10/28/17
388,Bronx,10/1/14,5/26/16
389,Queens,10/1/14,2/11/17
390,Manhattan,10/1/14,10/30/17
391,Bronx,10/1/14,10/19/17
392,Brooklyn,10/2/14,10/2/16
393,Queens,10/2/14,10/2/17
394,Brooklyn,10/2/14,10/2/17
395,Manhattan,10/2/14,11/25/16
396,Manhattan,10/2/14,10/22/16
397,Brooklyn,10/2/14,1/28/17
398,Manhattan,10/2/14,10/2/18
399,Manhattan,10/2/14,10/2/18
400,Manhattan,10/2/14,10/2/18
401,Manhattan,10/2/14,10/2/19
402,Manhattan,10/2/14,9/24/16
403,Manhattan,10/3/14,10/3/16
404,Manhattan,10/3/14,9/23/17
405,Manhattan,10/3/14,10/25/16
406,Manhattan,10/3/14,10/23/19
407,Brooklyn,10/3/14,8/26/16
408,Bronx,10/3/14,10/3/17
409,Staten Island,10/3/14,10/3/16
410,Manhattan,10/3/14,10/3/16
411,Brooklyn,10/3/14,10/3/17
412,Brooklyn,10/3/14,10/7/16
413,Brooklyn,10/3/14,2/27/16
414,Brooklyn,10/3/14,8/28/16
415,Manhattan,10/4/14,10/4/17
416,Manhattan,10/4/14,11/24/16
417,Manhattan,10/4/14,10/4/19
418,Queens,10/4/14,10/4/19
419,Queens,10/4/14,10/4/17
420,Brooklyn,10/4/14,10/2/17
421,Queens,10/4/14,10/2/16
422,Manhattan,10/4/14,10/4/19
423,Bronx,10/4/14,10/4/16
424,Manhattan,10/4/14,10/4/16
425,Manhattan,10/4/14,10/4/17
426,Manhattan,10/5/14,10/5/19
427,Manhattan,10/5/14,10/15/19
428,Brooklyn,10/5/14,11/20/16
429,Brooklyn,10/5/14,10/31/16
430,Brooklyn,10/5/14,10/5/17
431,Queens,10/5/14,10/6/19
432,Manhattan,10/5/14,10/5/16
433,Queens,10/5/14,10/5/16
434,Manhattan,10/5/14,10/5/16
435,Brooklyn,10/5/14,10/28/16
436,Manhattan,10/5/14,10/31/19
437,Brooklyn,10/5/14,10/5/19
438,Queens,10/6/14,10/6/17
439,Brooklyn,10/6/14,10/6/17
440,Brooklyn,10/6/14,10/6/19
441,Brooklyn,10/6/14,10/2/16
442,Staten Island,10/6/14,3/29/16
443,Manhattan,10/6/14,5/2/16
444,Staten Island,10/6/14,10/1/16
445,Manhattan,10/6/14,10/6/16
446,Bronx,10/6/14,10/7/17
447,Manhattan,10/6/14,4/4/16
448,Brooklyn,10/6/14,10/6/17
449,Brooklyn,10/6/14,10/6/16
450,Staten Island,10/6/14,10/30/16
451,Brooklyn,10/6/14,4/22/19
452,Brooklyn,10/6/14,10/6/16
453,Queens,10/6/14,10/6/19
454,Brooklyn,10/6/14,10/11/19
455,Brooklyn,10/7/14,10/7/19
456,Brooklyn,10/7/14,10/7/17
457,Manhattan,10/7/14,10/7/16
458,Queens,10/7/14,2/17/16
459,Manhattan,10/7/14,10/7/19
460,Manhattan,10/7/14,10/24/19
461,Manhattan,10/7/14,10/7/16
462,Brooklyn,10/7/14,5/7/17
463,Queens,10/7/14,10/7/19
464,Manhattan,10/7/14,10/1/16
465,Manhattan,10/7/14,10/7/17
466,Brooklyn,10/8/14,10/8/17
467,Manhattan,10/8/14,10/8/16
468,Manhattan,10/8/14,10/8/17
469,Queens,10/8/14,10/8/19
470,Brooklyn,10/8/14,10/8/17
471,Manhattan,10/8/14,1/9/16
472,Manhattan,10/8/14,10/8/16
473,Queens,10/8/14,10/8/16
474,Brooklyn,10/8/14,6/8/19
475,Manhattan,10/9/14,10/9/16
476,Manhattan,10/9/14,10/11/19
477,Manhattan,10/9/14,12/11/17
478,Brooklyn,10/9/14,10/9/16
479,Brooklyn,10/9/14,10/9/19
480,Manhattan,10/9/14,10/14/16
481,Manhattan,10/9/14,7/18/19
482,Brooklyn,10/9/14,10/10/19
483,Brooklyn,10/9/14,10/29/16
484,Bronx,10/9/14,11/8/19
485,Brooklyn,10/9/14,12/14/19
486,Queens,10/9/14,11/12/16
487,Manhattan,10/9/14,8/6/16
488,Manhattan,10/9/14,10/9/17
489,Manhattan,10/9/14,10/9/16
490,Manhattan,10/9/14,10/9/17
491,Queens,10/9/14,10/9/16
492,Manhattan,10/9/14,10/9/19
493,Bronx,10/10/14,10/10/16
494,Queens,10/10/14,8/8/17
495,Queens,10/10/14,8/1/19
496,Queens,10/10/14,10/10/16
497,Manhattan,10/10/14,10/10/16
498,Queens,10/10/14,2/28/16
499,Queens,10/10/14,2/18/16
500,Brooklyn,10/10/14,11/26/16
501,Manhattan,10/10/14,9/30/17
502,Brooklyn,10/10/14,9/19/19
503,Queens,10/10/14,10/10/19
504,Manhattan,10/10/14,10/10/16
505,Manhattan,10/11/14,10/11/19
506,Manhattan,10/11/14,10/11/19
507,Manhattan,10/11/14,10/11/19
508,Manhattan,10/11/14,7/8/16
509,Manhattan,10/11/14,10/11/17
510,Manhattan,10/11/14,10/11/16
511,Manhattan,10/11/14,9/24/16
512,Manhattan,10/11/14,8/19/17
513,Manhattan,10/11/14,10/11/17
514,Manhattan,10/11/14,10/11/19
515,Manhattan,10/11/14,10/11/19
516,Staten Island,10/11/14,10/11/16
517,Bronx,10/11/14,3/17/17
518,Brooklyn,10/11/14,8/11/17
519,Bronx,10/11/14,10/11/19
520,Manhattan,10/11/14,10/11/17
521,Manhattan,10/11/14,11/12/16
522,Manhattan,10/11/14,10/11/16
523,Manhattan,10/11/14,10/11/19
524,Brooklyn,10/11/14,9/9/19
525,Manhattan,10/11/14,10/11/16
526,Brooklyn,10/11/14,10/12/17
527,Brooklyn,10/11/14,10/11/17
528,Manhattan,10/11/14,9/30/16
529,Queens,10/11/14,10/11/19
530,Manhattan,10/11/14,10/11/17
531,Manhattan,10/12/14,10/27/17
532,Brooklyn,10/12/14,10/2/16
533,Bronx,10/12/14,12/31/16
534,Manhattan,10/13/14,3/27/19
535,Brooklyn,10/13/14,10/13/19
536,Brooklyn,10/13/14,10/13/19
537,Brooklyn,10/13/14,10/13/16
538,Queens,10/13/14,7/14/17
539,Manhattan,10/13/14,9/24/16
540,Manhattan,10/13/14,10/13/17
541,Queens,10/13/14,10/13/17
542,Brooklyn,10/14/14,2/1/16
543,Queens,10/14/14,10/14/16
544,Manhattan,10/14/14,10/14/19
545,Manhattan,10/14/14,1/21/16
546,Brooklyn,10/14/14,10/14/19
547,Manhattan,10/14/14,10/14/17
548,Queens,10/14/14,9/29/16
549,Manhattan,10/14/14,10/14/19
550,Queens,10/14/14,10/14/16
551,Manhattan,10/14/14,10/14/16
552,Manhattan,10/14/14,10/17/16
553,Manhattan,10/14/14,10/14/17
554,Manhattan,10/14/14,3/23/16
555,Manhattan,10/14/14,9/24/17
556,Manhattan,10/14/14,7/11/16
557,Manhattan,10/15/14,10/15/17
558,Brooklyn,10/15/14,10/15/16
559,Manhattan,10/15/14,10/2/19
560,Brooklyn,10/15/14,10/6/16
561,Manhattan,10/16/14,10/16/17
562,Staten Island,10/16/14,10/16/19
563,Brooklyn,10/16/14,10/16/16
564,Staten Island,10/16/14,10/16/19
565,Staten Island,10/16/14,12/21/19
566,Queens,10/16/14,2/28/16
567,Queens,10/16/14,10/30/16
568,Queens,10/16/14,2/17/19
569,Staten Island,10/16/14,10/16/19
570,Brooklyn,10/16/14,10/16/17
571,Staten Island,10/16/14,9/17/16
572,Manhattan,10/16/14,10/16/16
573,Manhattan,10/17/14,10/17/17
574,Manhattan,10/17/14,10/27/19
575,Manhattan,10/17/14,8/29/17
576,Manhattan,10/17/14,10/17/19
577,Brooklyn,10/17/14,10/25/19
578,Manhattan,10/17/14,10/17/19
579,Manhattan,10/17/14,10/17/19
580,Manhattan,10/17/14,10/17/16
581,Manhattan,10/18/14,10/18/16
582,Manhattan,10/18/14,10/18/19
583,Manhattan,10/18/14,10/18/16
584,Bronx,10/18/14,10/18/19
585,Queens,10/18/14,2/20/16
586,Queens,10/18/14,10/18/19
587,Manhattan,10/18/14,10/18/19
588,Brooklyn,10/18/14,10/18/16
589,Bronx,10/18/14,10/18/17
590,Manhattan,10/18/14,10/18/17
591,Queens,10/18/14,10/18/17
592,Queens,10/18/14,10/18/19
593,Bronx,10/18/14,10/18/19
594,Brooklyn,10/18/14,10/18/19
595,Manhattan,10/19/14,10/19/16
596,Brooklyn,10/19/14,10/19/17
597,Manhattan,10/19/14,11/13/19
598,Queens,10/19/14,10/19/17
599,Brooklyn,10/19/14,9/16/19
600,Brooklyn,10/19/14,8/11/16
601,Manhattan,10/20/14,10/20/19
602,Manhattan,10/20/14,10/20/16
603,Manhattan,10/20/14,10/20/17
604,Queens,10/20/14,9/8/16
605,Manhattan,10/20/14,10/20/16
606,Queens,10/20/14,6/1/16
607,Manhattan,10/20/14,6/4/16
608,Brooklyn,10/20/14,2/24/19
609,Brooklyn,10/21/14,10/21/16
610,Bronx,10/21/14,11/11/18
611,Manhattan,10/21/14,9/13/16
612,Brooklyn,10/21/14,8/31/17
613,Manhattan,10/21/14,10/21/16
614,Brooklyn,10/21/14,10/21/17
615,Queens,10/21/14,8/21/16
616,Brooklyn,10/21/14,9/2/19
617,Queens,10/21/14,10/21/17
618,Brooklyn,10/21/14,8/4/17
619,Brooklyn,10/22/14,9/25/16
620,Queens,10/22/14,9/25/16
621,Manhattan,10/22/14,10/22/19
622,Bronx,10/22/14,4/28/17
623,Brooklyn,10/22/14,11/30/17
624,Brooklyn,10/22/14,8/31/19
625,Queens,10/22/14,10/22/17
626,Brooklyn,10/22/14,10/18/17
627,Queens,10/22/14,9/6/17
628,Brooklyn,10/22/14,11/19/16
629,Manhattan,10/22/14,11/30/19
630,Brooklyn,10/22/14,11/20/17
631,Manhattan,10/22/14,10/22/16
632,Brooklyn,10/22/14,10/22/17
633,Brooklyn,10/22/14,10/22/19
634,Queens,10/23/14,9/7/17
635,Brooklyn,10/23/14,10/23/19
636,Manhattan,10/23/14,11/12/16
637,Manhattan,10/23/14,10/23/16
638,Brooklyn,10/23/14,10/23/19
639,Brooklyn,10/23/14,10/23/16
640,Brooklyn,10/23/14,11/29/19
641,Manhattan,10/23/14,10/23/19
642,Manhattan,10/23/14,11/1/19
643,Manhattan,10/23/14,10/23/16
644,Manhattan,10/23/14,10/23/16
645,Manhattan,10/23/14,10/23/19
646,Manhattan,10/23/14,9/3/16
647,Manhattan,10/23/14,11/29/17
648,Brooklyn,10/23/14,10/23/17
649,Brooklyn,10/23/14,11/22/19
650,Manhattan,10/23/14,9/10/17
651,Manhattan,10/23/14,11/1/16
652,Manhattan,10/23/14,11/29/16
653,Brooklyn,10/23/14,11/29/17
654,Staten Island,10/23/14,9/8/16
655,Staten Island,10/23/14,11/9/16
656,Manhattan,10/24/14,11/4/16
657,Queens,10/24/14,11/4/19
658,Manhattan,10/24/14,11/14/16
659,Manhattan,10/24/14,2/5/16
660,Manhattan,10/24/14,11/19/19
661,Queens,10/24/14,11/1/19
662,Queens,10/24/14,11/15/17
663,Brooklyn,10/24/14,10/24/16
664,Queens,10/24/14,9/24/16
665,Brooklyn,10/24/14,6/24/16
666,Bronx,10/24/14,11/10/19
667,Queens,10/24/14,11/4/19
668,Bronx,10/24/14,10/20/16
669,Manhattan,10/24/14,4/25/19
670,Manhattan,10/24/14,11/4/17
671,Manhattan,10/24/14,8/27/19
672,Brooklyn,10/24/14,7/5/17
673,Manhattan,10/24/14,10/24/19
674,Manhattan,10/24/14,11/9/19
675,Queens,10/24/14,11/14/19
676,Brooklyn,10/24/14,10/24/19
677,Queens,10/25/14,10/25/19
678,Manhattan,10/25/14,10/25/17
679,Manhattan,10/25/14,11/6/17
680,Bronx,10/25/14,11/4/19
681,Manhattan,10/25/14,10/25/16
682,Queens,10/25/14,10/25/16
683,Brooklyn,10/25/14,10/25/17
684,Brooklyn,10/25/14,10/25/18
685,Queens,10/25/14,10/25/17
686,Brooklyn,10/25/14,10/25/16
687,Brooklyn,10/25/14,10/25/16
688,Manhattan,10/25/14,10/25/19
689,Brooklyn,10/25/14,11/23/17
690,Manhattan,10/25/14,8/23/18
691,Brooklyn,10/25/14,11/23/17
692,Manhattan,10/25/14,10/25/19
693,Manhattan,10/25/14,12/28/19
694,Brooklyn,10/25/14,10/25/17
695,Manhattan,10/25/14,10/25/17
696,Manhattan,10/25/14,6/29/19
697,Manhattan,10/25/14,10/25/19
698,Manhattan,10/25/14,10/25/19
699,Manhattan,10/25/14,10/25/19
700,Manhattan,10/25/14,9/7/17
701,Brooklyn,10/25/14,10/25/18
702,Brooklyn,10/25/14,10/25/19
703,Manhattan,10/25/14,10/25/19
704,Manhattan,10/25/14,9/7/17
705,Manhattan,10/25/14,10/25/16
706,Manhattan,10/25/14,11/4/19
707,Queens,10/25/14,10/25/19
708,Brooklyn,10/25/14,10/25/19
