UID,Borough,IssueDate,ExpirationDate
86043,Queens,7/11/16,8/31/17
86044,Manhattan,7/11/16,7/11/17
86045,Brooklyn,7/11/16,7/29/17
86046,Manhattan,7/11/16,7/11/19
86047,Manhattan,7/11/16,7/11/17
86048,Brooklyn,7/11/16,7/31/17
86049,Manhattan,7/11/16,8/12/17
86050,Brooklyn,7/11/16,7/11/17
86051,Brooklyn,7/11/16,7/11/17
86052,Manhattan,7/11/16,8/28/17
86053,Manhattan,7/11/16,9/6/18
86054,Manhattan,7/11/16,3/26/17
86055,Brooklyn,7/11/16,7/11/17
86056,Brooklyn,7/11/16,8/14/17
86057,Manhattan,7/11/16,6/20/17
86058,Staten Island,7/11/16,7/11/18
86059,Manhattan,7/11/16,7/27/17
86060,Staten Island,7/11/16,7/30/17
86061,Brooklyn,7/11/16,7/31/17
86062,Manhattan,7/11/16,7/29/17
86063,Bronx,7/11/16,7/11/17
86064,Bronx,7/11/16,8/30/17
86065,Bronx,7/11/16,7/11/17
86066,Brooklyn,7/11/16,7/11/17
86067,Staten Island,7/11/16,9/4/17
86068,Manhattan,7/11/16,8/25/17
86069,Manhattan,7/11/16,8/6/17
86070,Bronx,7/11/16,8/5/17
86071,Queens,7/11/16,7/11/17
86072,Brooklyn,7/11/16,6/11/17
86073,Manhattan,7/11/16,7/11/17
86074,Brooklyn,7/11/16,7/11/17
86075,Queens,7/11/16,8/30/17
86076,Brooklyn,7/11/16,7/11/17
86077,Brooklyn,7/11/16,7/12/17
86078,Queens,7/11/16,8/4/17
86079,Brooklyn,7/11/16,8/28/17
86080,Manhattan,7/11/16,8/10/17
86081,Staten Island,7/11/16,7/11/17
86082,Queens,7/11/16,8/8/17
86083,Bronx,7/11/16,8/30/17
86084,Bronx,7/11/16,8/30/17
86085,Bronx,7/11/16,7/11/17
86086,Queens,7/11/16,9/3/17
86087,Queens,7/11/16,7/11/17
86088,Brooklyn,7/11/16,7/11/17
86089,Bronx,7/11/16,8/11/17
86090,Staten Island,7/11/16,8/14/17
86091,Brooklyn,7/11/16,8/5/17
86092,Manhattan,7/11/16,8/25/17
86093,Queens,7/11/16,7/10/17
86094,Manhattan,7/11/16,4/19/17
86095,Manhattan,7/11/16,8/12/17
86096,Manhattan,7/11/16,8/22/17
86097,Bronx,7/11/16,6/25/17
86098,Queens,7/11/16,9/6/17
86099,Manhattan,7/11/16,8/14/21
86100,Brooklyn,7/11/16,8/30/17
86101,Queens,7/11/16,8/25/17
86102,Manhattan,7/11/16,10/8/18
86103,Bronx,7/11/16,7/11/17
86104,Queens,7/11/16,7/11/18
86105,Manhattan,7/11/16,9/4/17
86106,Manhattan,7/11/16,8/7/17
86107,Brooklyn,7/11/16,7/11/17
86108,Manhattan,7/11/16,7/11/21
86109,Brooklyn,7/11/16,7/11/17
86110,Staten Island,7/11/16,8/10/17
86111,Manhattan,7/11/16,8/28/17
86112,Brooklyn,7/11/16,8/26/17
86113,Bronx,7/11/16,8/27/17
86114,Manhattan,7/11/16,6/27/17
86115,Staten Island,7/11/16,7/11/17
86116,Queens,7/11/16,8/30/17
86117,Bronx,7/11/16,6/24/17
86118,Bronx,7/11/16,7/11/17
86119,Manhattan,7/11/16,10/13/18
86120,Brooklyn,7/11/16,11/24/16
86121,Queens,7/11/16,8/5/17
86122,Manhattan,7/11/16,7/11/19
86123,Queens,7/11/16,7/11/18
86124,Manhattan,7/11/16,8/25/17
86125,Brooklyn,7/11/16,8/20/17
86126,Manhattan,7/11/16,8/12/17
86127,Manhattan,7/11/16,8/13/17
86128,Manhattan,7/11/16,7/11/17
86129,Manhattan,7/11/16,7/22/17
86130,Brooklyn,7/11/16,9/7/16
86131,Manhattan,7/11/16,6/30/17
86132,Bronx,7/11/16,8/24/17
86133,Queens,7/11/16,7/11/21
86134,Bronx,7/11/16,8/29/17
86135,Queens,7/11/16,7/11/17
86136,Brooklyn,7/11/16,8/10/17
86137,Manhattan,7/11/16,9/1/17
86138,Manhattan,7/11/16,4/24/17
86139,Manhattan,7/11/16,9/2/17
86140,Manhattan,7/11/16,10/18/16
86141,Queens,7/11/16,6/19/17
86142,Manhattan,7/11/16,7/29/17
86145,Manhattan,7/11/16,7/11/17
86146,Queens,7/11/16,7/11/17
86147,Staten Island,7/11/16,7/11/17
86148,Manhattan,7/11/16,3/12/17
86149,Brooklyn,7/11/16,7/14/17
86150,Brooklyn,7/11/16,7/11/17
86151,Bronx,7/11/16,7/11/17
86152,Queens,7/11/16,8/16/17
86153,Brooklyn,7/11/16,7/11/17
86154,Manhattan,7/11/16,7/8/17
86155,Manhattan,7/11/16,7/11/17
86156,Queens,7/11/16,7/11/19
86157,Queens,7/11/16,7/30/17
86158,Bronx,7/11/16,7/11/17
86159,Manhattan,7/11/16,7/11/17
86160,Bronx,7/11/16,5/13/17
86161,Staten Island,7/11/16,8/15/17
86162,Queens,7/11/16,7/15/17
86163,Manhattan,7/11/16,7/11/17
86164,Manhattan,7/11/16,8/30/17
86165,Manhattan,7/11/16,7/11/17
86166,Queens,7/11/16,8/16/17
86167,Manhattan,7/11/16,9/3/17
86168,Brooklyn,7/11/16,7/25/17
86169,Brooklyn,7/11/16,8/24/17
86170,Brooklyn,7/11/16,7/18/17
86171,Queens,7/11/16,8/14/17
86172,Brooklyn,7/11/16,8/15/17
86173,Brooklyn,7/11/16,9/4/19
86174,Manhattan,7/11/16,7/11/17
86175,Manhattan,7/11/16,7/29/17
86176,Staten Island,7/11/16,3/24/17
86177,Queens,7/11/16,7/24/17
86178,Queens,7/11/16,9/6/17
86179,Manhattan,7/11/16,7/30/17
86180,Queens,7/11/16,7/3/17
86181,Bronx,7/11/16,8/16/17
86182,Manhattan,7/11/16,7/26/17
86183,Queens,7/11/16,8/30/17
86184,Queens,7/11/16,7/11/17
86185,Queens,7/11/16,6/19/17
86186,Bronx,7/11/16,8/11/17
86187,Brooklyn,7/11/16,8/9/17
86188,Queens,7/11/16,8/5/17
86189,Bronx,7/11/16,7/11/17
86190,Queens,7/11/16,8/3/17
86191,Manhattan,7/11/16,8/31/17
86192,Manhattan,7/11/16,5/30/17
86193,Bronx,7/11/16,8/1/17
86194,Manhattan,7/11/16,6/19/17
86195,Brooklyn,7/11/16,8/10/17
86196,Brooklyn,7/11/16,3/8/17
86197,Brooklyn,7/11/16,8/30/17
86198,Manhattan,7/11/16,7/30/17
86199,Manhattan,7/11/16,8/18/17
86200,Brooklyn,7/11/16,8/26/17
86201,Manhattan,7/11/16,7/11/17
86202,Bronx,7/11/16,7/11/17
86203,Manhattan,7/11/16,7/11/17
86204,Queens,7/11/16,9/6/17
86205,Bronx,7/11/16,6/24/17
86206,Queens,7/11/16,7/11/17
86207,Staten Island,7/11/16,7/5/17
86208,Manhattan,7/11/16,6/7/17
86209,Brooklyn,7/11/16,7/12/18
86210,Brooklyn,7/11/16,7/29/17
86211,Queens,7/11/16,7/11/17
86212,Brooklyn,7/11/16,7/11/17
86213,Queens,7/11/16,7/26/17
86214,Brooklyn,7/11/16,7/11/17
86215,Brooklyn,7/11/16,8/18/17
86216,Brooklyn,7/11/16,3/8/17
86217,Queens,7/11/16,7/22/17
86218,Queens,7/11/16,8/30/17
86219,Brooklyn,7/11/16,11/17/16
86220,Manhattan,7/11/16,7/11/17
86221,Queens,7/11/16,8/10/17
86222,Queens,7/11/16,6/23/17
86223,Bronx,7/11/16,5/27/17
86224,Bronx,7/11/16,8/30/17
86225,Staten Island,7/11/16,7/11/17
86226,Brooklyn,7/11/16,8/7/17
86227,Bronx,7/11/16,4/1/17
86228,Brooklyn,7/11/16,8/6/17
86229,Queens,7/11/16,8/21/17
86230,Staten Island,7/11/16,8/4/17
86231,Manhattan,7/11/16,8/24/17
86232,Manhattan,7/11/16,7/11/17
86233,Brooklyn,7/11/16,8/4/17
86234,Manhattan,7/11/16,7/30/17
86235,Bronx,7/11/16,5/13/17
86236,Manhattan,7/11/16,9/6/17
86237,Brooklyn,7/11/16,7/30/17
86238,Brooklyn,7/12/16,8/29/17
86239,Queens,7/12/16,5/18/17
86240,Brooklyn,7/12/16,7/30/17
86241,Manhattan,7/12/16,8/30/17
86242,Queens,7/12/16,7/30/17
86243,Queens,7/12/16,7/27/17
86244,Brooklyn,7/12/16,6/9/17
86245,Queens,7/12/16,8/28/17
86246,Manhattan,7/12/16,5/30/17
86247,Manhattan,7/12/16,9/4/17
86248,Bronx,7/12/16,8/17/17
86249,Bronx,7/12/16,8/11/17
86250,Bronx,7/12/16,5/30/17
86251,Manhattan,7/12/16,8/20/17
86252,Brooklyn,7/12/16,8/20/17
86253,Manhattan,7/12/16,8/30/17
86254,Brooklyn,7/12/16,8/30/17
86255,Queens,7/12/16,8/30/17
86256,Brooklyn,7/12/16,8/16/17
86257,Brooklyn,7/12/16,8/17/17
86258,Manhattan,7/12/16,7/14/17
86259,Brooklyn,7/12/16,8/30/17
86260,Staten Island,7/12/16,8/30/17
86261,Brooklyn,7/12/16,7/30/17
86262,Brooklyn,7/12/16,8/12/17
86263,Queens,7/12/16,8/27/17
86264,Bronx,7/12/16,8/20/17
86265,Staten Island,7/12/16,8/29/17
86266,Queens,7/12/16,7/12/18
86267,Manhattan,7/12/16,7/12/17
86268,Manhattan,7/12/16,8/29/17
86269,Brooklyn,7/12/16,8/21/17
86270,Manhattan,7/12/16,6/25/17
86271,Queens,7/12/16,7/30/17
86272,Queens,7/12/16,7/14/17
86273,Staten Island,7/12/16,7/6/17
86274,Manhattan,7/12/16,8/29/17
86275,Queens,7/12/16,7/16/17
86276,Brooklyn,7/12/16,8/27/17
86277,Queens,7/12/16,8/5/17
86278,Manhattan,7/12/16,7/12/17
86279,Queens,7/12/16,8/30/17
86280,Bronx,7/12/16,7/12/18
86281,Manhattan,7/12/16,5/23/17
86282,Bronx,7/12/16,8/9/17
86283,Brooklyn,7/12/16,8/19/17
86284,Manhattan,7/12/16,8/7/17
86285,Manhattan,7/12/16,8/30/17
86286,Manhattan,7/12/16,8/29/17
86287,Staten Island,7/12/16,7/28/17
86288,Bronx,7/12/16,5/28/17
86289,Manhattan,7/12/16,7/15/17
86290,Queens,7/12/16,7/12/18
86291,Queens,7/12/16,8/30/17
86292,Bronx,7/12/16,8/11/17
86293,Brooklyn,7/12/16,8/31/17
86294,Manhattan,7/12/16,3/7/17
86295,Queens,7/12/16,8/30/17
86296,Queens,7/12/16,8/30/17
86297,Brooklyn,7/12/16,8/24/17
86298,Queens,7/12/16,6/24/17
86299,Queens,7/12/16,7/12/17
86300,Manhattan,7/12/16,8/24/18
86301,Manhattan,7/12/16,8/26/17
86302,Bronx,7/12/16,7/31/17
86303,Queens,7/12/16,8/30/17
86304,Staten Island,7/12/16,8/30/17
86305,Brooklyn,7/12/16,8/30/17
86306,Manhattan,7/12/16,8/10/17
86307,Queens,7/12/16,8/18/17
86308,Manhattan,7/12/16,8/27/17
86309,Manhattan,7/12/16,6/16/17
86310,Manhattan,7/12/16,7/12/17
86311,Manhattan,7/12/16,8/22/17
86312,Queens,7/12/16,7/12/17
86313,Staten Island,7/12/16,8/30/17
86314,Queens,7/12/16,8/30/17
86315,Queens,7/12/16,8/30/17
86316,Brooklyn,7/12/16,8/21/17
86317,Queens,7/12/16,8/25/17
86318,Manhattan,7/12/16,8/27/17
86319,Brooklyn,7/12/16,8/30/17
86320,Manhattan,7/12/16,8/18/17
86321,Manhattan,7/12/16,8/4/17
86322,Brooklyn,7/12/16,7/30/17
86323,Queens,7/12/16,5/30/17
86324,Manhattan,7/12/16,7/23/17
86325,Brooklyn,7/12/16,6/29/17
86326,Bronx,7/12/16,8/21/17
86327,Manhattan,7/12/16,8/24/17
86328,Staten Island,7/12/16,8/29/17
86329,Queens,7/12/16,8/25/17
86330,Staten Island,7/12/16,6/29/17
86331,Brooklyn,7/12/16,8/30/17
86332,Brooklyn,7/12/16,8/19/17
86333,Bronx,7/12/16,3/29/17
86334,Bronx,7/12/16,8/13/17
86335,Brooklyn,7/12/16,8/30/17
86336,Staten Island,7/12/16,8/19/17
86337,Bronx,7/12/16,8/12/17
86338,Brooklyn,7/12/16,8/26/17
86339,Brooklyn,7/12/16,4/14/17
86340,Bronx,7/12/16,7/10/17
86341,Queens,7/12/16,8/28/17
86342,Staten Island,7/12/16,7/12/17
86343,Brooklyn,7/12/16,7/30/17
86344,Queens,7/12/16,7/30/17
86345,Staten Island,7/12/16,7/12/17
86346,Manhattan,7/12/16,8/29/17
86347,Staten Island,7/12/16,8/26/17
86348,Manhattan,7/12/16,8/21/17
86349,Manhattan,7/12/16,7/12/19
86350,Queens,7/12/16,8/14/17
86351,Queens,7/12/16,7/12/17
86352,Staten Island,7/12/16,8/30/17
86353,Bronx,7/12/16,7/13/17
86354,Queens,7/12/16,7/18/17
86355,Manhattan,7/12/16,7/12/17
86356,Brooklyn,7/12/16,7/24/17
86357,Manhattan,7/12/16,8/30/17
86358,Staten Island,7/12/16,3/31/17
86359,Manhattan,7/12/16,8/7/17
86360,Queens,7/12/16,8/29/17
86361,Brooklyn,7/12/16,8/14/17
86362,Bronx,7/12/16,8/30/17
86363,Staten Island,7/12/16,8/16/17
86364,Staten Island,7/12/16,8/24/17
86365,Brooklyn,7/12/16,8/30/17
86366,Manhattan,7/12/16,9/4/17
86367,Queens,7/12/16,8/17/17
86368,Manhattan,7/12/16,8/3/17
86369,Staten Island,7/12/16,7/12/17
86370,Manhattan,7/12/16,9/2/17
86371,Queens,7/12/16,7/13/17
86372,Manhattan,7/12/16,8/30/17
86373,Staten Island,7/12/16,8/29/17
86374,Manhattan,7/12/16,7/12/17
86375,Staten Island,7/12/16,7/12/21
86376,Manhattan,7/12/16,8/27/17
86377,Brooklyn,7/12/16,8/10/17
86378,Brooklyn,7/12/16,7/12/17
86379,Staten Island,7/12/16,8/30/17
86380,Manhattan,7/12/16,7/12/18
86381,Manhattan,7/12/16,8/30/17
86382,Staten Island,7/12/16,8/30/17
86383,Queens,7/12/16,8/31/17
86384,Manhattan,7/12/16,7/12/17
86385,Brooklyn,7/12/16,6/26/17
86386,Manhattan,7/12/16,8/23/17
86387,Brooklyn,7/12/16,7/29/17
86388,Queens,7/12/16,8/19/17
86389,Manhattan,7/12/16,7/25/17
86390,Brooklyn,7/12/16,7/12/17
86391,Staten Island,7/12/16,7/12/21
86392,Bronx,7/12/16,8/17/17
86393,Queens,7/12/16,8/30/17
86394,Brooklyn,7/12/16,7/12/17
86395,Manhattan,7/12/16,10/22/17
86396,Manhattan,7/12/16,8/30/17
86397,Queens,7/12/16,5/18/17
86398,Queens,7/12/16,8/30/17
86399,Bronx,7/12/16,8/19/17
86400,Queens,7/12/16,7/12/17
86401,Manhattan,7/12/16,7/12/17
86402,Manhattan,7/12/16,7/28/17
86403,Manhattan,7/12/16,8/30/17
86404,Manhattan,7/12/16,7/12/17
86405,Brooklyn,7/12/16,4/29/17
86406,Manhattan,7/12/16,7/12/17
86407,Manhattan,7/12/16,8/8/17
86408,Brooklyn,7/12/16,7/12/17
86409,Manhattan,7/12/16,8/30/17
86410,Manhattan,7/12/16,8/18/17
86411,Queens,7/12/16,8/30/17
86412,Queens,7/12/16,8/26/17
86413,Bronx,7/12/16,8/30/17
86414,Queens,7/12/16,8/29/17
86415,Manhattan,7/12/16,8/9/17
86416,Staten Island,7/12/16,8/8/17
86417,Bronx,7/12/16,8/30/17
86418,Manhattan,7/12/16,8/30/17
86419,Manhattan,7/12/16,5/30/17
86427,Manhattan,7/12/16,7/12/17
86428,Brooklyn,7/12/16,8/20/17
86429,Queens,7/12/16,7/12/17
86430,Brooklyn,7/12/16,5/25/17
86431,Bronx,7/12/16,7/12/18
86432,Staten Island,7/12/16,8/30/17
86433,Brooklyn,7/12/16,8/25/17
86434,Manhattan,7/12/16,8/2/17
86435,Manhattan,7/12/16,8/26/17
86436,Manhattan,7/12/16,7/12/17
86437,Brooklyn,7/12/16,8/30/17
86438,Manhattan,7/12/16,7/12/17
86439,Queens,7/12/16,7/30/17
86440,Brooklyn,7/12/16,8/17/17
86441,Brooklyn,7/12/16,8/19/17
86442,Queens,7/12/16,8/6/17
86443,Staten Island,7/12/16,8/30/17
86444,Manhattan,7/12/16,8/19/17
86445,Manhattan,7/12/16,7/12/17
86446,Manhattan,7/12/16,7/12/18
86447,Brooklyn,7/12/16,7/24/17
86448,Manhattan,7/12/16,8/13/17
86449,Manhattan,7/12/16,7/12/17
86450,Bronx,7/12/16,9/4/17
86451,Bronx,7/12/16,7/30/17
86452,Staten Island,7/12/16,3/31/17
86453,Brooklyn,7/12/16,7/12/18
86454,Manhattan,7/12/16,8/26/17
86455,Brooklyn,7/12/16,8/12/17
86456,Manhattan,7/12/16,8/28/17
86457,Queens,7/12/16,8/2/17
86458,Queens,7/12/16,7/12/17
86459,Queens,7/12/16,8/26/17
86460,Manhattan,7/12/16,8/6/17
86461,Staten Island,7/12/16,5/14/18
86462,Bronx,7/12/16,1/12/17
86463,Bronx,7/12/16,1/12/18
86464,Brooklyn,7/12/16,8/27/17
86465,Manhattan,7/12/16,7/12/17
86466,Manhattan,7/12/16,7/26/17
86467,Manhattan,7/12/16,8/29/17
86468,Queens,7/12/16,8/30/17
86469,Staten Island,7/12/16,8/30/17
86470,Manhattan,7/12/16,7/12/17
86471,Manhattan,7/12/16,9/24/17
86472,Queens,7/12/16,8/27/17
86473,Bronx,7/12/16,7/12/17
86474,Brooklyn,7/12/16,7/30/17
86475,Manhattan,7/12/16,7/13/17
86476,Brooklyn,7/12/16,8/19/17
86477,Manhattan,7/12/16,8/15/17
86478,Brooklyn,7/12/16,8/27/17
86479,Queens,7/12/16,8/30/17
86480,Manhattan,7/12/16,7/12/17
86481,Brooklyn,7/12/16,7/20/17
86482,Brooklyn,7/12/16,8/13/17
86483,Bronx,7/12/16,8/26/17
86484,Manhattan,7/12/16,4/3/17
86485,Brooklyn,7/12/16,7/6/17
86486,Manhattan,7/12/16,3/31/17
86487,Queens,7/12/16,8/29/17
86488,Brooklyn,7/12/16,3/10/17
86489,Brooklyn,7/12/16,1/28/17
86490,Queens,7/12/16,8/29/17
86491,Manhattan,7/12/16,7/12/17
86492,Brooklyn,7/12/16,7/12/17
86493,Manhattan,7/12/16,8/7/17
86494,Manhattan,7/12/16,8/30/17
86495,Manhattan,7/12/16,7/12/18
86496,Staten Island,7/12/16,8/30/17
86497,Manhattan,7/12/16,8/20/17
86498,Staten Island,7/12/16,5/17/17
86499,Staten Island,7/12/16,7/22/17
86500,Queens,7/12/16,8/30/17
86501,Brooklyn,7/12/16,8/16/17
86502,Brooklyn,7/12/16,8/30/17
86503,Bronx,7/12/16,8/30/17
86504,Manhattan,7/12/16,8/30/17
86505,Bronx,7/12/16,7/16/17
86506,Bronx,7/12/16,8/30/17
86507,Bronx,7/12/16,7/12/17
86508,Brooklyn,7/12/16,6/29/17
86509,Brooklyn,7/12/16,8/25/17
86510,Staten Island,7/12/16,8/24/17
86511,Queens,7/12/16,8/5/17
86512,Brooklyn,7/12/16,8/30/17
86513,Brooklyn,7/12/16,8/30/17
86514,Staten Island,7/12/16,9/2/17
86515,Staten Island,7/12/16,8/30/17
86516,Bronx,7/12/16,7/30/17
86517,Brooklyn,7/12/16,4/15/17
86518,Queens,7/12/16,8/30/17
86519,Manhattan,7/12/16,8/30/17
86520,Bronx,7/12/16,7/30/17
86521,Manhattan,7/12/16,7/30/17
86522,Manhattan,7/12/16,5/15/17
86523,Bronx,7/12/16,7/27/17
86524,Queens,7/12/16,7/12/17
86525,Brooklyn,7/12/16,7/12/17
86526,Brooklyn,7/12/16,7/12/17
86527,Manhattan,7/12/16,7/9/17
86528,Brooklyn,7/12/16,8/26/17
86529,Bronx,7/12/16,7/12/17
86530,Staten Island,7/12/16,8/30/17
86531,Brooklyn,7/12/16,5/30/17
86532,Brooklyn,7/12/16,8/27/17
86533,Queens,7/12/16,8/4/18
86534,Brooklyn,7/12/16,8/13/17
86535,Manhattan,7/12/16,7/12/18
86536,Queens,7/12/16,8/30/17
86537,Staten Island,7/12/16,8/17/17
86538,Manhattan,7/12/16,7/12/17
86539,Staten Island,7/12/16,8/8/17
86540,Brooklyn,7/12/16,8/30/17
86541,Brooklyn,7/12/16,7/30/17
86542,Queens,7/12/16,8/27/17
86543,Manhattan,7/12/16,8/30/17
86544,Manhattan,7/12/16,7/12/17
86545,Staten Island,7/12/16,8/30/17
86546,Manhattan,7/12/16,8/30/17
86547,Staten Island,7/12/16,8/30/17
86548,Staten Island,7/12/16,6/1/17
86549,Manhattan,7/12/16,7/12/17
86550,Manhattan,7/12/16,7/12/17
86551,Queens,7/12/16,8/30/17
86552,Bronx,7/12/16,8/25/17
86553,Manhattan,7/12/16,8/30/17
86554,Brooklyn,7/12/16,5/30/17
86555,Bronx,7/12/16,8/27/17
86556,Queens,7/12/16,8/1/17
86557,Bronx,7/12/16,7/9/17
86558,Staten Island,7/12/16,8/18/17
86559,Manhattan,7/12/16,8/15/17
86560,Staten Island,7/12/16,6/14/17
86561,Manhattan,7/12/16,8/27/17
86562,Manhattan,7/12/16,8/22/17
86563,Manhattan,7/12/16,8/24/17
86564,Brooklyn,7/12/16,7/18/17
86565,Staten Island,7/12/16,8/30/17
86566,Manhattan,7/12/16,8/24/17
86567,Staten Island,7/12/16,8/2/17
86568,Brooklyn,7/12/16,8/4/17
86569,Manhattan,7/12/16,8/24/17
86570,Brooklyn,7/12/16,7/12/17
86571,Brooklyn,7/12/16,7/12/17
86572,Manhattan,7/12/16,8/30/17
86573,Manhattan,7/12/16,8/4/17
86574,Manhattan,7/12/16,7/2/17
86575,Bronx,7/12/16,8/24/17
86576,Staten Island,7/12/16,8/18/17
86577,Manhattan,7/12/16,7/12/17
86578,Manhattan,7/12/16,7/30/17
86579,Manhattan,7/12/16,7/9/17
86580,Bronx,7/12/16,8/30/17
86581,Manhattan,7/12/16,8/30/17
86582,Manhattan,7/12/16,7/12/18
86583,Brooklyn,7/12/16,2/22/17
86584,Queens,7/12/16,7/12/17
86585,Manhattan,7/12/16,8/29/17
86586,Brooklyn,7/12/16,7/30/17
86587,Staten Island,7/12/16,8/6/17
86588,Queens,7/12/16,8/4/17
86589,Queens,7/12/16,8/20/17
86590,Bronx,7/12/16,8/30/17
86591,Staten Island,7/12/16,7/6/17
86592,Manhattan,7/12/16,8/30/17
86593,Manhattan,7/12/16,7/27/17
86594,Queens,7/12/16,7/12/17
86595,Brooklyn,7/12/16,8/28/17
86596,Manhattan,7/12/16,7/12/17
86597,Brooklyn,7/12/16,8/25/17
86598,Bronx,7/12/16,7/12/17
86599,Manhattan,7/12/16,5/15/17
86600,Manhattan,7/12/16,8/22/17
86601,Manhattan,7/12/16,7/12/17
86602,Brooklyn,7/12/16,10/25/17
86603,Queens,7/12/16,1/27/17
86604,Manhattan,7/12/16,8/30/17
86605,Brooklyn,7/12/16,8/30/17
86606,Manhattan,7/12/16,7/30/17
86607,Brooklyn,7/12/16,9/5/18
86608,Brooklyn,7/12/16,8/30/17
86609,Queens,7/12/16,8/20/17
86610,Manhattan,7/12/16,7/22/17
86611,Manhattan,7/12/16,8/27/17
86612,Queens,7/12/16,5/12/17
86613,Manhattan,7/12/16,4/22/17
86614,Bronx,7/12/16,7/16/17
86615,Staten Island,7/12/16,8/30/17
86616,Bronx,7/12/16,8/30/17
86617,Brooklyn,7/12/16,8/30/17
86618,Queens,7/12/16,6/29/17
86619,Bronx,7/12/16,7/12/17
86620,Staten Island,7/12/16,8/9/17
86621,Brooklyn,7/12/16,8/4/17
86622,Queens,7/12/16,8/17/17
86623,Manhattan,7/12/16,7/12/17
86624,Manhattan,7/12/16,8/26/17
86625,Brooklyn,7/12/16,8/21/17
86626,Staten Island,7/12/16,8/30/17
86627,Bronx,7/12/16,8/27/17
86628,Queens,7/12/16,8/26/17
86629,Manhattan,7/12/16,6/27/17
86630,Manhattan,7/12/16,8/31/19
86631,Queens,7/12/16,8/30/17
86632,Manhattan,7/12/16,8/23/17
86633,Manhattan,7/12/16,8/26/17
86634,Queens,7/12/16,8/14/17
86635,Manhattan,7/12/16,3/26/17
86636,Brooklyn,7/12/16,7/12/17
86637,Queens,7/12/16,5/15/17
86638,Brooklyn,7/12/16,6/10/17
86639,Queens,7/12/16,9/1/17
86640,Staten Island,7/12/16,8/24/17
86641,Manhattan,7/12/16,5/25/17
86642,Brooklyn,7/12/16,8/18/17
86643,Manhattan,7/12/16,9/2/17
86644,Manhattan,7/12/16,8/24/17
86645,Manhattan,7/12/16,7/12/21
86646,Staten Island,7/12/16,8/30/17
86647,Queens,7/12/16,8/12/17
86648,Queens,7/12/16,8/30/17
86649,Brooklyn,7/12/16,7/29/17
86650,Staten Island,7/12/16,7/29/17
86651,Brooklyn,7/12/16,8/30/17
86652,Brooklyn,7/12/16,5/7/17
86653,Manhattan,7/12/16,7/12/18
86654,Manhattan,7/12/16,7/10/17
86655,Manhattan,7/12/16,7/12/17
86656,Manhattan,7/12/16,7/30/17
86657,Manhattan,7/12/16,6/28/17
86658,Manhattan,7/12/16,7/12/17
86659,Queens,7/12/16,8/22/17
86660,Queens,7/12/16,5/30/17
86661,Bronx,7/12/16,6/16/17
86662,Brooklyn,7/12/16,5/27/17
86663,Manhattan,7/12/16,8/28/17
86664,Brooklyn,7/12/16,8/30/17
86665,Brooklyn,7/12/16,7/12/18
86666,Brooklyn,7/12/16,8/31/18
86667,Queens,7/12/16,8/24/17
86668,Brooklyn,7/12/16,8/30/17
86669,Staten Island,7/12/16,7/12/17
86670,Manhattan,7/12/16,8/31/21
86671,Brooklyn,7/12/16,7/12/17
86672,Staten Island,7/12/16,7/15/17
86673,Queens,7/12/16,8/18/17
86674,Queens,7/12/16,7/22/17
86675,Manhattan,7/12/16,7/12/17
86676,Manhattan,7/12/16,8/20/17
86677,Brooklyn,7/12/16,7/12/17
86678,Queens,7/12/16,4/24/17
86679,Queens,7/12/16,8/8/17
86680,Manhattan,7/12/16,8/30/17
86681,Manhattan,7/12/16,7/10/17
86682,Manhattan,7/12/16,7/12/17
86683,Manhattan,7/12/16,8/30/17
86684,Staten Island,7/12/16,7/30/17
86685,Brooklyn,7/12/16,8/26/17
86686,Queens,7/12/16,5/30/17
86687,Staten Island,7/12/16,8/30/17
86688,Queens,7/12/16,8/29/17
86689,Queens,7/12/16,8/29/17
86690,Staten Island,7/12/16,8/30/17
86691,Bronx,7/12/16,7/30/17
86692,Brooklyn,7/12/16,4/20/17
86693,Queens,7/12/16,8/12/17
86694,Bronx,7/12/16,5/6/17
86695,Queens,7/12/16,8/30/17
86696,Bronx,7/12/16,7/3/17
86697,Staten Island,7/12/16,7/12/19
86698,Brooklyn,7/12/16,8/11/17
86699,Manhattan,7/12/16,8/20/17
86700,Manhattan,7/12/16,7/12/21
86701,Manhattan,7/12/16,8/26/21
86702,Manhattan,7/12/16,8/28/17
86703,Manhattan,7/12/16,3/29/17
86704,Manhattan,7/12/16,6/4/18
86705,Manhattan,7/12/16,7/12/17
86706,Brooklyn,7/12/16,6/18/17
86707,Queens,7/12/16,8/18/17
86708,Queens,7/12/16,8/30/17
86709,Bronx,7/12/16,8/13/17
86710,Brooklyn,7/12/16,7/12/17
86711,Brooklyn,7/12/16,8/22/17
86712,Manhattan,7/12/16,11/16/16
86713,Queens,7/12/16,8/30/17
86714,Manhattan,7/12/16,8/30/17
86715,Brooklyn,7/12/16,8/18/17
86716,Brooklyn,7/12/16,8/30/17
86717,Bronx,7/12/16,7/13/17
86718,Manhattan,7/12/16,8/7/17
86719,Brooklyn,7/12/16,8/8/17
86720,Queens,7/12/16,8/30/17
86721,Brooklyn,7/12/16,8/30/17
86722,Manhattan,7/12/16,8/30/17
86723,Staten Island,7/12/16,8/30/17
86724,Queens,7/12/16,7/2/17
86725,Manhattan,7/12/16,8/13/17
86726,Brooklyn,7/12/16,7/12/17
