ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2019,2019,0,Total,51100,14133,"Census Tract 2, Bronx County, NY",14000US36005000200
2019,2019,0,Total,78409,11642,"Census Tract 4, Bronx County, NY",14000US36005000400
2019,2019,0,Total,34093,2370,"Census Tract 16, Bronx County, NY",14000US36005001600
2019,2019,0,Total,45156,8158,"Census Tract 19, Bronx County, NY",14000US36005001900
2019,2019,0,Total,20592,5007,"Census Tract 20, Bronx County, NY",14000US36005002000
2019,2019,0,Total,18688,3641,"Census Tract 23, Bronx County, NY",14000US36005002300
2019,2019,0,Total,23115,8426,"Census Tract 25, Bronx County, NY",14000US36005002500
2019,2019,0,Total,18832,2799,"Census Tract 27.01, Bronx County, NY",14000US36005002701
2019,2019,0,Total,13097,2101,"Census Tract 27.02, Bronx County, NY",14000US36005002702
2019,2019,0,Total,51138,3986,"Census Tract 28, Bronx County, NY",14000US36005002800
2019,2019,0,Total,43255,5431,"Census Tract 31, Bronx County, NY",14000US36005003100
2019,2019,0,Total,22127,5882,"Census Tract 33, Bronx County, NY",14000US36005003300
2019,2019,0,Total,31310,6819,"Census Tract 35, Bronx County, NY",14000US36005003500
2019,2019,0,Total,33681,15765,"Census Tract 38, Bronx County, NY",14000US36005003800
2019,2019,0,Total,25772,11016,"Census Tract 39, Bronx County, NY",14000US36005003900
2019,2019,0,Total,54868,13585,"Census Tract 40.01, Bronx County, NY",14000US36005004001
2019,2019,0,Total,19643,6689,"Census Tract 41, Bronx County, NY",14000US36005004100
2019,2019,0,Total,43293,17481,"Census Tract 42, Bronx County, NY",14000US36005004200
2019,2019,0,Total,21689,5670,"Census Tract 43, Bronx County, NY",14000US36005004300
2019,2019,0,Total,17297,4496,"Census Tract 44, Bronx County, NY",14000US36005004400
2019,2019,0,Total,21360,9874,"Census Tract 46, Bronx County, NY",14000US36005004600
2019,2019,0,Total,33403,11507,"Census Tract 48, Bronx County, NY",14000US36005004800
2019,2019,0,Total,27009,5002,"Census Tract 50.01, Bronx County, NY",14000US36005005001
2019,2019,0,Total,31795,5159,"Census Tract 50.02, Bronx County, NY",14000US36005005002
2019,2019,0,Total,19115,4154,"Census Tract 51, Bronx County, NY",14000US36005005100
2019,2019,0,Total,21140,5522,"Census Tract 52, Bronx County, NY",14000US36005005200
2019,2019,0,Total,16583,3673,"Census Tract 53, Bronx County, NY",14000US36005005300
2019,2019,0,Total,35189,5145,"Census Tract 54, Bronx County, NY",14000US36005005400
2019,2019,0,Total,27153,8749,"Census Tract 56, Bronx County, NY",14000US36005005600
2019,2019,0,Total,30844,5505,"Census Tract 59.02, Bronx County, NY",14000US36005005902
2019,2019,0,Total,34898,5954,"Census Tract 60, Bronx County, NY",14000US36005006000
2019,2019,0,Total,45361,3720,"Census Tract 61, Bronx County, NY",14000US36005006100
2019,2019,0,Total,25206,6611,"Census Tract 62, Bronx County, NY",14000US36005006200
2019,2019,0,Total,37306,7217,"Census Tract 63, Bronx County, NY",14000US36005006300
2019,2019,0,Total,38415,7164,"Census Tract 64, Bronx County, NY",14000US36005006400
2019,2019,0,Total,25467,5352,"Census Tract 65, Bronx County, NY",14000US36005006500
2019,2019,0,Total,19813,7803,"Census Tract 67, Bronx County, NY",14000US36005006700
2019,2019,0,Total,54395,9638,"Census Tract 68, Bronx County, NY",14000US36005006800
2019,2019,0,Total,37590,11520,"Census Tract 69, Bronx County, NY",14000US36005006900
2019,2019,0,Total,50500,19433,"Census Tract 70, Bronx County, NY",14000US36005007000
2019,2019,0,Total,42292,8157,"Census Tract 71, Bronx County, NY",14000US36005007100
2019,2019,0,Total,43197,11922,"Census Tract 72, Bronx County, NY",14000US36005007200
2019,2019,0,Total,22344,6194,"Census Tract 73, Bronx County, NY",14000US36005007300
2019,2019,0,Total,39537,13570,"Census Tract 74, Bronx County, NY",14000US36005007400
2019,2019,0,Total,30706,7264,"Census Tract 75, Bronx County, NY",14000US36005007500
2019,2019,0,Total,46176,9176,"Census Tract 76, Bronx County, NY",14000US36005007600
2019,2019,0,Total,38417,7949,"Census Tract 77, Bronx County, NY",14000US36005007700
2019,2019,0,Total,52360,13613,"Census Tract 78, Bronx County, NY",14000US36005007800
2019,2019,0,Total,26307,10488,"Census Tract 79, Bronx County, NY",14000US36005007900
2019,2019,0,Total,32167,7739,"Census Tract 83, Bronx County, NY",14000US36005008300
2019,2019,0,Total,85750,3282,"Census Tract 84, Bronx County, NY",14000US36005008400
2019,2019,0,Total,31370,2847,"Census Tract 85, Bronx County, NY",14000US36005008500
2019,2019,0,Total,21848,6207,"Census Tract 86, Bronx County, NY",14000US36005008600
2019,2019,0,Total,23967,8741,"Census Tract 87, Bronx County, NY",14000US36005008700
2019,2019,0,Total,28642,10783,"Census Tract 89, Bronx County, NY",14000US36005008900
2019,2019,0,Total,24487,5277,"Census Tract 90, Bronx County, NY",14000US36005009000
2019,2019,0,Total,50176,9847,"Census Tract 92, Bronx County, NY",14000US36005009200
2019,2019,0,Total,32852,9739,"Census Tract 93, Bronx County, NY",14000US36005009300
2019,2019,0,Total,50809,10466,"Census Tract 96, Bronx County, NY",14000US36005009600
2019,2019,0,Total,68487,15886,"Census Tract 98, Bronx County, NY",14000US36005009800
2019,2019,0,Total,17656,6387,"Census Tract 115.02, Bronx County, NY",14000US36005011502
2019,2019,0,Total,21595,7938,"Census Tract 117, Bronx County, NY",14000US36005011700
2019,2019,0,Total,86250,18328,"Census Tract 118, Bronx County, NY",14000US36005011800
2019,2019,0,Total,28988,4139,"Census Tract 119, Bronx County, NY",14000US36005011900
2019,2019,0,Total,39514,6713,"Census Tract 121.01, Bronx County, NY",14000US36005012101
2019,2019,0,Total,23244,5917,"Census Tract 121.02, Bronx County, NY",14000US36005012102
2019,2019,0,Total,31519,4587,"Census Tract 123, Bronx County, NY",14000US36005012300
2019,2019,0,Total,34903,4887,"Census Tract 125, Bronx County, NY",14000US36005012500
2019,2019,0,Total,31212,4127,"Census Tract 127.01, Bronx County, NY",14000US36005012701
2019,2019,0,Total,25633,2899,"Census Tract 129.01, Bronx County, NY",14000US36005012901
2019,2019,0,Total,106346,30901,"Census Tract 130, Bronx County, NY",14000US36005013000
2019,2019,0,Total,26750,3669,"Census Tract 131, Bronx County, NY",14000US36005013100
2019,2019,0,Total,118211,19040,"Census Tract 132, Bronx County, NY",14000US36005013200
2019,2019,0,Total,23484,5069,"Census Tract 133, Bronx County, NY",14000US36005013300
2019,2019,0,Total,24392,6244,"Census Tract 135, Bronx County, NY",14000US36005013500
2019,2019,0,Total,67705,14571,"Census Tract 138, Bronx County, NY",14000US36005013800
2019,2019,0,Total,31205,1735,"Census Tract 141, Bronx County, NY",14000US36005014100
2019,2019,0,Total,17204,6264,"Census Tract 143, Bronx County, NY",14000US36005014300
2019,2019,0,Total,22095,7759,"Census Tract 144, Bronx County, NY",14000US36005014400
2019,2019,0,Total,30676,5721,"Census Tract 145, Bronx County, NY",14000US36005014500
2019,2019,0,Total,17013,4964,"Census Tract 147.01, Bronx County, NY",14000US36005014701
2019,2019,0,Total,22237,10440,"Census Tract 147.02, Bronx County, NY",14000US36005014702
2019,2019,0,Total,29079,9093,"Census Tract 149, Bronx County, NY",14000US36005014900
2019,2019,0,Total,29276,7986,"Census Tract 151, Bronx County, NY",14000US36005015100
2019,2019,0,Total,73929,10705,"Census Tract 152, Bronx County, NY",14000US36005015200
2019,2019,0,Total,24438,12280,"Census Tract 153, Bronx County, NY",14000US36005015300
2019,2019,0,Total,22067,3487,"Census Tract 155, Bronx County, NY",14000US36005015500
2019,2019,0,Total,33468,6925,"Census Tract 157, Bronx County, NY",14000US36005015700
2019,2019,0,Total,55700,8417,"Census Tract 158, Bronx County, NY",14000US36005015800
2019,2019,0,Total,16400,7552,"Census Tract 159, Bronx County, NY",14000US36005015900
2019,2019,0,Total,79756,9452,"Census Tract 160, Bronx County, NY",14000US36005016000
2019,2019,0,Total,17960,4169,"Census Tract 161, Bronx County, NY",14000US36005016100
2019,2019,0,Total,81210,14296,"Census Tract 162, Bronx County, NY",14000US36005016200
2019,2019,0,Total,80000,18341,"Census Tract 164, Bronx County, NY",14000US36005016400
2019,2019,0,Total,26739,3994,"Census Tract 165, Bronx County, NY",14000US36005016500
2019,2019,0,Total,78333,28533,"Census Tract 166, Bronx County, NY",14000US36005016600
2019,2019,0,Total,31600,4185,"Census Tract 167, Bronx County, NY",14000US36005016700
2019,2019,0,Total,30221,5417,"Census Tract 169, Bronx County, NY",14000US36005016900
2019,2019,0,Total,20662,4854,"Census Tract 173, Bronx County, NY",14000US36005017300
2019,2019,0,Total,26630,4138,"Census Tract 175, Bronx County, NY",14000US36005017500
2019,2019,0,Total,28750,11486,"Census Tract 177.01, Bronx County, NY",14000US36005017701
2019,2019,0,Total,34567,16258,"Census Tract 177.02, Bronx County, NY",14000US36005017702
2019,2019,0,Total,39036,25803,"Census Tract 179.01, Bronx County, NY",14000US36005017901
2019,2019,0,Total,37250,17137,"Census Tract 179.02, Bronx County, NY",14000US36005017902
2019,2019,0,Total,31602,4719,"Census Tract 181.02, Bronx County, NY",14000US36005018102
2019,2019,0,Total,37105,10762,"Census Tract 183.01, Bronx County, NY",14000US36005018301
2019,2019,0,Total,41894,5957,"Census Tract 183.02, Bronx County, NY",14000US36005018302
2019,2019,0,Total,79191,15127,"Census Tract 184, Bronx County, NY",14000US36005018400
2019,2019,0,Total,25808,9175,"Census Tract 185, Bronx County, NY",14000US36005018500
2019,2019,0,Total,27339,5355,"Census Tract 189, Bronx County, NY",14000US36005018900
2019,2019,0,Total,23927,4995,"Census Tract 193, Bronx County, NY",14000US36005019300
2019,2019,0,Total,54167,9760,"Census Tract 194, Bronx County, NY",14000US36005019400
2019,2019,0,Total,27227,3483,"Census Tract 195, Bronx County, NY",14000US36005019500
2019,2019,0,Total,35100,7382,"Census Tract 197, Bronx County, NY",14000US36005019700
2019,2019,0,Total,42569,9611,"Census Tract 199, Bronx County, NY",14000US36005019900
2019,2019,0,Total,40184,8475,"Census Tract 200, Bronx County, NY",14000US36005020000
2019,2019,0,Total,34038,5290,"Census Tract 201, Bronx County, NY",14000US36005020100
2019,2019,0,Total,39306,7867,"Census Tract 202, Bronx County, NY",14000US36005020200
2019,2019,0,Total,51199,12273,"Census Tract 204, Bronx County, NY",14000US36005020400
2019,2019,0,Total,17601,4512,"Census Tract 205.01, Bronx County, NY",14000US36005020501
2019,2019,0,Total,18919,4730,"Census Tract 205.02, Bronx County, NY",14000US36005020502
2019,2019,0,Total,48367,24015,"Census Tract 206.01, Bronx County, NY",14000US36005020601
2019,2019,0,Total,31190,9003,"Census Tract 209, Bronx County, NY",14000US36005020900
2019,2019,0,Total,54076,5840,"Census Tract 210.01, Bronx County, NY",14000US36005021001
2019,2019,0,Total,55961,6528,"Census Tract 210.02, Bronx County, NY",14000US36005021002
2019,2019,0,Total,30092,2594,"Census Tract 211, Bronx County, NY",14000US36005021100
2019,2019,0,Total,57500,9019,"Census Tract 212, Bronx County, NY",14000US36005021200
2019,2019,0,Total,25509,9308,"Census Tract 213.01, Bronx County, NY",14000US36005021301
2019,2019,0,Total,25512,6532,"Census Tract 213.02, Bronx County, NY",14000US36005021302
2019,2019,0,Total,33750,10510,"Census Tract 215.01, Bronx County, NY",14000US36005021501
2019,2019,0,Total,25238,4288,"Census Tract 215.02, Bronx County, NY",14000US36005021502
2019,2019,0,Total,34510,6278,"Census Tract 216.01, Bronx County, NY",14000US36005021601
2019,2019,0,Total,55354,7394,"Census Tract 216.02, Bronx County, NY",14000US36005021602
2019,2019,0,Total,36420,12332,"Census Tract 217, Bronx County, NY",14000US36005021700
2019,2019,0,Total,47581,13801,"Census Tract 218, Bronx County, NY",14000US36005021800
2019,2019,0,Total,26316,17628,"Census Tract 219, Bronx County, NY",14000US36005021900
2019,2019,0,Total,35781,13545,"Census Tract 220, Bronx County, NY",14000US36005022000
2019,2019,0,Total,32600,9930,"Census Tract 221.01, Bronx County, NY",14000US36005022101
2019,2019,0,Total,32792,5698,"Census Tract 221.02, Bronx County, NY",14000US36005022102
2019,2019,0,Total,51064,5951,"Census Tract 222, Bronx County, NY",14000US36005022200
2019,2019,0,Total,26761,3568,"Census Tract 223, Bronx County, NY",14000US36005022300
2019,2019,0,Total,55909,16699,"Census Tract 224.01, Bronx County, NY",14000US36005022401
2019,2019,0,Total,51767,7759,"Census Tract 224.03, Bronx County, NY",14000US36005022403
2019,2019,0,Total,53346,6188,"Census Tract 224.04, Bronx County, NY",14000US36005022404
2019,2019,0,Total,38489,6865,"Census Tract 225, Bronx County, NY",14000US36005022500
2019,2019,0,Total,34159,7747,"Census Tract 227.01, Bronx County, NY",14000US36005022701
2019,2019,0,Total,26554,10456,"Census Tract 227.02, Bronx County, NY",14000US36005022702
2019,2019,0,Total,60938,25948,"Census Tract 227.03, Bronx County, NY",14000US36005022703
2019,2019,0,Total,58431,8014,"Census Tract 228, Bronx County, NY",14000US36005022800
2019,2019,0,Total,35461,11701,"Census Tract 229.01, Bronx County, NY",14000US36005022901
2019,2019,0,Total,34167,14600,"Census Tract 229.02, Bronx County, NY",14000US36005022902
2019,2019,0,Total,38958,14049,"Census Tract 230, Bronx County, NY",14000US36005023000
2019,2019,0,Total,29263,6981,"Census Tract 231, Bronx County, NY",14000US36005023100
2019,2019,0,Total,56528,9131,"Census Tract 232, Bronx County, NY",14000US36005023200
2019,2019,0,Total,30861,7745,"Census Tract 233.01, Bronx County, NY",14000US36005023301
2019,2019,0,Total,42500,11452,"Census Tract 233.02, Bronx County, NY",14000US36005023302
2019,2019,0,Total,34591,14318,"Census Tract 235.01, Bronx County, NY",14000US36005023501
2019,2019,0,Total,29342,11136,"Census Tract 235.02, Bronx County, NY",14000US36005023502
2019,2019,0,Total,38021,20769,"Census Tract 236, Bronx County, NY",14000US36005023600
2019,2019,0,Total,37734,14978,"Census Tract 237.02, Bronx County, NY",14000US36005023702
2019,2019,0,Total,30109,12169,"Census Tract 237.03, Bronx County, NY",14000US36005023703
2019,2019,0,Total,20679,5247,"Census Tract 237.04, Bronx County, NY",14000US36005023704
2019,2019,0,Total,52599,6874,"Census Tract 238, Bronx County, NY",14000US36005023800
2019,2019,0,Total,27615,16189,"Census Tract 239, Bronx County, NY",14000US36005023900
2019,2019,0,Total,39688,24334,"Census Tract 240, Bronx County, NY",14000US36005024000
2019,2019,0,Total,41322,3730,"Census Tract 241, Bronx County, NY",14000US36005024100
2019,2019,0,Total,25088,4089,"Census Tract 243, Bronx County, NY",14000US36005024300
2019,2019,0,Total,60709,8545,"Census Tract 244, Bronx County, NY",14000US36005024400
2019,2019,0,Total,24146,7255,"Census Tract 245.01, Bronx County, NY",14000US36005024501
2019,2019,0,Total,29835,12816,"Census Tract 245.02, Bronx County, NY",14000US36005024502
2019,2019,0,Total,65473,9169,"Census Tract 246, Bronx County, NY",14000US36005024600
2019,2019,0,Total,49107,11925,"Census Tract 247, Bronx County, NY",14000US36005024700
2019,2019,0,Total,69786,13016,"Census Tract 248, Bronx County, NY",14000US36005024800
2019,2019,0,Total,85868,9204,"Census Tract 250, Bronx County, NY",14000US36005025000
2019,2019,0,Total,36830,7544,"Census Tract 251, Bronx County, NY",14000US36005025100
2019,2019,0,Total,77500,26442,"Census Tract 252, Bronx County, NY",14000US36005025200
2019,2019,0,Total,36481,9334,"Census Tract 253, Bronx County, NY",14000US36005025300
2019,2019,0,Total,52853,6215,"Census Tract 254, Bronx County, NY",14000US36005025400
2019,2019,0,Total,35466,20750,"Census Tract 255, Bronx County, NY",14000US36005025500
2019,2019,0,Total,52700,11372,"Census Tract 256, Bronx County, NY",14000US36005025600
2019,2019,0,Total,52926,9590,"Census Tract 257, Bronx County, NY",14000US36005025700
2019,2019,0,Total,76272,4171,"Census Tract 261, Bronx County, NY",14000US36005026100
2019,2019,0,Total,19629,9682,"Census Tract 263, Bronx County, NY",14000US36005026300
2019,2019,0,Total,48832,6756,"Census Tract 264, Bronx County, NY",14000US36005026400
2019,2019,0,Total,41187,5429,"Census Tract 265, Bronx County, NY",14000US36005026500
2019,2019,0,Total,60357,11487,"Census Tract 266.01, Bronx County, NY",14000US36005026601
2019,2019,0,Total,64143,19097,"Census Tract 266.02, Bronx County, NY",14000US36005026602
2019,2019,0,Total,47656,15552,"Census Tract 267.01, Bronx County, NY",14000US36005026701
2019,2019,0,Total,35557,8878,"Census Tract 267.02, Bronx County, NY",14000US36005026702
2019,2019,0,Total,39167,5460,"Census Tract 269, Bronx County, NY",14000US36005026900
2019,2019,0,Total,44154,6488,"Census Tract 273, Bronx County, NY",14000US36005027300
2019,2019,0,Total,87500,12998,"Census Tract 274.01, Bronx County, NY",14000US36005027401
2019,2019,0,Total,88654,15650,"Census Tract 274.02, Bronx County, NY",14000US36005027402
2019,2019,0,Total,29621,7693,"Census Tract 277, Bronx County, NY",14000US36005027700
2019,2019,0,Total,56033,7917,"Census Tract 279, Bronx County, NY",14000US36005027900
2019,2019,0,Total,67933,11057,"Census Tract 281, Bronx County, NY",14000US36005028100
2019,2019,0,Total,26887,12351,"Census Tract 283, Bronx County, NY",14000US36005028300
2019,2019,0,Total,58467,5398,"Census Tract 285, Bronx County, NY",14000US36005028500
2019,2019,0,Total,85625,16715,"Census Tract 286, Bronx County, NY",14000US36005028600
2019,2019,0,Total,56518,16165,"Census Tract 287, Bronx County, NY",14000US36005028700
2019,2019,0,Total,74459,15192,"Census Tract 288, Bronx County, NY",14000US36005028800
2019,2019,0,Total,52754,6359,"Census Tract 289, Bronx County, NY",14000US36005028900
2019,2019,0,Total,103125,22107,"Census Tract 293.01, Bronx County, NY",14000US36005029301
2019,2019,0,Total,95239,12114,"Census Tract 293.02, Bronx County, NY",14000US36005029302
2019,2019,0,Total,95833,14136,"Census Tract 295, Bronx County, NY",14000US36005029500
2019,2019,0,Total,54250,10787,"Census Tract 296, Bronx County, NY",14000US36005029600
2019,2019,0,Total,91210,7657,"Census Tract 297, Bronx County, NY",14000US36005029700
2019,2019,0,Total,59899,11442,"Census Tract 300, Bronx County, NY",14000US36005030000
2019,2019,0,Total,84375,26103,"Census Tract 301, Bronx County, NY",14000US36005030100
2019,2019,0,Total,54087,7851,"Census Tract 302, Bronx County, NY",14000US36005030200
2019,2019,0,Total,121389,9650,"Census Tract 307.01, Bronx County, NY",14000US36005030701
2019,2019,0,Total,107768,27646,"Census Tract 309, Bronx County, NY",14000US36005030900
2019,2019,0,Total,87336,15158,"Census Tract 310, Bronx County, NY",14000US36005031000
2019,2019,0,Total,98250,18549,"Census Tract 312, Bronx County, NY",14000US36005031200
2019,2019,0,Total,92396,9880,"Census Tract 314, Bronx County, NY",14000US36005031400
2019,2019,0,Total,86048,28435,"Census Tract 316, Bronx County, NY",14000US36005031600
2019,2019,0,Total,86429,64449,"Census Tract 318, Bronx County, NY",14000US36005031800
2019,2019,0,Total,85448,12169,"Census Tract 323, Bronx County, NY",14000US36005032300
2019,2019,0,Total,19349,13465,"Census Tract 324, Bronx County, NY",14000US36005032400
2019,2019,0,Total,90656,18003,"Census Tract 326, Bronx County, NY",14000US36005032600
2019,2019,0,Total,29219,6879,"Census Tract 328, Bronx County, NY",14000US36005032800
2019,2019,0,Total,39836,3122,"Census Tract 330, Bronx County, NY",14000US36005033000
2019,2019,0,Total,47529,8668,"Census Tract 332.01, Bronx County, NY",14000US36005033201
2019,2019,0,Total,41969,11523,"Census Tract 332.02, Bronx County, NY",14000US36005033202
2019,2019,0,Total,96250,26969,"Census Tract 335, Bronx County, NY",14000US36005033500
2019,2019,0,Total,38387,6177,"Census Tract 336, Bronx County, NY",14000US36005033600
2019,2019,0,Total,97847,19027,"Census Tract 337, Bronx County, NY",14000US36005033700
2019,2019,0,Total,51204,10360,"Census Tract 338, Bronx County, NY",14000US36005033800
2019,2019,0,Total,52772,8620,"Census Tract 340, Bronx County, NY",14000US36005034000
2019,2019,0,Total,60893,17715,"Census Tract 342, Bronx County, NY",14000US36005034200
2019,2019,0,Total,78869,3255,"Census Tract 343, Bronx County, NY",14000US36005034300
2019,2019,0,Total,63017,13061,"Census Tract 344, Bronx County, NY",14000US36005034400
2019,2019,0,Total,74013,22480,"Census Tract 345, Bronx County, NY",14000US36005034500
2019,2019,0,Total,42813,14739,"Census Tract 348, Bronx County, NY",14000US36005034800
2019,2019,0,Total,74583,29076,"Census Tract 350, Bronx County, NY",14000US36005035000
2019,2019,0,Total,93750,11111,"Census Tract 351, Bronx County, NY",14000US36005035100
2019,2019,0,Total,73194,29803,"Census Tract 356, Bronx County, NY",14000US36005035600
2019,2019,0,Total,69766,9436,"Census Tract 358, Bronx County, NY",14000US36005035800
2019,2019,0,Total,23750,5852,"Census Tract 359, Bronx County, NY",14000US36005035900
2019,2019,0,Total,83043,15119,"Census Tract 360, Bronx County, NY",14000US36005036000
2019,2019,0,Total,21947,5219,"Census Tract 361, Bronx County, NY",14000US36005036100
2019,2019,0,Total,22226,3570,"Census Tract 363, Bronx County, NY",14000US36005036300
2019,2019,0,Total,69750,14242,"Census Tract 364, Bronx County, NY",14000US36005036400
2019,2019,0,Total,27304,5941,"Census Tract 365.01, Bronx County, NY",14000US36005036501
2019,2019,0,Total,31588,6016,"Census Tract 365.02, Bronx County, NY",14000US36005036502
2019,2019,0,Total,34500,7239,"Census Tract 367, Bronx County, NY",14000US36005036700
2019,2019,0,Total,50919,13783,"Census Tract 368, Bronx County, NY",14000US36005036800
2019,2019,0,Total,22273,6368,"Census Tract 369.01, Bronx County, NY",14000US36005036901
2019,2019,0,Total,16293,3616,"Census Tract 369.02, Bronx County, NY",14000US36005036902
2019,2019,0,Total,58636,13380,"Census Tract 370, Bronx County, NY",14000US36005037000
2019,2019,0,Total,22685,6096,"Census Tract 371, Bronx County, NY",14000US36005037100
2019,2019,0,Total,41346,11283,"Census Tract 372, Bronx County, NY",14000US36005037200
2019,2019,0,Total,28900,9761,"Census Tract 373, Bronx County, NY",14000US36005037300
2019,2019,0,Total,27695,8252,"Census Tract 374, Bronx County, NY",14000US36005037400
2019,2019,0,Total,20644,3574,"Census Tract 375.04, Bronx County, NY",14000US36005037504
2019,2019,0,Total,49237,14037,"Census Tract 376, Bronx County, NY",14000US36005037600
2019,2019,0,Total,41333,12305,"Census Tract 378, Bronx County, NY",14000US36005037800
2019,2019,0,Total,24183,8033,"Census Tract 379, Bronx County, NY",14000US36005037900
2019,2019,0,Total,37544,8058,"Census Tract 380, Bronx County, NY",14000US36005038000
2019,2019,0,Total,38905,4977,"Census Tract 381, Bronx County, NY",14000US36005038100
2019,2019,0,Total,46806,13730,"Census Tract 382, Bronx County, NY",14000US36005038200
2019,2019,0,Total,43155,7549,"Census Tract 383.01, Bronx County, NY",14000US36005038301
2019,2019,0,Total,20519,3893,"Census Tract 383.02, Bronx County, NY",14000US36005038302
2019,2019,0,Total,26509,6248,"Census Tract 385, Bronx County, NY",14000US36005038500
2019,2019,0,Total,51798,19240,"Census Tract 386, Bronx County, NY",14000US36005038600
2019,2019,0,Total,35970,8933,"Census Tract 387, Bronx County, NY",14000US36005038700
2019,2019,0,Total,63017,10475,"Census Tract 388, Bronx County, NY",14000US36005038800
2019,2019,0,Total,37028,6132,"Census Tract 389, Bronx County, NY",14000US36005038900
2019,2019,0,Total,45738,8471,"Census Tract 390, Bronx County, NY",14000US36005039000
2019,2019,0,Total,31985,11720,"Census Tract 391, Bronx County, NY",14000US36005039100
2019,2019,0,Total,50723,5764,"Census Tract 392, Bronx County, NY",14000US36005039200
2019,2019,0,Total,19808,3211,"Census Tract 393, Bronx County, NY",14000US36005039300
2019,2019,0,Total,48023,8783,"Census Tract 394, Bronx County, NY",14000US36005039400
2019,2019,0,Total,29000,9564,"Census Tract 395, Bronx County, NY",14000US36005039500
2019,2019,0,Total,44458,8473,"Census Tract 396, Bronx County, NY",14000US36005039600
2019,2019,0,Total,33854,12931,"Census Tract 397, Bronx County, NY",14000US36005039700
2019,2019,0,Total,80024,17531,"Census Tract 398, Bronx County, NY",14000US36005039800
2019,2019,0,Total,28049,6066,"Census Tract 399.01, Bronx County, NY",14000US36005039901
2019,2019,0,Total,36683,6565,"Census Tract 399.02, Bronx County, NY",14000US36005039902
2019,2019,0,Total,37012,6200,"Census Tract 401, Bronx County, NY",14000US36005040100
2019,2019,0,Total,37759,5814,"Census Tract 403.02, Bronx County, NY",14000US36005040302
2019,2019,0,Total,37043,3533,"Census Tract 403.03, Bronx County, NY",14000US36005040303
2019,2019,0,Total,25897,12404,"Census Tract 403.04, Bronx County, NY",14000US36005040304
2019,2019,0,Total,79442,15815,"Census Tract 404, Bronx County, NY",14000US36005040400
2019,2019,0,Total,37935,7409,"Census Tract 405.01, Bronx County, NY",14000US36005040501
2019,2019,0,Total,29670,7302,"Census Tract 405.02, Bronx County, NY",14000US36005040502
2019,2019,0,Total,49671,21346,"Census Tract 406, Bronx County, NY",14000US36005040600
2019,2019,0,Total,34695,9994,"Census Tract 407.01, Bronx County, NY",14000US36005040701
2019,2019,0,Total,37275,8405,"Census Tract 407.02, Bronx County, NY",14000US36005040702
2019,2019,0,Total,31110,7584,"Census Tract 408, Bronx County, NY",14000US36005040800
2019,2019,0,Total,52956,7753,"Census Tract 409, Bronx County, NY",14000US36005040900
2019,2019,0,Total,41587,8639,"Census Tract 411, Bronx County, NY",14000US36005041100
2019,2019,0,Total,53032,6453,"Census Tract 413, Bronx County, NY",14000US36005041300
2019,2019,0,Total,49545,11001,"Census Tract 414, Bronx County, NY",14000US36005041400
2019,2019,0,Total,43538,15240,"Census Tract 415, Bronx County, NY",14000US36005041500
2019,2019,0,Total,39712,13089,"Census Tract 418, Bronx County, NY",14000US36005041800
2019,2019,0,Total,35837,6651,"Census Tract 419, Bronx County, NY",14000US36005041900
2019,2019,0,Total,42689,9366,"Census Tract 420, Bronx County, NY",14000US36005042000
2019,2019,0,Total,38083,9266,"Census Tract 421, Bronx County, NY",14000US36005042100
2019,2019,0,Total,60500,18357,"Census Tract 422, Bronx County, NY",14000US36005042200
2019,2019,0,Total,38802,5542,"Census Tract 423, Bronx County, NY",14000US36005042300
2019,2019,0,Total,86422,10664,"Census Tract 424, Bronx County, NY",14000US36005042400
2019,2019,0,Total,31723,5544,"Census Tract 425, Bronx County, NY",14000US36005042500
2019,2019,0,Total,85023,14662,"Census Tract 426, Bronx County, NY",14000US36005042600
2019,2019,0,Total,82599,7363,"Census Tract 428, Bronx County, NY",14000US36005042800
2019,2019,0,Total,40024,16138,"Census Tract 429.01, Bronx County, NY",14000US36005042901
2019,2019,0,Total,35956,14706,"Census Tract 429.02, Bronx County, NY",14000US36005042902
2019,2019,0,Total,63324,19550,"Census Tract 430, Bronx County, NY",14000US36005043000
2019,2019,0,Total,35995,5558,"Census Tract 431, Bronx County, NY",14000US36005043100
2019,2019,0,Total,62000,18784,"Census Tract 434, Bronx County, NY",14000US36005043400
2019,2019,0,Total,27813,18637,"Census Tract 435, Bronx County, NY",14000US36005043500
2019,2019,0,Total,66250,22484,"Census Tract 436, Bronx County, NY",14000US36005043600
2019,2019,0,Total,55000,12555,"Census Tract 442, Bronx County, NY",14000US36005044200
2019,2019,0,Total,77740,9515,"Census Tract 444, Bronx County, NY",14000US36005044400
2019,2019,0,Total,96875,19783,"Census Tract 448, Bronx County, NY",14000US36005044800
2019,2019,0,Total,69200,13993,"Census Tract 449.01, Bronx County, NY",14000US36005044901
2019,2019,0,Total,80833,25067,"Census Tract 449.02, Bronx County, NY",14000US36005044902
2019,2019,0,Total,81094,16423,"Census Tract 451.01, Bronx County, NY",14000US36005045101
2019,2019,0,Total,75089,16401,"Census Tract 451.02, Bronx County, NY",14000US36005045102
2019,2019,0,Total,93472,25288,"Census Tract 456, Bronx County, NY",14000US36005045600
