UID,Borough,BreedName
36951,Brooklyn,Yorkshire Terrier
36952,Brooklyn,Chihuahua
36953,Manhattan,American Pit Bull Terrier/Pit Bull
36954,Manhattan,Chihuahua
36955,Manhattan,American Pit Bull Terrier/Pit Bull
36956,Brooklyn,Chihuahua
36957,Staten Island,"Schnauzer, Standard"
36958,Queens,Shiba Inu
36959,Bronx,Yorkshire Terrier
36960,Manhattan,American Pit Bull Terrier/Pit Bull
36961,Manhattan,Unknown
36962,Staten Island,Maltese
36963,Queens,Unknown
36964,Brooklyn,Maltese
36965,Brooklyn,Yorkshire Terrier
36966,Brooklyn,Cocker Spaniel
36967,Brooklyn,Unknown
36968,Queens,"Poodle, Toy"
36969,Manhattan,Havanese
36970,Queens,Unknown
36971,Brooklyn,American Pit Bull Terrier/Pit Bull
36972,Bronx,Chihuahua
36973,Queens,Cairn Terrier
36974,Brooklyn,German Shepherd Crossbreed
36975,Manhattan,Unknown
36976,Queens,Tibetan Spaniel
36977,Queens,"Poodle, Miniature"
36978,Staten Island,Shih Tzu
36979,Manhattan,Rottweiler
36980,Manhattan,Siberian Husky
36981,Queens,Dachshund Smooth Coat
36982,Queens,Jack Russell Terrier
36983,Staten Island,Shiba Inu
36984,Queens,Labrador Retriever Crossbreed
36985,Queens,Labrador Retriever
36986,Brooklyn,Dachshund Smooth Coat Miniature
36987,Bronx,Goldendoodle
36988,Queens,Poodle Crossbreed
36989,Staten Island,Bassett Hound
36990,Bronx,Chihuahua
36991,Manhattan,Labrador Retriever
36992,Manhattan,Morkie
36993,Queens,American Pit Bull Terrier/Pit Bull
36994,Manhattan,Labrador Retriever
36995,Manhattan,American Pit Bull Terrier/Pit Bull
36996,Manhattan,Siberian Husky
36997,Manhattan,Puggle
36998,Queens,Pointer
36999,Manhattan,"Poodle, Toy"
37000,Brooklyn,Chihuahua
37001,Manhattan,German Shepherd Dog
37002,Manhattan,Unknown
37003,Queens,Doberman Pinscher
37004,Staten Island,West High White Terrier
37005,Bronx,Chihuahua
37006,Manhattan,Boston Terrier
37007,Manhattan,Unknown
37009,Manhattan,"Poodle, Standard"
37010,Manhattan,"Mastiff, Bull"
37011,Manhattan,"Bull Dog, French"
37012,Brooklyn,Newfoundland
37013,Brooklyn,Chihuahua
37014,Bronx,Unknown
37015,Brooklyn,Maltese
37016,Brooklyn,Unknown
37017,Manhattan,Miniature Schnauzer
37018,Queens,Dachshund Smooth Coat Miniature
37019,Manhattan,Unknown
37020,Queens,American Pit Bull Terrier/Pit Bull
37021,Staten Island,Pekingese
37022,Brooklyn,Unknown
37023,Brooklyn,American Pit Bull Terrier/Pit Bull
37024,Brooklyn,American Pit Bull Terrier/Pit Bull
37025,Queens,Unknown
37026,Manhattan,Havanese
37027,Queens,Unknown
37028,Manhattan,Australian Cattledog
37029,Staten Island,American Pit Bull Terrier/Pit Bull
37030,Staten Island,American Pit Bull Terrier/Pit Bull
37031,Bronx,Chihuahua
37032,Brooklyn,Labrador Retriever Crossbreed
37033,Bronx,Shih Tzu
37034,Queens,Rat Terrier
37035,Manhattan,Unknown
37036,Queens,Unknown
37037,Queens,Unknown
37038,Queens,Great Dane
37039,Brooklyn,German Shepherd Dog
37040,Staten Island,American Pit Bull Mix / Pit Bull Mix
37041,Manhattan,Unknown
37042,Manhattan,Pug
37043,Manhattan,Yorkshire Terrier
37044,Staten Island,Unknown
37045,Brooklyn,Pomeranian
37046,Brooklyn,American Pit Bull Mix / Pit Bull Mix
37047,Bronx,Schnauzer Crossbreed
37049,Brooklyn,Yorkshire Terrier
37050,Bronx,Yorkshire Terrier
37051,Manhattan,Beagle
37052,Manhattan,American Pit Bull Terrier/Pit Bull
37053,Manhattan,Unknown
37054,Manhattan,Shih Tzu
37055,Manhattan,Unknown
37056,Staten Island,Pekingese
37057,Queens,Maltese
37058,Brooklyn,Unknown
37059,Manhattan,Norfolk Terrier
37060,Brooklyn,American Pit Bull Terrier/Pit Bull
37061,Queens,Rottweiler
37062,Bronx,Chihuahua
37063,Queens,Beagle Crossbreed
37064,Manhattan,Siberian Husky
37065,Manhattan,Yorkshire Terrier
37066,Manhattan,Pomeranian
37067,Brooklyn,Norwich Terrier
37068,Manhattan,Labrador Retriever
37069,Brooklyn,Unknown
37070,Queens,American Pit Bull Terrier/Pit Bull
37071,Bronx,"Poodle, Standard"
37072,Brooklyn,Shih Tzu
37073,Brooklyn,Maltipoo
37074,Queens,German Shepherd Dog
37075,Manhattan,Labrador Retriever
37076,Staten Island,Lhasa Apso
37077,Brooklyn,Unknown
37078,Manhattan,Dachshund Smooth Coat Miniature
37079,Brooklyn,American Pit Bull Terrier/Pit Bull
37080,Queens,Keeshond
37081,Queens,Unknown
37082,Queens,Chihuahua
37083,Manhattan,"Poodle, Miniature"
37084,Staten Island,Labrador Retriever
37085,Staten Island,Pomeranian
37086,Brooklyn,Beagle
37087,Brooklyn,Unknown
37088,Manhattan,Unknown
37089,Manhattan,Yorkshire Terrier
37090,Staten Island,Shih Tzu
37091,Queens,Chihuahua
37092,Brooklyn,Australian Shepherd
37093,Manhattan,Chihuahua Crossbreed
37094,Bronx,"Poodle, Miniature"
37095,Bronx,American Pit Bull Mix / Pit Bull Mix
37096,Manhattan,Unknown
37097,Manhattan,Unknown
37098,Manhattan,"Poodle, Miniature"
37099,Manhattan,"Dachshund, Long Haired"
37100,Brooklyn,Unknown
37101,Bronx,Shih Tzu
37102,Brooklyn,Dachshund Smooth Coat
37103,Brooklyn,Beagle
37104,Manhattan,Great Dane
37105,Bronx,Yorkshire Terrier
37106,Staten Island,"Poodle, Miniature"
37107,Queens,Unknown
37108,Manhattan,Irish Setter
37109,Manhattan,"Poodle, Miniature"
37110,Brooklyn,Chihuahua
37111,Manhattan,Unknown
37112,Queens,Pug
37113,Manhattan,Bichon Frise
37114,Staten Island,Golden Retriever
37115,Staten Island,Pomeranian
37116,Brooklyn,Bichon Frise
37117,Bronx,Siberian Husky
37118,Manhattan,Shih Tzu
37119,Queens,Yorkshire Terrier
37120,Manhattan,"Poodle, Toy"
37121,Manhattan,Chihuahua
37122,Manhattan,Japanese Chin/Spaniel
37123,Bronx,Havanese
37124,Queens,"Schnauzer, Miniature"
37125,Queens,Unknown
37126,Brooklyn,American Pit Bull Mix / Pit Bull Mix
37127,Brooklyn,Rottweiler
37128,Manhattan,Akita
37129,Queens,Yorkshire Terrier
37130,Brooklyn,Maltese
37131,Bronx,Yorkshire Terrier
37132,Staten Island,Unknown
37133,Manhattan,Basenji
37134,Manhattan,Unknown
37135,Manhattan,Yorkshire Terrier
37136,Manhattan,Unknown
37137,Manhattan,Beagle
37138,Staten Island,Shih Tzu
37139,Manhattan,American Pit Bull Terrier/Pit Bull
37140,Manhattan,American Pit Bull Terrier/Pit Bull
37141,Queens,Miniature Pinscher
37142,Bronx,"Poodle, Miniature"
37143,Manhattan,Shiba Inu
37144,Manhattan,"Poodle, Toy"
37145,Brooklyn,Cocker Spaniel
37146,Brooklyn,Beagle
37147,Manhattan,"Poodle, Standard"
37148,Brooklyn,Pembroke Welsh Corgi
37149,Queens,Pug
37150,Brooklyn,Pug
37151,Staten Island,Silky Terrier
37152,Manhattan,Unknown
37153,Queens,Poodle Crossbreed
37155,Bronx,German Shorthaired Pointer
37156,Bronx,American Pit Bull Mix / Pit Bull Mix
37157,Manhattan,Shih Tzu
37158,Queens,Chihuahua
37159,Manhattan,Labrador Retriever Crossbreed
37162,Queens,"Schnauzer, Standard"
37163,Bronx,"Bull Dog, English"
37164,Brooklyn,Chihuahua
37165,Bronx,American Staffordshire Terrier 
37166,Manhattan,Unknown
37167,Queens,Unknown
37168,Bronx,Poodle Crossbreed
37169,Brooklyn,American Pit Bull Terrier/Pit Bull
37170,Brooklyn,American Pit Bull Mix / Pit Bull Mix
37171,Manhattan,Poodle Crossbreed
37172,Queens,Unknown
37173,Staten Island,American Pit Bull Terrier/Pit Bull
37174,Brooklyn,Unknown
37175,Brooklyn,Bichon Frise
37176,Staten Island,Lhasa Apso
37177,Bronx,"Poodle, Miniature"
37178,Queens,Unknown
37179,Queens,West High White Terrier
37180,Staten Island,Boxer
37181,Brooklyn,Jack Russell Terrier
37182,Staten Island,Labrador Retriever
37183,Manhattan,"Poodle, Miniature"
37184,Queens,Shih Tzu
37185,Manhattan,Yorkshire Terrier
37186,Manhattan,Shih Tzu
37187,Queens,American Pit Bull Mix / Pit Bull Mix
37188,Manhattan,Yorkshire Terrier
37189,Brooklyn,"Collie, Border"
37190,Bronx,Unknown
37191,Queens,Unknown
37192,Queens,"Poodle, Toy"
37193,Manhattan,German Shorthaired Pointer
37194,Queens,Yorkshire Terrier
37195,Manhattan,"Dachshund, Wirehaired"
37196,Queens,German Shepherd Dog
37197,Queens,Chihuahua
37198,Staten Island,Unknown
37199,Bronx,Chihuahua
37200,Brooklyn,Unknown
37201,Queens,Cavalier King Charles Spaniel
37202,Manhattan,Yorkshire Terrier
37203,Staten Island,Rottweiler
37204,Bronx,Labrador Retriever
37205,Bronx,Boxer
37206,Manhattan,"Poodle, Standard"
37207,Manhattan,Scottish Terrier
37208,Queens,Shih Tzu
37209,Manhattan,"Bull Dog, French"
37210,Queens,Unknown
37211,Brooklyn,"Poodle, Toy"
37212,Manhattan,Unknown
37213,Bronx,Bichon Frise
37214,Bronx,Jack Russell Terrier
37215,Manhattan,Terrier mix
37216,Staten Island,Unknown
37217,Staten Island,Unknown
37218,Brooklyn,Unknown
37219,Queens,Pug
37220,Queens,Siberian Husky
37221,Brooklyn,Unknown
37222,Brooklyn,Unknown
37223,Brooklyn,Golden Retriever
37224,Manhattan,American Pit Bull Terrier/Pit Bull
37225,Manhattan,Labradoodle
37226,Staten Island,Greyhound
37227,Manhattan,Chihuahua
37228,Brooklyn,Chihuahua
37229,Queens,"Poodle, Miniature"
37230,Brooklyn,Unknown
37231,Queens,Cairn Terrier
37232,Brooklyn,Shih Tzu
37233,Manhattan,American Pit Bull Terrier/Pit Bull
37234,Brooklyn,Cane Corso
37235,Staten Island,Golden Retriever
37236,Brooklyn,Yorkshire Terrier
37237,Staten Island,Wheaton Terrier
37238,Staten Island,Shetland Sheepdog
37239,Manhattan,Boston Terrier
37240,Manhattan,Unknown
37241,Brooklyn,Unknown
37242,Brooklyn,Maltese
37243,Brooklyn,"Poodle, Standard"
37244,Manhattan,Yorkshire Terrier
37245,Bronx,German Shepherd Dog
37247,Manhattan,Pomeranian
37248,Queens,Unknown
37249,Staten Island,"Welsh Corgi, Pembroke"
37250,Manhattan,Golden Retriever
37251,Brooklyn,Unknown
37252,Staten Island,Bichon Frise
37253,Brooklyn,American Staffordshire Terrier 
37254,Queens,Labrador Retriever
37255,Bronx,Shih Tzu
37256,Manhattan,Unknown
37257,Manhattan,Shih Tzu
37258,Manhattan,Shih Tzu
37259,Brooklyn,Doberman Pinscher
37260,Manhattan,American Pit Bull Terrier/Pit Bull
37261,Queens,Maltese
37262,Queens,Cocker Spaniel
37263,Manhattan,Morkie
37264,Brooklyn,Unknown
37265,Manhattan,Unknown
37266,Manhattan,Unknown
37267,Bronx,American Staffordshire Terrier 
37268,Manhattan,Unknown
37269,Manhattan,Unknown
37270,Queens,Miniature Pinscher
37271,Bronx,American Pit Bull Terrier/Pit Bull
37272,Staten Island,Labrador Retriever Crossbreed
37273,Manhattan,Shih Tzu
37274,Queens,Boxer
37275,Staten Island,"Poodle, Standard"
37276,Queens,Boxer
37277,Queens,Greyhound
37278,Manhattan,Shih Tzu
37280,Queens,"Poodle, Standard"
37281,Queens,American Pit Bull Terrier/Pit Bull
37282,Manhattan,Unknown
37283,Manhattan,"Poodle, Miniature"
37284,Manhattan,Yorkshire Terrier
37285,Queens,Unknown
37287,Queens,Unknown
37288,Manhattan,Standard Schnauzer
37289,Queens,American Eskimo dog
37290,Queens,Labrador Retriever
37291,Manhattan,Cocker Spaniel
37292,Queens,Unknown
37293,Manhattan,Miniature Pinscher
37294,Queens,Beagle
37295,Brooklyn,Golden Retriever
37296,Manhattan,Cocker Spaniel
37297,Bronx,Labrador Retriever Crossbreed
37298,Manhattan,Chihuahua
37299,Bronx,Unknown
37300,Brooklyn,German Shepherd Dog
37301,Bronx,Shih Tzu
37302,Manhattan,Havanese
37303,Staten Island,Labrador Retriever
37304,Staten Island,Unknown
37305,Manhattan,Pug
37306,Manhattan,Unknown
37307,Brooklyn,Unknown
37308,Queens,Maltese
37309,Brooklyn,"Welsh Corgi, Pembroke"
37310,Manhattan,American Pit Bull Terrier/Pit Bull
37311,Manhattan,Chihuahua
37312,Brooklyn,Cocker Spaniel
37313,Queens,Beagle
37314,Brooklyn,Pug
37315,Brooklyn,American Pit Bull Terrier/Pit Bull
37316,Queens,Dachshund Smooth Coat
37317,Queens,Pug
37318,Manhattan,Unknown
37319,Queens,Unknown
37320,Bronx,Maltese
37321,Manhattan,Boxer
37322,Queens,Maltese
37323,Queens,Unknown
37324,Manhattan,Unknown
37325,Manhattan,Shih Tzu
37326,Manhattan,Unknown
37327,Staten Island,Doberman Pinscher
37328,Bronx,Maltese
37329,Manhattan,Maltese
37330,Queens,Shih Tzu
37331,Bronx,American Pit Bull Terrier/Pit Bull
37332,Staten Island,Beagle
37333,Queens,American Pit Bull Mix / Pit Bull Mix
37334,Brooklyn,Maltese
37335,Queens,Unknown
37336,Queens,Unknown
37337,Staten Island,Maltese
37338,Queens,American Pit Bull Terrier/Pit Bull
37339,Manhattan,"Schnauzer, Miniature"
37340,Queens,German Shepherd Crossbreed
37341,Brooklyn,Unknown
37342,Queens,German Shepherd Crossbreed
37343,Staten Island,American Eskimo dog
37344,Brooklyn,Unknown
37345,Manhattan,Samoyed
37346,Manhattan,Doberman Pinscher
37347,Manhattan,Yorkshire Terrier
37348,Queens,Golden Retriever
37349,Manhattan,Shih Tzu
37350,Manhattan,Yorkshire Terrier
37351,Queens,Unknown
37352,Brooklyn,Jack Russell Terrier
37353,Manhattan,"Poodle, Miniature"
37354,Bronx,Unknown
37355,Manhattan,Chihuahua
37356,Manhattan,American Eskimo dog
37357,Manhattan,German Shepherd Dog
37358,Manhattan,Golden Retriever
37359,Brooklyn,Chihuahua
37360,Bronx,Lhasa Apso
37361,Queens,American Pit Bull Terrier/Pit Bull
37362,Manhattan,Papillon
37363,Brooklyn,Beagle
37364,Brooklyn,"Poodle, Standard"
37365,Staten Island,Unknown
37366,Manhattan,Yorkshire Terrier
37367,Staten Island,Unknown
37368,Queens,Unknown
37369,Queens,"Poodle, Standard"
37370,Manhattan,"Bull Dog, English"
37371,Manhattan,Dachshund
37372,Manhattan,Yorkshire Terrier
37373,Manhattan,Lhasa Apso
37374,Manhattan,Unknown
37375,Queens,Yorkshire Terrier
37376,Manhattan,Chihuahua Crossbreed
37377,Brooklyn,Unknown
37378,Manhattan,Labrador Retriever Crossbreed
37379,Queens,Unknown
37380,Manhattan,Shih Tzu
37381,Manhattan,Shih Tzu Crossbreed
37382,Queens,Maltese
37383,Manhattan,American Eskimo dog
37384,Manhattan,Maltese
37385,Brooklyn,Dachshund Smooth Coat Miniature
37386,Bronx,Unknown
37387,Brooklyn,Chihuahua
37388,Queens,Golden Retriever
37389,Queens,Siberian Husky
37392,Manhattan,Shih Tzu
37393,Manhattan,"Poodle, Standard"
37396,Manhattan,Coton de Tulear
37397,Brooklyn,Chihuahua
37398,Manhattan,Silky Terrier
37399,Bronx,Labrador Retriever
37400,Brooklyn,Chihuahua
37401,Brooklyn,American Pit Bull Mix / Pit Bull Mix
37402,Bronx,Irish Terrier
37403,Manhattan,Boston Terrier
37404,Manhattan,Unknown
37405,Queens,"Collie, Smooth Coat"
37406,Bronx,Unknown
37407,Queens,Beagle Crossbreed
37408,Brooklyn,Pug
37409,Bronx,Yorkshire Terrier
37410,Queens,Akita
37411,Queens,Dachshund Smooth Coat
37412,Brooklyn,Wirehaired Pointing Griffon
37415,Brooklyn,Unknown
37420,Queens,Yorkshire Terrier Crossbreed
37421,Queens,Shih Tzu
37422,Brooklyn,Shih Tzu Crossbreed
37423,Queens,German Shepherd Dog
37424,Bronx,"Poodle, Toy"
37425,Queens,Maltese
37426,Brooklyn,German Shepherd Crossbreed
37427,Staten Island,American Pit Bull Terrier/Pit Bull
37428,Manhattan,Unknown
37429,Brooklyn,Chihuahua
37430,Manhattan,Unknown
37431,Brooklyn,Yorkshire Terrier
37432,Queens,Unknown
37433,Brooklyn,Unknown
37434,Manhattan,Beagle
37435,Manhattan,Unknown
37436,Manhattan,Jack Russell Terrier
37437,Brooklyn,Yorkshire Terrier
37438,Queens,Shih Tzu Crossbreed
37439,Queens,Beagle
37440,Brooklyn,Maltese
37441,Manhattan,"Bull Dog, French"
37442,Brooklyn,Japanese Chin/Spaniel
37443,Queens,Maltese Crossbreed
37444,Brooklyn,Cavalier King Charles Spaniel
37445,Manhattan,Shih Tzu
37446,Queens,Shih Tzu
37447,Staten Island,Labrador Retriever
37448,Manhattan,Cavalier King Charles Spaniel
37449,Queens,Maltese
37450,Brooklyn,Chihuahua
37451,Bronx,Chihuahua
37452,Manhattan,"Poodle, Standard"
37453,Bronx,Maltese
37454,Staten Island,Unknown
37455,Bronx,Shih Tzu
37456,Manhattan,Unknown
37457,Manhattan,Unknown
37458,Bronx,American Pit Bull Mix / Pit Bull Mix
37459,Queens,Golden Retriever
37460,Bronx,American Pit Bull Mix / Pit Bull Mix
37461,Manhattan,Unknown
37462,Queens,Poodle Crossbreed
37463,Staten Island,Maltese
37464,Queens,Maltese
37465,Brooklyn,Goldendoodle
37466,Manhattan,Havanese
37467,Manhattan,Papillon
37468,Brooklyn,Unknown
37469,Brooklyn,Yorkshire Terrier
37470,Brooklyn,Yorkshire Terrier Crossbreed
37471,Brooklyn,Staffordshire Bull Terrier
37479,Queens,Maltese
37480,Brooklyn,American Pit Bull Terrier/Pit Bull
37481,Brooklyn,American Pit Bull Terrier/Pit Bull
37482,Brooklyn,American Pit Bull Terrier/Pit Bull
37483,Manhattan,"Poodle, Miniature"
37484,Brooklyn,Parson Russell Terrier
37485,Manhattan,Pug
37486,Brooklyn,American Pit Bull Terrier/Pit Bull
37487,Brooklyn,Labrador Retriever Crossbreed
37488,Queens,Boston Terrier
37489,Staten Island,American Pit Bull Mix / Pit Bull Mix
37490,Manhattan,"Poodle, Toy"
37491,Queens,Maltese
37492,Bronx,Rat Terrier
37493,Manhattan,American Pit Bull Terrier/Pit Bull
37494,Brooklyn,American Pit Bull Mix / Pit Bull Mix
37495,Manhattan,Maltese
37496,Staten Island,American Pit Bull Mix / Pit Bull Mix
37497,Queens,Bulldog
37498,Brooklyn,American Pit Bull Terrier/Pit Bull
37499,Manhattan,Bichon Frise
37500,Manhattan,Poodle Crossbreed
37501,Manhattan,Bichon Frise
37502,Brooklyn,Cairn Terrier
37503,Manhattan,Pekingese
37504,Brooklyn,Dachshund Crossbreed
37505,Brooklyn,Australian Shepherd
37506,Brooklyn,Terrier mix
37507,Brooklyn,Shih Tzu Crossbreed
37508,Brooklyn,Chihuahua Crossbreed
37509,Brooklyn,Miniature Schnauzer
37510,Manhattan,Puggle
37511,Bronx,American Bully
37512,Brooklyn,American Pit Bull Terrier/Pit Bull
37513,Manhattan,American Pit Bull Mix / Pit Bull Mix
37514,Queens,Unknown
37515,Queens,Golden Retriever
37516,Queens,Maltese Crossbreed
37520,Queens,Shih Tzu Crossbreed
37521,Bronx,Lhasa Apso
37524,Brooklyn,Havanese
37525,Manhattan,Chihuahua Crossbreed
37527,Queens,Shih Tzu
37528,Manhattan,Havanese
37529,Bronx,Chihuahua
37530,Queens,American Pit Bull Mix / Pit Bull Mix
37531,Staten Island,Boxer
37532,Manhattan,Pomeranian
37533,Manhattan,Unknown
37534,Manhattan,"Schnauzer, Miniature"
37535,Manhattan,Unknown
37536,Bronx,Pomeranian
37537,Staten Island,Dachshund
37538,Brooklyn,Terrier mix
37539,Bronx,Chihuahua
37540,Manhattan,Unknown
37541,Brooklyn,Australian Cattledog
37542,Bronx,Unknown
37543,Brooklyn,Terrier Crossbreed
37544,Brooklyn,Maltese
37545,Queens,Cairn Terrier
37546,Brooklyn,Maltese
37547,Queens,Maltese
37548,Staten Island,Goldendoodle
37549,Bronx,Miniature Schnauzer
37550,Manhattan,Unknown
37551,Manhattan,Weimaraner
37552,Manhattan,Unknown
37553,Staten Island,Goldendoodle
37554,Staten Island,"Bull Dog, French"
37555,Brooklyn,Shih Tzu
37556,Manhattan,Havanese
37557,Bronx,German Shepherd Dog
37558,Manhattan,Siberian Husky
37559,Brooklyn,Tibetan Spaniel
37560,Brooklyn,Labrador Retriever Crossbreed
37561,Manhattan,Miniature Pinscher
37562,Queens,Silky Terrier
37563,Brooklyn,Labrador Retriever Crossbreed
37564,Manhattan,French Bulldog
37565,Brooklyn,Miniature Pinscher
37566,Brooklyn,Beagle
37567,Bronx,Yorkshire Terrier
37568,Staten Island,American Pit Bull Mix / Pit Bull Mix
37569,Manhattan,Cocker Spaniel
37570,Queens,Rottweiler
37571,Bronx,American Pit Bull Mix / Pit Bull Mix
37572,Manhattan,"Bull Dog, English"
37573,Brooklyn,Rottweiler
37574,Queens,Shih Tzu
37575,Brooklyn,American Pit Bull Mix / Pit Bull Mix
37576,Brooklyn,American Pit Bull Terrier/Pit Bull
37577,Manhattan,Shih Tzu
37578,Staten Island,American Eskimo dog
37579,Bronx,Cairn Terrier
37580,Queens,Rat Terrier
37581,Brooklyn,German Longhaired Pointer
37582,Brooklyn,Yorkshire Terrier
37583,Manhattan,American Pit Bull Terrier/Pit Bull
37584,Manhattan,Golden Retriever
37585,Queens,Pomeranian
37586,Queens,Chihuahua
37587,Queens,Chihuahua
37588,Queens,Chihuahua Crossbreed
37589,Brooklyn,Chihuahua
37590,Queens,Maltese
37591,Manhattan,Parson Russell Terrier
37592,Manhattan,Miniature Schnauzer
37593,Queens,Cavalier King Charles Spaniel
37594,Queens,Poodle
37595,Brooklyn,Chihuahua
37596,Bronx,Labrador Retriever Crossbreed
37597,Brooklyn,American Staffordshire Terrier 
37598,Brooklyn,Shih Tzu
37599,Queens,Shiba Inu
37600,Brooklyn,Miniature Pinscher
37601,Manhattan,Scottish Terrier
37602,Staten Island,Rottweiler
37604,Manhattan,Maltipoo
37605,Manhattan,Yorkshire Terrier
37606,Manhattan,"Poodle, Standard"
37607,Staten Island,Chihuahua Crossbreed
37608,Queens,Beagle
37609,Brooklyn,German Shorthaired Pointer
37610,Brooklyn,Unknown
37611,Staten Island,Pomeranian
37612,Brooklyn,Lhasa Apso
37613,Queens,"Poodle, Standard"
37614,Queens,Yorkshire Terrier
37615,Bronx,Pekingese
37616,Queens,Japanese Chin/Spaniel
37617,Manhattan,Labradoodle
37618,Staten Island,Labrador Retriever Crossbreed
37619,Bronx,Chihuahua
37620,Manhattan,Chihuahua
37621,Manhattan,Catahoula Leopard Dog
37622,Staten Island,Beagle Crossbreed
37623,Queens,German Shepherd Dog
37624,Brooklyn,French Bulldog
37625,Manhattan,Labradoodle
37626,Manhattan,Portuguese Water Dog
37627,Bronx,Rottweiler
37628,Queens,Labrador Retriever
37629,Manhattan,American Staffordshire Terrier 
37630,Brooklyn,Dachshund Smooth Coat Miniature
37631,Staten Island,Unknown
37632,Manhattan,Maltese
37633,Manhattan,English Setter
37634,Manhattan,Cavalier King Charles Spaniel
37635,Staten Island,Unknown
37636,Staten Island,Poodle Crossbreed
37637,Queens,Unknown
37638,Brooklyn,Unknown
37639,Queens,Pomeranian
37640,Manhattan,Shih Tzu Crossbreed
37641,Manhattan,Poodle
37642,Staten Island,Pug
37643,Bronx,American Pit Bull Terrier/Pit Bull
37644,Queens,Shih Tzu
37645,Queens,Cocker Spaniel
37646,Brooklyn,German Shepherd Dog
37647,Manhattan,American Pit Bull Terrier/Pit Bull
37648,Queens,American Pit Bull Terrier/Pit Bull
37649,Manhattan,Yorkshire Terrier
37650,Manhattan,Shih Tzu
37651,Queens,Chihuahua
37652,Brooklyn,Labrador Retriever
37653,Bronx,Unknown
37654,Manhattan,Coton de Tulear
37655,Queens,Unknown
37656,Manhattan,Goldendoodle
37657,Manhattan,Lhasa Apso
37658,Queens,Beagle
37659,Queens,Unknown
37660,Queens,Unknown
37661,Brooklyn,Pug
37662,Queens,Shih Tzu
37663,Staten Island,Golden Retriever
37666,Queens,Havanese
37667,Queens,Basenji
37668,Staten Island,German Shepherd Dog
37669,Bronx,Shih Tzu
37670,Brooklyn,Unknown
37671,Bronx,Cairn Terrier
37672,Manhattan,Scottish Deerhound
37673,Manhattan,Maltese
37674,Manhattan,Goldendoodle
37675,Manhattan,"Poodle, Standard"
37676,Bronx,Siberian Husky
37677,Manhattan,Jack Russell Terrier
37678,Staten Island,Dachshund Smooth Coat
37679,Staten Island,American Pit Bull Terrier/Pit Bull
37680,Brooklyn,American Pit Bull Mix / Pit Bull Mix
37681,Brooklyn,Chihuahua
37682,Queens,Chow Chow
37683,Brooklyn,Shih Tzu
37685,Brooklyn,Shih Tzu
37686,Brooklyn,French Bulldog
37687,Brooklyn,Norwich Terrier
37688,Queens,Unknown
37689,Staten Island,Labrador Retriever
37690,Staten Island,Poodle Crossbreed
37691,Queens,Labrador Retriever Crossbreed
37692,Brooklyn,Brussels Griffon
37693,Manhattan,Shiba Inu
37694,Queens,Unknown
37695,Queens,Shih Tzu
37696,Brooklyn,Unknown
37697,Queens,Yorkshire Terrier
37698,Staten Island,Bichon Frise
37699,Bronx,Cesky Terrier
37700,Brooklyn,Jack Russell Terrier
37701,Brooklyn,Unknown
37702,Manhattan,Australian Shepherd
37703,Queens,Labrador Retriever
37704,Brooklyn,Pointer
37705,Brooklyn,Unknown
37706,Manhattan,Maltese
37707,Manhattan,Shih Tzu
37708,Queens,Chihuahua
37709,Brooklyn,German Shepherd Crossbreed
37710,Manhattan,Australian Shepherd
37711,Brooklyn,Jack Russell Terrier
37712,Manhattan,Maltese
37713,Bronx,"Poodle, Standard"
37714,Queens,Rottweiler
37715,Bronx,Maltese
37716,Bronx,Unknown
37717,Brooklyn,Puggle
37718,Manhattan,Unknown
37719,Staten Island,Beagle
37720,Queens,Labrador Retriever Crossbreed
37721,Manhattan,"Poodle, Standard"
37722,Manhattan,Shih Tzu
37723,Manhattan,Jack Russell Terrier
37724,Manhattan,Unknown
37725,Brooklyn,Goldendoodle
37726,Brooklyn,Yorkshire Terrier
37727,Brooklyn,Unknown
37728,Queens,Beagle
37729,Brooklyn,Labrador Retriever Crossbreed
37730,Manhattan,French Bulldog
37731,Manhattan,Miniature Schnauzer
37732,Brooklyn,Unknown
37733,Staten Island,Yorkshire Terrier
37734,Staten Island,German Shorthaired Pointer
37735,Manhattan,Yorkshire Terrier
37736,Brooklyn,Beagle
37737,Brooklyn,Unknown
37738,Staten Island,Unknown
37739,Manhattan,American Pit Bull Terrier/Pit Bull
37740,Manhattan,Labrador Retriever
37741,Brooklyn,American Pit Bull Mix / Pit Bull Mix
37742,Brooklyn,Maltese
37743,Brooklyn,Labrador Retriever Crossbreed
37744,Queens,Yorkshire Terrier
37745,Brooklyn,Unknown
37746,Queens,Shih Tzu
37747,Staten Island,Shih Tzu
37748,Manhattan,Shiba Inu
37749,Manhattan,Canaan Dog
37750,Bronx,Unknown
37751,Brooklyn,Boxer
37752,Manhattan,Terrier mix
37753,Brooklyn,Unknown
37754,Manhattan,Staffordshire Bull Terrier
37755,Queens,American Pit Bull Terrier/Pit Bull
37756,Manhattan,American Pit Bull Mix / Pit Bull Mix
37757,Brooklyn,Australian Shepherd
37758,Queens,Unknown
37759,Queens,Unknown
37760,Brooklyn,Yorkshire Terrier
37761,Staten Island,Shih Tzu
37762,Manhattan,Cavalier King Charles Spaniel
37763,Queens,West High White Terrier
37764,Brooklyn,Unknown
37765,Staten Island,Morkie
37766,Manhattan,Shih Tzu Crossbreed
