UID,Borough,BreedName
115957,Brooklyn,Shih Tzu
115958,Manhattan,Havanese
115959,Brooklyn,Labrador Retriever Crossbreed
115960,Queens,Yorkshire Terrier Crossbreed
115961,Manhattan,Shih Tzu
115962,Staten Island,Papillon
115963,Bronx,Shih Tzu
115964,Manhattan,Chihuahua
115965,Manhattan,"Schnauzer, Miniature"
115966,Manhattan,Yorkshire Terrier
115967,Brooklyn,Poodle
115968,Brooklyn,Jack Russell Terrier
115969,Brooklyn,Puggle
115970,Brooklyn,Yorkshire Terrier
115971,Queens,Bichon Frise
115972,Queens,Brittany Spaniel
115973,Staten Island,Shih Tzu
115974,Bronx,Puggle
115975,Brooklyn,Terrier mix
115976,Manhattan,Chihuahua
115977,Manhattan,Labrador Retriever Crossbreed
115978,Manhattan,Cavalier King Charles Spaniel
115979,Brooklyn,Terrier mix
115980,Bronx,Siberian Husky
115981,Manhattan,Unknown
115982,Staten Island,Unknown
115984,Queens,Shih Tzu
115985,Queens,Shih Tzu
115986,Queens,Kerry Blue Terrier
115987,Manhattan,Unknown
115988,Manhattan,Jack Russell Terrier
115989,Bronx,Pomeranian
115990,Brooklyn,Beagle Crossbreed
115991,Manhattan,Boston Terrier
115992,Manhattan,Weimaraner
115993,Staten Island,Jack Russell Terrier
115994,Staten Island,Cocker Spaniel Crossbreed
115995,Manhattan,Dachshund Smooth Coat Miniature
115996,Manhattan,Bluetick Coonhound
115997,Manhattan,Beagle Crossbreed
115998,Brooklyn,Chihuahua
115999,Staten Island,Silky Terrier
116000,Manhattan,Beagle
116001,Brooklyn,Jack Russell Terrier
116002,Brooklyn,Yorkshire Terrier
116003,Bronx,Unknown
116004,Staten Island,American Pit Bull Terrier/Pit Bull
116005,Queens,Dandie Dinmont Terrier
116006,Manhattan,Shih Tzu
116007,Staten Island,Standard Schnauzer
116008,Brooklyn,Cavalier King Charles Spaniel
116009,Queens,Yorkshire Terrier
116010,Manhattan,American Pit Bull Mix / Pit Bull Mix
116011,Queens,Morkie
116012,Bronx,Yorkshire Terrier
116013,Manhattan,Unknown
116017,Queens,Chihuahua
116018,Manhattan,Pomeranian
116019,Queens,Pomeranian
116020,Manhattan,Australian Cattledog
116021,Manhattan,Miniature American Shepherd
116022,Manhattan,Beagle Crossbreed
116023,Manhattan,Labrador Retriever
116024,Staten Island,Shih Tzu
116025,Bronx,Yorkshire Terrier Crossbreed
116026,Bronx,Beagle
116027,Manhattan,French Bulldog
116028,Bronx,Maltese
116029,Queens,Poodle
116030,Manhattan,Labrador Retriever
116031,Queens,Unknown
116032,Manhattan,Dachshund
116033,Brooklyn,Shih Tzu Crossbreed
116034,Manhattan,Unknown
116035,Brooklyn,Golden Retriever
116036,Staten Island,Maltese
116037,Manhattan,Havanese
116038,Queens,Dachshund Smooth Coat
116039,Brooklyn,Maltese Crossbreed
116040,Manhattan,Shih Tzu
116041,Staten Island,Boston Terrier
116042,Manhattan,Yorkshire Terrier Crossbreed
116043,Manhattan,Shiba Inu
116044,Brooklyn,American Pit Bull Terrier/Pit Bull
116045,Brooklyn,Shih Tzu
116046,Manhattan,Yorkshire Terrier
116047,Brooklyn,French Bulldog
116048,Manhattan,Greyhound
116049,Queens,West Highland White Terrier
116050,Brooklyn,"Bull Dog, English"
116051,Manhattan,Havanese
116052,Brooklyn,American Pit Bull Mix / Pit Bull Mix
116053,Brooklyn,French Bulldog
116054,Manhattan,Dachshund
116055,Bronx,Beagle
116056,Brooklyn,Yorkshire Terrier
116057,Bronx,Australian Shepherd
116058,Staten Island,Unknown
116059,Manhattan,German Shepherd Crossbreed
116060,Brooklyn,Maltipoo
116061,Brooklyn,Catahoula Leopard Dog
116062,Queens,German Shepherd Crossbreed
116063,Bronx,Jack Russell Terrier
116064,Brooklyn,Bichon Frise
116065,Brooklyn,French Bulldog
116066,Manhattan,Dachshund
116067,Manhattan,Cavalier King Charles Spaniel
116068,Manhattan,Barbet
116069,Brooklyn,Havanese
116070,Brooklyn,Yorkshire Terrier
116071,Manhattan,Maltese
116072,Bronx,Bulldog
116073,Brooklyn,Rottweiler Crossbreed
116074,Queens,Shih Tzu Crossbreed
116075,Manhattan,Yorkshire Terrier
116076,Bronx,German Shepherd Crossbreed
116077,Brooklyn,"Welsh Corgi, Pembroke"
116078,Brooklyn,Shih Tzu
116080,Bronx,Labrador Retriever
116081,Brooklyn,Yorkshire Terrier
116082,Manhattan,Labrador Retriever
116083,Queens,Siberian Husky
116084,Bronx,Beagle
116085,Brooklyn,Rottweiler
116086,Bronx,Border Terrier
116091,Manhattan,Labrador Retriever
116092,Queens,Yorkshire Terrier
116093,Manhattan,Coton de Tulear
116100,Manhattan,Maltese Crossbreed
116101,Manhattan,Labrador Retriever Crossbreed
116102,Manhattan,Border Collie Crossbreed
116104,Queens,English Setter
116105,Bronx,Yorkshire Terrier
116106,Manhattan,French Bulldog
116107,Manhattan,Yorkshire Terrier
116108,Brooklyn,Shih Tzu
116109,Brooklyn,Bichon Frise
116110,Bronx,Maltese Crossbreed
116111,Manhattan,Yorkshire Terrier
116112,Brooklyn,Morkie
116113,Manhattan,Labrador Retriever Crossbreed
116114,Brooklyn,Cavalier King Charles Spaniel
116115,Manhattan,Flat-Coated Retriever
116116,Bronx,Cavalier King Charles Spaniel
116117,Manhattan,Shih Tzu Crossbreed
116118,Manhattan,Miniature American Shepherd
116119,Manhattan,Unknown
116120,Queens,Unknown
116121,Brooklyn,Unknown
116122,Brooklyn,American Pit Bull Terrier/Pit Bull
116123,Bronx,Terrier mix
116124,Queens,Poodle
116125,Brooklyn,Dachshund
116126,Bronx,American Staffordshire Terrier 
116127,Staten Island,Labradoodle
116128,Bronx,Pekingese
116129,Bronx,Silky Terrier
116130,Brooklyn,Poodle Crossbreed
116131,Queens,Labrador Retriever
116132,Manhattan,"Bull Dog, English"
116133,Queens,American Pit Bull Mix / Pit Bull Mix
116134,Queens,Poodle Crossbreed
116135,Manhattan,Miniature American Shepherd
116136,Brooklyn,Miniature Pinscher
116137,Manhattan,Havanese
116138,Manhattan,Cavalier King Charles Spaniel
116139,Manhattan,Shih Tzu Crossbreed
116140,Manhattan,Poodle
116141,Bronx,Maltipoo
116142,Queens,Bassett Hound
116143,Manhattan,German Shepherd Crossbreed
116144,Brooklyn,Morkie
116145,Manhattan,Havanese
116146,Manhattan,Poodle Crossbreed
116147,Bronx,Shih Tzu
116148,Brooklyn,Chihuahua Crossbreed
116149,Manhattan,Chinese Crested
116150,Bronx,Yorkshire Terrier
116151,Staten Island,Siberian Husky
116152,Manhattan,Chihuahua
116153,Manhattan,Maltese Crossbreed
116154,Brooklyn,"Schnauzer, Miniature"
116155,Queens,Yorkshire Terrier
116156,Staten Island,Chihuahua
116157,Brooklyn,Pomeranian Crossbreed
116158,Queens,Unknown
116159,Manhattan,Labrador Retriever
116160,Brooklyn,Cardigan Welsh Corgi
116161,Manhattan,Maltese
116162,Brooklyn,"Schnauzer, Miniature Crossbreed"
116163,Brooklyn,Labrador Retriever Crossbreed
116164,Brooklyn,American Pit Bull Mix / Pit Bull Mix
116165,Queens,Cane Corso
116166,Manhattan,Miniature American Shepherd
116167,Brooklyn,Dachshund
116168,Brooklyn,Yorkshire Terrier
116169,Queens,"Poodle, Standard"
116170,Manhattan,Morkie
116171,Brooklyn,Labrador Retriever Crossbreed
116180,Manhattan,Miniature Schnauzer
116181,Queens,"Schnauzer, Standard"
116182,Staten Island,Maltese
116183,Queens,Labrador Retriever Crossbreed
116184,Brooklyn,Labrador Retriever Crossbreed
116185,Brooklyn,Terrier Crossbreed
116186,Manhattan,Shih Tzu Crossbreed
116187,Queens,Basenji
116188,Queens,Unknown
116189,Manhattan,Havanese
116190,Manhattan,Bulldog
116191,Brooklyn,Border Collie Crossbreed
116192,Manhattan,Havanese
116193,Manhattan,Pomeranian Crossbreed
116194,Manhattan,Labrador Retriever
116195,Manhattan,Pug Crossbreed
116196,Brooklyn,German Shepherd Dog
116197,Bronx,"Poodle, Standard"
116198,Queens,Shih Tzu Crossbreed
116199,Manhattan,French Bulldog
116200,Manhattan,Cocker Spaniel
116201,Queens,Rottweiler
116202,Bronx,Pomeranian Crossbreed
116203,Staten Island,Maltese
116204,Manhattan,Shetland Sheepdog
116205,Manhattan,Shih Tzu
116206,Staten Island,Unknown
116207,Queens,Bulldog
116208,Brooklyn,Unknown
116209,Brooklyn,Miniature Pinscher
116210,Brooklyn,Chihuahua
116211,Bronx,Dachshund Crossbreed
116212,Manhattan,Yorkshire Terrier
116213,Manhattan,Golden Retriever
116214,Staten Island,"Collie, Rough Coat"
116215,Manhattan,Dachshund
116216,Queens,Chihuahua
116217,Brooklyn,Unknown
116218,Staten Island,German Shepherd Dog
116219,Bronx,American Pit Bull Terrier/Pit Bull
116220,Manhattan,Poodle
116221,Queens,Labrador Retriever Crossbreed
116222,Manhattan,Unknown
116223,Manhattan,Labrador Retriever Crossbreed
116224,Brooklyn,Thai Ridgeback
116225,Manhattan,Shih Tzu
116226,Brooklyn,Ibizan Hound
116227,Manhattan,French Bulldog
116228,Queens,"Schnauzer, Miniature"
116229,Bronx,Unknown
116230,Staten Island,Yorkshire Terrier
116231,Bronx,Shih Tzu
116232,Bronx,American Pit Bull Terrier/Pit Bull
116233,Manhattan,Terrier mix
116234,Brooklyn,Unknown
116235,Brooklyn,American Staffordshire Terrier 
116236,Manhattan,Havanese
116237,Brooklyn,Dachshund Smooth Coat
116238,Queens,Yorkshire Terrier
116239,Manhattan,Beagle Crossbreed
116240,Brooklyn,German Shepherd Dog
116241,Brooklyn,American Pit Bull Terrier/Pit Bull
116242,Queens,"Poodle, Miniature"
116243,Staten Island,Yorkshire Terrier Crossbreed
116244,Queens,Labrador Retriever Crossbreed
116245,Manhattan,Staffordshire Bull Terrier
116246,Staten Island,American Pit Bull Terrier/Pit Bull
116247,Manhattan,Boxer
116248,Manhattan,Bassett Hound
116249,Bronx,Shih Tzu
116250,Queens,Miniature Schnauzer
116251,Brooklyn,German Shepherd Crossbreed
116252,Brooklyn,Pug
116253,Manhattan,Pointer
116254,Brooklyn,Chihuahua Crossbreed
116255,Manhattan,Dachshund Crossbreed
116256,Brooklyn,Labradoodle
116257,Manhattan,Chihuahua
116258,Queens,"Poodle, Standard"
116259,Manhattan,"Schnauzer, Miniature"
116260,Brooklyn,American Pit Bull Mix / Pit Bull Mix
116261,Brooklyn,Unknown
116262,Staten Island,Italian Greyhound
116263,Manhattan,Unknown
116264,Queens,Cocker Spaniel
116265,Brooklyn,Yorkshire Terrier
116266,Manhattan,Unknown
116267,Brooklyn,Chihuahua
116268,Manhattan,Poodle
116269,Manhattan,Tibetan Terrier
116270,Bronx,American Pit Bull Terrier/Pit Bull
116271,Manhattan,Rat Terrier
116272,Manhattan,Otterhound
116273,Manhattan,Shih Tzu Crossbreed
116274,Queens,Unknown
116275,Brooklyn,Yorkshire Terrier
116276,Brooklyn,American Pit Bull Mix / Pit Bull Mix
116277,Bronx,Miniature Pinscher
116278,Manhattan,"Bull Dog, French"
116279,Manhattan,American Pit Bull Mix / Pit Bull Mix
116280,Queens,"Coonhound, Treeing Walker"
116281,Manhattan,French Bulldog
116282,Bronx,American Pit Bull Mix / Pit Bull Mix
116283,Brooklyn,Shih Tzu
116284,Staten Island,Goldendoodle
116285,Manhattan,Labrador Retriever Crossbreed
116286,Manhattan,Labrador Retriever Crossbreed
116287,Manhattan,Unknown
116288,Bronx,Labrador Retriever Crossbreed
116289,Queens,Cavalier King Charles Spaniel
116290,Brooklyn,Unknown
116291,Brooklyn,Lakeland Terrier
116292,Manhattan,Labrador Retriever Crossbreed
116293,Manhattan,Shih Tzu
116294,Brooklyn,Unknown
116295,Manhattan,Chihuahua
116296,Bronx,American Pit Bull Mix / Pit Bull Mix
116297,Manhattan,American Pit Bull Mix / Pit Bull Mix
116298,Bronx,Shih Tzu
116299,Brooklyn,Labrador Retriever Crossbreed
116300,Queens,Labrador Retriever Crossbreed
116301,Manhattan,Cocker Spaniel
116302,Brooklyn,Labrador Retriever Crossbreed
116303,Staten Island,Unknown
116304,Staten Island,Chihuahua
116305,Bronx,Labrador Retriever Crossbreed
116306,Bronx,American Pit Bull Mix / Pit Bull Mix
116307,Brooklyn,"Schnauzer, Miniature Crossbreed"
116308,Bronx,American Pit Bull Terrier/Pit Bull
116309,Brooklyn,Chihuahua
116310,Manhattan,Golden Retriever
116311,Brooklyn,American Pit Bull Terrier/Pit Bull
116312,Manhattan,Chihuahua
116313,Bronx,American Pit Bull Terrier/Pit Bull
116314,Queens,Maltese
116315,Manhattan,Glen of Imaal Terrier
116316,Queens,Pomeranian
116317,Manhattan,Morkie
116318,Manhattan,Yorkshire Terrier
116319,Manhattan,Terrier mix
116320,Bronx,Yorkshire Terrier
116321,Queens,German Shepherd Dog
116322,Brooklyn,Unknown
116323,Manhattan,Golden Retriever
116324,Manhattan,Cocker Spaniel
116325,Bronx,Yorkshire Terrier
116326,Manhattan,Coton de Tulear
116327,Brooklyn,Welsh Terrier
116328,Manhattan,Staffordshire Bull Terrier
116329,Manhattan,Australian Cattledog
116330,Brooklyn,American Pit Bull Mix / Pit Bull Mix
116331,Staten Island,"Jindo Dog, Korea"
116332,Brooklyn,Collie
116333,Staten Island,Shih Tzu
116334,Queens,Yorkshire Terrier Crossbreed
116335,Bronx,Yorkshire Terrier
116341,Brooklyn,Labrador Retriever
116342,Manhattan,"Dachshund, Long Haired Miniature"
116343,Brooklyn,Unknown
116344,Queens,Shih Tzu
116345,Brooklyn,"Dachshund, Long Haired"
116346,Queens,West Highland White Terrier
116347,Brooklyn,Cocker Spaniel Crossbreed
116348,Queens,Maltese Crossbreed
116349,Manhattan,Poodle
116350,Manhattan,Golden Retriever
116351,Brooklyn,Labrador Retriever Crossbreed
116352,Brooklyn,"Poodle, Miniature"
116353,Queens,West Highland White Terrier
116354,Manhattan,Maltese Crossbreed
116355,Queens,Terrier mix
116356,Manhattan,German Shepherd Crossbreed
116357,Queens,American Pit Bull Terrier/Pit Bull
116358,Brooklyn,Shih Tzu
116359,Brooklyn,Bluetick Coonhound
116360,Manhattan,Pug
116361,Brooklyn,German Shepherd Dog
116362,Queens,Shih Tzu
116363,Bronx,Shih Tzu Crossbreed
116364,Queens,Beagle Crossbreed
116365,Queens,Siberian Husky
116366,Queens,German Shepherd Dog
116367,Manhattan,"Poodle, Toy"
116368,Queens,German Shepherd Dog
116369,Staten Island,Shih Tzu
116370,Brooklyn,English Toy Spaniel
116371,Queens,Akita
116372,Brooklyn,American Pit Bull Mix / Pit Bull Mix
116373,Brooklyn,"Poodle, Toy"
116374,Brooklyn,"Bull Dog, French"
116375,Brooklyn,Shih Tzu
116376,Bronx,Yorkshire Terrier
116377,Queens,American Pit Bull Mix / Pit Bull Mix
116378,Manhattan,Labrador Retriever Crossbreed
116379,Manhattan,Bichon Frise
116380,Manhattan,Basenji
116381,Brooklyn,Yorkshire Terrier
116382,Manhattan,Beagle Crossbreed
116383,Bronx,Puggle
116384,Bronx,Shih Tzu Crossbreed
116385,Manhattan,French Bulldog
116386,Brooklyn,Chihuahua
116387,Brooklyn,Shiba Inu
116388,Brooklyn,Shiba Inu
116389,Brooklyn,Chihuahua
116390,Manhattan,Terrier Crossbreed
116391,Brooklyn,English Springer Spaniel
116392,Manhattan,Puggle
116393,Manhattan,Chihuahua
116394,Brooklyn,Australian Cattledog
116395,Manhattan,Shih Tzu
116396,Manhattan,Pomeranian
116397,Brooklyn,Labrador Retriever
116398,Queens,American Pit Bull Mix / Pit Bull Mix
116399,Brooklyn,Labrador Retriever Crossbreed
116400,Manhattan,Poodle
116401,Manhattan,Papillon
116402,Manhattan,Chihuahua
116403,Bronx,Maltese Crossbreed
116404,Bronx,Pomeranian
116405,Queens,Boxer
116406,Staten Island,Unknown
116407,Manhattan,Havanese
116408,Manhattan,Labrador Retriever
116409,Manhattan,Shih Tzu
116410,Queens,American Pit Bull Terrier/Pit Bull
116411,Queens,American Pit Bull Mix / Pit Bull Mix
116412,Manhattan,American Pit Bull Mix / Pit Bull Mix
116413,Brooklyn,Terrier mix
116414,Brooklyn,Shih Tzu
116415,Manhattan,"Dachshund, Long Haired Miniature"
116416,Manhattan,Cocker Spaniel
116417,Manhattan,"Poodle, Standard"
116418,Bronx,Siberian Husky Crossbreed
116419,Brooklyn,Chihuahua
116420,Brooklyn,Puggle
116421,Queens,Miniature Pinscher
116422,Manhattan,Chihuahua
116423,Brooklyn,Shih Tzu
116424,Manhattan,Yorkshire Terrier
116425,Brooklyn,Pug
116426,Brooklyn,Pointer
116427,Manhattan,Rhodesian Ridgeback
116428,Queens,"Poodle, Toy"
116429,Manhattan,Miniature Schnauzer
116430,Manhattan,Shih Tzu
116431,Manhattan,Yorkshire Terrier
116432,Manhattan,Terrier Crossbreed
116433,Brooklyn,Lhasa Apso
116434,Queens,Shih Tzu
116435,Manhattan,Shih Tzu Crossbreed
116436,Manhattan,Chihuahua
116437,Manhattan,Cocker Spaniel
116438,Brooklyn,Poodle
116439,Brooklyn,Unknown
116440,Brooklyn,Havanese
116441,Manhattan,German Shepherd Crossbreed
116444,Manhattan,"Poodle, Standard"
116445,Bronx,Dutch Shepherd
116446,Queens,German Shepherd Dog
116447,Manhattan,Unknown
116448,Manhattan,Shiba Inu
116449,Manhattan,"Schnauzer, Miniature"
116450,Brooklyn,Shiba Inu Crossbreed
116451,Brooklyn,Chihuahua
116452,Queens,Beagle
116453,Manhattan,Unknown
116454,Manhattan,"Schnauzer, Miniature"
116455,Staten Island,Maltese
116456,Manhattan,Labrador Retriever Crossbreed
116457,Manhattan,Shih Tzu
116458,Brooklyn,American Pit Bull Mix / Pit Bull Mix
116459,Bronx,Shiba Inu
116460,Brooklyn,Unknown
116461,Queens,Jack Russell Terrier
116462,Queens,Bichon Frise
116463,Manhattan,"Poodle, Toy"
116464,Brooklyn,Unknown
116465,Queens,Shih Tzu
116466,Staten Island,Weimaraner
116467,Manhattan,Chihuahua
116468,Manhattan,Morkie
116469,Queens,Cane Corso
116470,Brooklyn,Unknown
116471,Staten Island,Shih Tzu
116472,Brooklyn,Unknown
116473,Manhattan,Havanese
116474,Brooklyn,"Collie, Border"
116475,Queens,Dachshund
116476,Queens,West Highland White Terrier
116477,Brooklyn,Boxer
116478,Manhattan,Jack Russell Terrier
116479,Brooklyn,Unknown
116480,Queens,Unknown
116481,Manhattan,Jack Russell Terrier
116482,Manhattan,Golden Retriever
116483,Staten Island,Maltese
116484,Staten Island,Unknown
116485,Queens,Labrador Retriever Crossbreed
116486,Queens,Bulldog
116487,Manhattan,Maltese
116488,Staten Island,Chihuahua
116489,Queens,Unknown
116490,Brooklyn,Havanese
116491,Manhattan,Pomeranian
116492,Manhattan,Labrador Retriever
116493,Manhattan,Labrador Retriever
116494,Brooklyn,Shih Tzu
116495,Brooklyn,Shih Tzu
116496,Queens,Cocker Spaniel
116497,Queens,Cocker Spaniel
116498,Manhattan,Smooth Fox Terrier
116499,Queens,Pomeranian
116500,Manhattan,Cocker Spaniel
116501,Brooklyn,"Dachshund, Long Haired"
116502,Manhattan,Collie Crossbreed
116503,Manhattan,Unknown
116504,Queens,Poodle Crossbreed
116505,Brooklyn,American Pit Bull Terrier/Pit Bull
116506,Manhattan,Shih Tzu
116507,Manhattan,"Dachshund, Long Haired Miniature"
116508,Manhattan,Unknown
116518,Brooklyn,"Schnauzer, Miniature"
116519,Manhattan,Bernese Mountain Dog
116520,Manhattan,Morkie
116521,Brooklyn,Pomeranian
116522,Brooklyn,Labrador Retriever
116523,Staten Island,Yorkshire Terrier
116524,Manhattan,German Shepherd Crossbreed
116525,Manhattan,Yorkshire Terrier
116526,Manhattan,Cavalier King Charles Spaniel
116527,Queens,Goldendoodle
116528,Queens,Dachshund Smooth Coat
116529,Manhattan,Labrador Retriever
116530,Staten Island,Border Collie
116531,Queens,Chihuahua
116532,Manhattan,Poodle
116533,Manhattan,Shih Tzu
116534,Brooklyn,Pomeranian Crossbreed
116535,Brooklyn,Havanese
116536,Queens,Labradoodle
116537,Manhattan,"Schnauzer, Miniature"
116538,Manhattan,Maltese Crossbreed
116539,Manhattan,Chihuahua
116540,Manhattan,German Shepherd Crossbreed
116541,Queens,Papillon
116542,Manhattan,Unknown
116543,Queens,Chihuahua Crossbreed
116544,Brooklyn,Yorkshire Terrier
116545,Staten Island,German Shepherd Dog
116546,Manhattan,Irish Terrier
116547,Manhattan,Chihuahua
116548,Queens,Cocker Spaniel
116549,Manhattan,Beagle
116550,Brooklyn,Shih Tzu
116551,Manhattan,Shih Tzu
116552,Brooklyn,"Poodle, Miniature"
116553,Manhattan,Pembroke Welsh Corgi
116554,Manhattan,Yorkshire Terrier
116555,Bronx,Maltese
116556,Brooklyn,Shih Tzu
116557,Bronx,"Coonhound, Treeing Walker"
116558,Manhattan,Puggle
116559,Manhattan,Chihuahua Crossbreed
116560,Bronx,"Schnauzer, Miniature"
116561,Manhattan,French Bulldog
116562,Manhattan,Shih Tzu
116563,Manhattan,Shih Tzu Crossbreed
116564,Manhattan,Shih Tzu Crossbreed
116565,Brooklyn,Unknown
116566,Manhattan,Chihuahua Crossbreed
116567,Manhattan,Chihuahua
116568,Queens,Chihuahua
116569,Brooklyn,Pug Crossbreed
116570,Manhattan,Unknown
116571,Manhattan,Jack Russell Terrier
116572,Manhattan,"Bull Dog, French"
116573,Manhattan,Dachshund
116574,Manhattan,Miniature American Shepherd
116575,Queens,Maltese Crossbreed
116576,Staten Island,Labrador Retriever Crossbreed
116577,Queens,Maltese
116578,Brooklyn,Chihuahua
116579,Staten Island,Labrador Retriever Crossbreed
116580,Staten Island,"Poodle, Toy"
116581,Brooklyn,German Shepherd Crossbreed
116582,Manhattan,Unknown
116583,Manhattan,Shih Tzu Crossbreed
116584,Manhattan,Chihuahua
116585,Brooklyn,Dachshund
116586,Queens,Rat Terrier
116587,Manhattan,Unknown
116588,Brooklyn,Maltese
116589,Manhattan,Yorkshire Terrier
116590,Staten Island,Unknown
116591,Manhattan,Keeshond
116592,Brooklyn,Cocker Spaniel Crossbreed
116593,Manhattan,Chihuahua Crossbreed
116594,Manhattan,Beagle
116595,Queens,Cavalier King Charles Spaniel
116596,Bronx,Chihuahua
116597,Manhattan,Miniature Schnauzer
116598,Brooklyn,Shih Tzu
116599,Manhattan,Labrador Retriever
116600,Manhattan,Labrador Retriever Crossbreed
116601,Queens,Jack Russell Terrier
116602,Brooklyn,Havanese
116603,Brooklyn,Irish Terrier
116604,Manhattan,"Bull Dog, French"
116605,Manhattan,Miniature Schnauzer
116606,Queens,Poodle Crossbreed
116607,Manhattan,Labrador Retriever
116608,Manhattan,Pomeranian
116609,Brooklyn,Jack Russell Terrier
116610,Queens,Yorkshire Terrier
116611,Queens,German Shepherd Crossbreed
116612,Manhattan,Pomeranian Crossbreed
116613,Manhattan,Beagle
116614,Queens,Chihuahua
116615,Manhattan,Unknown
116616,Queens,German Shepherd Crossbreed
116617,Manhattan,Bichon Frise
116618,Manhattan,"Welsh Corgi, Pembroke"
116619,Manhattan,"Poodle, Miniature"
116620,Manhattan,"Bull Dog, English"
116621,Queens,Australian Shepherd
116622,Brooklyn,Golden Retriever
116623,Manhattan,Keeshond
116624,Staten Island,Unknown
116625,Manhattan,Yorkshire Terrier
116626,Queens,Unknown
116627,Queens,Silky Terrier
116628,Bronx,Chihuahua Crossbreed
116629,Manhattan,Miniature American Shepherd
116630,Brooklyn,Labrador Retriever Crossbreed
116631,Queens,"Dachshund, Long Haired"
116632,Staten Island,Chihuahua
116633,Staten Island,Unknown
116634,Queens,Unknown
116635,Manhattan,Shetland Sheepdog
116636,Bronx,Unknown
116637,Brooklyn,German Shepherd Dog
116638,Manhattan,American Eskimo dog
116639,Manhattan,Bull Terrier
116640,Manhattan,Unknown
116641,Brooklyn,Shih Tzu Crossbreed
116644,Queens,Jack Russell Terrier
116651,Manhattan,Collie Crossbreed
116652,Bronx,Labrador Retriever
116653,Staten Island,Maltese
116654,Staten Island,Boxer
116655,Manhattan,Labrador Retriever Crossbreed
116656,Brooklyn,Terrier Crossbreed
116657,Manhattan,French Bulldog
116658,Manhattan,"Bull Dog, American"
116659,Brooklyn,American Bully
116660,Manhattan,Basenji
116661,Bronx,Unknown
116662,Manhattan,Havanese
116663,Brooklyn,Maltese
116664,Manhattan,"Schnauzer, Miniature"
116670,Brooklyn,German Shepherd Dog
116671,Queens,Lhasa Apso
116672,Queens,French Bulldog
116673,Brooklyn,Shih Tzu
116674,Staten Island,Greyhound
116675,Manhattan,French Bulldog
116676,Manhattan,Unknown
116677,Queens,"Poodle, Miniature"
116678,Staten Island,Unknown
116679,Staten Island,Greyhound
116680,Manhattan,French Bulldog
116681,Staten Island,Shih Tzu
116682,Bronx,Chihuahua
116683,Queens,Chihuahua Crossbreed
116684,Bronx,Belgian Malinois
116685,Brooklyn,Australian Shepherd
116686,Manhattan,Shih Tzu Crossbreed
116687,Brooklyn,Bichon Frise Crossbreed
116688,Queens,Boston Terrier
116689,Brooklyn,Goldendoodle
116690,Manhattan,"Poodle, Miniature"
116691,Brooklyn,Maltese
116692,Manhattan,Unknown
116693,Brooklyn,Unknown
116694,Queens,Maltese
116695,Staten Island,Border Collie
116696,Queens,"Poodle, Toy"
116697,Manhattan,Morkie
116698,Brooklyn,Pomeranian
116699,Staten Island,Terrier mix
116700,Manhattan,Shih Tzu Crossbreed
116701,Brooklyn,Terrier mix
116702,Brooklyn,Beagle Crossbreed
116703,Manhattan,Petit Basset Griffon Vendeen
116704,Manhattan,"Bull Dog, American"
116705,Brooklyn,American Pit Bull Mix / Pit Bull Mix
116706,Brooklyn,Jack Russell Terrier
116707,Manhattan,American Pit Bull Mix / Pit Bull Mix
116708,Manhattan,Labrador Retriever
116709,Brooklyn,Chihuahua
116710,Brooklyn,Unknown
116711,Brooklyn,Labrador Retriever
116712,Brooklyn,Tibetan Terrier
116713,Brooklyn,French Bulldog
116714,Brooklyn,Kerry Blue Terrier
116715,Staten Island,Yorkshire Terrier
116716,Staten Island,Mastiff
116717,Queens,Australian Shepherd
116718,Queens,Maltese Crossbreed
116719,Brooklyn,Shih Tzu
116720,Manhattan,Cavalier King Charles Spaniel
116721,Queens,"Bull Dog, English"
116722,Brooklyn,Unknown
116723,Bronx,Shih Tzu Crossbreed
116724,Manhattan,Unknown
116725,Manhattan,Labradoodle
116726,Bronx,Yorkshire Terrier Crossbreed
116727,Bronx,Wheaton Terrier
116728,Staten Island,Greyhound
116729,Staten Island,Dachshund Smooth Coat
116730,Brooklyn,Shih Tzu
116731,Brooklyn,Yorkshire Terrier
116732,Brooklyn,Yorkshire Terrier
116733,Manhattan,Dachshund Smooth Coat
116734,Staten Island,Yorkshire Terrier
116735,Manhattan,Maltese
116736,Staten Island,Greyhound
116737,Manhattan,Labradoodle
116738,Brooklyn,"Dachshund, Wirehaired"
116739,Staten Island,Labrador Retriever
116740,Brooklyn,Labrador Retriever
116741,Manhattan,Petit Basset Griffon Vendeen
116742,Manhattan,Yorkshire Terrier
116743,Brooklyn,American Pit Bull Terrier/Pit Bull
116744,Brooklyn,Morkie
116745,Staten Island,Staffordshire Bull Terrier
116746,Queens,Cocker Spaniel Crossbreed
116747,Manhattan,Chihuahua
116748,Manhattan,Chihuahua
116749,Manhattan,Unknown
116750,Manhattan,Unknown
116751,Staten Island,Unknown
116752,Queens,Shih Tzu
116753,Manhattan,Shih Tzu Crossbreed
116754,Manhattan,Maltese Crossbreed
116755,Queens,Beagle
116756,Manhattan,"Poodle, Miniature"
116757,Staten Island,Shetland Sheepdog
116758,Manhattan,Havanese
116759,Queens,American Pit Bull Mix / Pit Bull Mix
116760,Queens,Boston Terrier
116761,Bronx,American Pit Bull Terrier/Pit Bull
116762,Brooklyn,Chihuahua
116763,Bronx,Shih Tzu
