borough,name,count
Manhattan,CHARLIE,292
Manhattan,LUCY,288
Manhattan,LOLA,275
Queens,MAX,260
Manhattan,BELLA,255
Brooklyn,MAX,252
Manhattan,MAX,244
Brooklyn,BELLA,238
Queens,BELLA,229
Manhattan,COCO,194
Manhattan,OLIVER,193
Brooklyn,CHARLIE,191
Manhattan,DAISY,185
Queens,ROCKY,183
Queens,COCO,177
Manhattan,COOPER,167
Manhattan,SOPHIE,167
Manhattan,TEDDY,166
Manhattan,BUDDY,165
Brooklyn,LOLA,164
Staten Island,BELLA,160
Manhattan,BAILEY,159
Queens,LUCKY,156
Manhattan,STELLA,155
Manhattan,LUNA,154
Brooklyn,ROCKY,153
Brooklyn,LUCKY,148
Manhattan,LILY,145
Queens,CHARLIE,144
Brooklyn,LUCY,143
Manhattan,MOLLY,139
Queens,BUDDY,138
Bronx,MAX,138
Manhattan,JACK,136
Manhattan,LEO,131
Manhattan,TOBY,128
Manhattan,PENNY,128
Manhattan,MAGGIE,127
Bronx,BELLA,126
Manhattan,OSCAR,125
Brooklyn,COCO,125
Manhattan,CHLOE,125
Manhattan,MILO,124
Brooklyn,PRINCESS,123
Manhattan,ROCKY,122
Brooklyn,CHLOE,119
Manhattan,LULU,119
Brooklyn,DAISY,118
Brooklyn,BUDDY,117
Manhattan,RILEY,116
Queens,LOLA,115
Manhattan,HENRY,114
Brooklyn,LUNA,114
Queens,PRINCESS,111
Manhattan,LUCKY,109
Bronx,ROCKY,109
Queens,DAISY,108
Staten Island,MAX,106
Manhattan,RUBY,104
Staten Island,ROCKY,100
Queens,MOLLY,100
Manhattan,SADIE,99
Manhattan,CHARLIE ,98
Queens,LUNA,98
Manhattan,ZOE,97
Queens,TOBY,97
Queens,COOKIE,97
Bronx,PRINCESS,94
Manhattan,ROSIE,94
Brooklyn,PENNY,94
Brooklyn,MILO,92
Manhattan,GRACIE,92
Bronx,LUCKY,91
Queens,BELLA ,91
Manhattan,WINSTON,90
Manhattan,SCOUT,89
Brooklyn,TEDDY,88
Brooklyn,TOBY,88
Manhattan,BEAR,85
Queens,COCO ,84
Brooklyn,PRINCE,84
Brooklyn,BELLA ,84
Queens,BAILEY,84
Brooklyn,GINGER,84
Brooklyn,OREO,83
Manhattan,HUDSON,83
Bronx,COCO,82
Manhattan,GINGER,81
Manhattan,SAMMY,81
Queens,LUCY,81
Brooklyn,MOLLY,80
Manhattan,COCO ,80
Staten Island,BUDDY,80
Staten Island,BAILEY,78
Manhattan,MIA,78
Manhattan,TUCKER,78
Brooklyn,BAILEY,78
Brooklyn,BROOKLYN,78
Queens,TEDDY,78
Queens,CHLOE,77
Queens,MILO,76
Manhattan,GUS,75
Manhattan,BRUNO,75
Queens,JACK,74
Bronx,LOLA,74
Manhattan,JASPER,74
Queens,MAX ,74
Manhattan,PEPPER,74
Brooklyn,MAGGIE,74
Manhattan,GIZMO,73
Brooklyn,JACK,73
Manhattan,LOLA ,71
Manhattan,PRINCESS,71
Brooklyn,RUBY,71
Manhattan,OLIVE,71
Manhattan,LUCY ,70
Manhattan,CODY,70
Manhattan,DUKE,70
Queens,LILY,70
Manhattan,GEORGE,69
Manhattan,SASHA,69
Manhattan,ROCCO,68
Manhattan,MAX ,68
Manhattan,ELLA,68
Manhattan,BELLA ,68
Brooklyn,STELLA,68
Queens,MIA,67
Manhattan,JACKSON,67
Brooklyn,COOKIE,67
Manhattan,BAXTER,67
Bronx,CHARLIE,67
Manhattan,ELLIE,66
Manhattan,DEXTER,66
Brooklyn,LEO,66
Manhattan,BUSTER,66
Staten Island,MOLLY,65
Manhattan,ZOEY,65
Brooklyn,ROXY,65
Brooklyn,MAX ,65
Manhattan,COOKIE,64
Manhattan,EMMA,64
Queens,OREO,64
Brooklyn,PEPPER,64
Bronx,TOBY,64
Staten Island,COCO,63
Manhattan,HARRY,63
Queens,RILEY,63
Brooklyn,SHADOW,63
Manhattan,LOUIE,63
Brooklyn,GIZMO,63
Brooklyn,LULU,62
Brooklyn,COOPER,61
Queens,LULU,61
Manhattan,BENTLEY,61
Queens,GIZMO,61
Brooklyn,ZEUS,60
Queens,SOPHIE,60
Brooklyn,BLUE,60
Queens,BRUNO,60
Brooklyn,LILY,60
Manhattan,PIPER,59
Bronx,BUDDY,59
Manhattan,DAISY ,59
Brooklyn,OSCAR,59
Queens,PRINCE,58
Manhattan,ROXY,58
Brooklyn,BEAR,58
Bronx,OREO,58
Manhattan,MURPHY,57
Brooklyn,COCO ,57
Queens,SHADOW,57
Brooklyn,OLIVER,56
Manhattan,JAKE,56
Staten Island,CHARLIE,56
Manhattan,BENNY,56
Manhattan,SHADOW,55
Queens,PENNY,55
Staten Island,LOLA,55
Queens,SASHA,55
Manhattan,ROMEO,55
Manhattan,OREO,55
Queens,ROCKY ,55
Bronx,BELLA ,55
Bronx,GIZMO,55
Manhattan,MR. ,55
Brooklyn,UNKOWN,55
Brooklyn,SCOUT,54
Manhattan,ANNIE,54
Manhattan,FRANKIE,54
Manhattan,JOEY,54
Brooklyn,ZOEY,54
Manhattan,LITTLE ,53
Queens,CHARLIE ,53
Brooklyn,RILEY,53
Manhattan,PHOEBE,53
Queens,BUDDY ,53
Brooklyn,ZOE,53
Manhattan,MADISON,53
Queens,ROXY,53
Manhattan,MARLEY,53
Queens,BEAR,53
Manhattan,SAM,53
Bronx,LUNA,53
Staten Island,BELLA ,53
Staten Island,DAISY,53
Manhattan,LADY ,52
Brooklyn,LOLA ,52
Brooklyn,SASHA,52
Manhattan,OTIS,52
Queens,LADY,52
Manhattan,OLLIE,52
Manhattan,NALA,51
Queens,OLIVER,51
Queens,JAKE,51
Manhattan,LAYLA,50
Manhattan,LILLY,50
Queens,REX,50
Manhattan,BLUE,50
Queens,COOPER,50
Queens,ROSIE,50
Brooklyn,ROSIE,50
Queens,SIMBA,50
Brooklyn,SOPHIE,50
Queens,LUCKY ,50
Brooklyn,MIA,50
Brooklyn,FRANKIE,50
Brooklyn,DEXTER,50
Brooklyn,HENRY,50
Staten Island,CHLOE,49
Brooklyn,BENJI,49
Bronx,CHLOE,49
Brooklyn,BABY,49
Brooklyn,SADIE,49
Queens,SAMMY,49
Brooklyn,DAISY ,48
Brooklyn,LOUIE,48
Queens,SPARKY,48
Brooklyn,SPARKY,48
Manhattan,MAYA,48
Manhattan,LEXI,48
Brooklyn,LUCKY ,48
Queens,BUSTER,48
Manhattan,PARKER,48
Manhattan,HARLEY,48
Queens,CODY,48
Bronx,MIA,48
Manhattan,REX,47
Queens,BENTLEY,47
Staten Island,LUCKY,47
Brooklyn,BRUNO,47
Manhattan,BROOKLYN,47
Manhattan,JACK ,47
Manhattan,MADDIE,47
Queens,GINGER,47
Brooklyn,JAKE,47
Queens,BROWNIE,47
Brooklyn,OLIVE,47
Manhattan,LADY,47
Queens,DAISY ,47
Queens,NOT ,46
Brooklyn,BENTLEY,46
Brooklyn,BABY ,46
Queens,LEO,46
Manhattan,ABBY,46
Manhattan,RUFUS,45
Brooklyn,LUCY ,45
Manhattan,REMY,45
Bronx,PRINCE,45
Manhattan,PEANUT,45
Manhattan,OTTO,45
Brooklyn,ROCKY ,45
Bronx,PRINCESS ,45
Staten Island,MIA,45
Queens,BLUE,45
Manhattan,CHESTER,44
Brooklyn,BUSTER,44
Brooklyn,KING,44
Manhattan,ZIGGY,44
Brooklyn,CHARLIE ,44
Queens,DEXTER,44
Brooklyn,EMMA,44
Bronx,ROCKY ,44
Staten Island,TEDDY,44
Brooklyn,MISSY,44
Staten Island,LUNA,44
Brooklyn,SAMMY,44
Queens,DUKE,44
Queens,JACK ,43
Manhattan,ZEUS,43
Manhattan,WINNIE,43
Queens,BENJI,43
Brooklyn,HAZEL,43
Bronx,COCO ,43
Manhattan,PENELOPE,43
Queens,ROCCO,43
Queens,ZOE,43
Queens,ZEUS,43
Manhattan,HAZEL,43
Queens,SANDY,42
Staten Island,LUCY,42
Manhattan,LULU ,42
Queens,SNOOPY,42
Bronx,DAISY,42
Manhattan,GIGI,42
Manhattan,MAGGIE ,42
Manhattan,RUBY ,42
Brooklyn,NAME,42
Manhattan,JAX,42
Brooklyn,REX,42
Staten Island,CODY,41
Manhattan,CHLOE ,41
Staten Island,ZOEY,41
Brooklyn,JACKSON,41
Queens,MAGGIE,41
Queens,ZOEY,41
Brooklyn,CODY,41
Queens,SAM,41
Staten Island,JAKE,41
Queens,PEPPER,41
Manhattan,ANGEL,41
Manhattan,SIMBA,40
Staten Island,BUSTER,40
Queens,LOUIE,40
Brooklyn,DIAMOND,40
Brooklyn,ANGEL,40
Brooklyn,SANDY,40
Brooklyn,CHLOE ,40
Brooklyn,PEANUT,40
Manhattan,IZZY,40
Queens,JAX,40
Manhattan,ARCHIE,40
Bronx,TEDDY,40
Brooklyn,LADY,40
Manhattan,LILY ,40
Queens,STELLA,40
Brooklyn,BROWNIE,40
Manhattan,MICKEY,40
Brooklyn,JAX,40
Queens,MICKEY,40
Bronx,MAX ,40
Manhattan,HUNTER,39
Queens,TEDDY ,39
Manhattan,ROSIE ,39
Brooklyn,PRINCESS ,39
Staten Island,BUDDY ,39
Brooklyn,RUSTY,39
Queens,BAILEY ,39
Manhattan,OLIVER ,39
Manhattan,BAILEY ,39
Brooklyn,ROCCO,39
Staten Island,SHADOW,39
Staten Island,ROXY,39
Manhattan,SANDY,38
Manhattan,BUDDY ,38
Brooklyn,GRACIE,38
Brooklyn,OLLIE,38
Bronx,SHADOW,38
Manhattan,TYSON,38
Queens,PRINCESS ,38
Brooklyn,OTIS,38
Staten Island,ROCKY ,38
Manhattan,BENJI,38
Manhattan,WILLOW,38
Brooklyn,LADY ,38
Staten Island,TOBY,38
Staten Island,MAX ,38
Manhattan,TEDDY ,38
Manhattan,FINN,38
Queens,RUBY,38
Brooklyn,LAYLA,38
Queens,TOBY ,37
Bronx,BROWNIE,37
Manhattan,MINNIE,37
Manhattan,PRINCE,37
Queens,BABY,37
Bronx,DIAMOND,37
Brooklyn,MICKEY,37
Brooklyn,PRINCE ,37
Brooklyn,SNOOPY,37
Manhattan,SPARKY,37
Staten Island,COCO ,37
Staten Island,JACK,37
Brooklyn,DUKE,36
Manhattan,MIMI,36
Manhattan,MILLIE,36
Manhattan,BANDIT,36
Manhattan,STELLA ,36
Queens,LADY ,36
Brooklyn,HONEY,36
Staten Island,MAGGIE,36
Manhattan,HENRY ,36
Queens,MAGGIE ,36
Brooklyn,RUFUS,36
Bronx,SASHA,35
Queens,BROOKLYN,35
Manhattan,LUKE,35
Bronx,KING,35
Bronx,NENA,35
Manhattan,SAMANTHA,35
Queens,PEANUT,35
Brooklyn,BUDDY ,35
Staten Island,PENNY,35
Bronx,BABY,35
Brooklyn,NONE,35
Brooklyn,TEDDY ,35
Manhattan,ROXIE,35
Bronx,LUCKY ,35
Manhattan,BISCUIT,35
Manhattan,RUDY,35
Manhattan,PRINCESS ,35
Queens,MAYA,35
Manhattan,KIKI,34
Brooklyn,GUS,34
Brooklyn,JACK ,34
Manhattan,PENNY ,34
Manhattan,SPIKE,34
Queens,SPIKE,34
Manhattan,MONTY,34
Queens,MIMI,34
Brooklyn,LEXI,34
Brooklyn,ZIGGY,34
Queens,SADIE,34
Manhattan,SADIE ,34
Queens,ROMEO,34
Queens,NALA,34
Queens,ABBY,34
Manhattan,CHEWY,34
Queens,RUSTY,34
Manhattan,HANK,33
Queens,MAXIMUS,33
Manhattan,WALLY,33
Staten Island,DUKE,33
Brooklyn,WINSTON,33
Brooklyn,HARLEY,33
Manhattan,KOBE,33
Staten Island,ROCCO,33
Manhattan,LUCKY ,33
Brooklyn,ARCHIE,33
Manhattan,OSCAR ,33
Queens,CHEWY,33
Bronx,ROXY,33
Staten Island,ROSIE,33
Manhattan,FIONA,33
Manhattan,SOPHIE ,33
Manhattan,LUCA,33
Manhattan,TRIXIE,33
Brooklyn,LOKI,32
Brooklyn,GEORGE,32
Manhattan,LOKI,32
Queens,MIA ,32
Brooklyn,RUBY ,32
Staten Island,COOPER,32
Bronx,SOPHIE,32
Brooklyn,MARLEY,32
Queens,MILO ,32
Bronx,SNOOPY,32
Brooklyn,TYSON,32
Manhattan,LUNA ,32
Brooklyn,HUNTER,32
Manhattan,BRODY,32
Manhattan,RUSTY,32
Staten Island,SOPHIE,32
Brooklyn,GIZMO ,32
Brooklyn,PEBBLES,32
Queens,DIESEL,32
Manhattan,CHARLOTTE,32
Manhattan,WALTER,32
Manhattan,JOSIE,31
Queens,LAYLA,31
Queens,ANGEL,31
Manhattan,BABY ,31
Queens,EMMA,31
Manhattan,OLIVIA,31
Brooklyn,MIA ,31
Staten Island,OREO,31
Bronx,JACK,31
Bronx,MILO,31
Manhattan,MAXIMUS,31
Manhattan,HUGO,31
Queens,KING,31
Manhattan,LOUIS,31
Queens,HARLEY,31
Queens,TYSON,31
Bronx,BRUNO,31
Manhattan,BRADY,31
Manhattan,BOOMER,31
Manhattan,LEO ,30
Manhattan,SIR ,30
Manhattan,THEO,30
Manhattan,BRUCE,30
Manhattan,WINSTON ,30
Queens,MISSY,30
Bronx,PRECIOUS,30
Queens,BENNY,30
Manhattan,REGGIE,30
Manhattan,SNOOPY,30
Queens,BABY ,30
Brooklyn,KING ,30
Brooklyn,ABBY,30
Bronx,BAILEY,30
Manhattan,BELLE,30
Brooklyn,ELLIE,30
Manhattan,ELVIS,30
Brooklyn,HUDSON,30
Manhattan,BABY,30
Brooklyn,CHESTER,30
Brooklyn,MAXIMUS,30
Queens,LUCY ,30
Queens,OSCAR,30
Brooklyn,MOCHA,29
Manhattan,MABEL,29
Manhattan,ROCKY ,29
Queens,CHLOE ,29
Queens,BANDIT,29
Manhattan,WATSON,29
Brooklyn,SAM,29
Brooklyn,NALA,29
Manhattan,ACE,29
Manhattan,COOPER ,29
Queens,FLUFFY,29
Manhattan,PIPPA,29
Brooklyn,CHASE,29
Manhattan,SEBASTIAN,29
Manhattan,CALLIE,29
Queens,HONEY,29
Manhattan,ELI,29
Manhattan,ALFIE,29
Manhattan,MOCHI,29
Staten Island,PRINCESS,29
Manhattan,MAXWELL,29
Staten Island,GIZMO,29
Bronx,BEAR,29
Manhattan,BETTY,29
Bronx,KING ,29
Brooklyn,NONAME,29
Brooklyn,APOLLO,29
Bronx,LOLA ,29
Manhattan,SUKI,28
Brooklyn,ACE,28
Manhattan,MISS ,28
Queens,HAPPY,28
Manhattan,HARVEY,28
Bronx,LADY,28
Manhattan,SIMON,28
Brooklyn,TOBY ,28
Queens,MINNIE,28
Brooklyn,FLUFFY,28
Manhattan,CHICO,28
Brooklyn,BISCUIT,28
Brooklyn,BANDIT,28
Bronx,OREO ,28
Brooklyn,STAR,28
Queens,CHICO,28
Queens,MOCHA,28
Manhattan,DAKOTA,28
Brooklyn,MAYA,28
Manhattan,HARPER,28
Manhattan,BEAU,28
Queens,DIAMOND,28
Brooklyn,HOLLY,28
Manhattan,SMOKEY,28
Brooklyn,JASPER,28
Brooklyn,SASHA ,28
Brooklyn,MOOSE,28
Manhattan,CHARLEY,28
Manhattan,YOGI,28
Manhattan,THOR,28
Brooklyn,MILO ,27
Staten Island,COOKIE,27
Manhattan,MOCHA,27
Manhattan,BROWNIE,27
Brooklyn,PRECIOUS,27
Manhattan,PRECIOUS,27
Staten Island,LADY,27
Brooklyn,MINNIE,27
Queens,MARLEY,27
Staten Island,SADIE,27
Bronx,PEANUT,27
Manhattan,CASEY,27
Staten Island,HARLEY,27
Bronx,MOLLY,27
Manhattan,CASH,27
Manhattan,POPPY,27
Manhattan,GRACE,27
Staten Island,BEAR,27
Brooklyn,MURPHY,27
Brooklyn,MIMI,27
Manhattan,CHEWIE,27
Queens,CODY ,27
Manhattan,AVA,27
Manhattan,NINA,27
Queens,PRINCE ,27
Staten Island,LEO,27
Manhattan,MOLLY ,27
Brooklyn,SPIKE,27
Brooklyn,BOBBY,27
Manhattan,DELILAH,27
Brooklyn,LILLY,27
Manhattan,FLUFFY,27
Manhattan,CHASE,27
Queens,BELLE,27
Staten Island,RUBY,27
Manhattan,GINGER ,27
Manhattan,CLEO,27
Queens,GRACIE,26
Queens,OREO ,26
Bronx,ZEUS,26
Manhattan,JASMINE,26
Manhattan,SHEA,26
Queens,HONEY ,26
Brooklyn,OREO ,26
Manhattan,BUSTER ,26
Queens,SNOWBALL,26
Queens,LEXI,26
Queens,HAZEL,26
Queens,LILY ,26
Manhattan,TALLULAH,26
Brooklyn,BENNY,26
Manhattan,OZZIE,26
Staten Island,MILO,26
Queens,TUCKER,26
Manhattan,MOXIE,26
Bronx,GINGER,26
Queens,ACE,26
Queens,PETEY,26
Brooklyn,SUNNY,26
Queens,BRANDY,26
Brooklyn,COOKIE ,26
Staten Island,GINGER,26
Bronx,LUCY,26
Manhattan,TOBY ,26
Manhattan,PABLO,26
Manhattan,HONEY,26
Bronx,TEDDY ,26
Manhattan,LEXIE,26
Queens,REMY,26
Manhattan,COSMO,26
Brooklyn,ROMEO,26
Brooklyn,CASEY,26
Queens,HOLLY,26
Manhattan,BARNEY,26
Queens,GIGI,25
Brooklyn,CHANCE,25
Manhattan,ZOE ,25
Brooklyn,CASPER,25
Manhattan,DUNCAN,25
Brooklyn,MILLIE,25
Queens,DAKOTA,25
Bronx,PRINCE ,25
Brooklyn,MADISON,25
Manhattan,THEODORE,25
Brooklyn,WINNIE,25
Brooklyn,BAILEY ,25
Bronx,BENJI,25
Bronx,SPARKY,25
Manhattan,BERNIE,25
Queens,HUNTER,25
Staten Island,BANDIT,25
Manhattan,DYLAN,25
Staten Island,LUCY ,25
Bronx,PEPPER,25
Manhattan,SUNNY,25
Staten Island,OLIVER,25
Queens,JOEY,25
Queens,MOLLY ,25
Brooklyn,BRUCE,25
Manhattan,LUCAS,24
Queens,GINGER ,24
Manhattan,PIP,24
Brooklyn,PEANUT ,24
Manhattan,ZOEY ,24
Queens,ROXIE,24
Brooklyn,GIGI,24
Queens,SAMSON,24
Manhattan,SPENCER,24
Brooklyn,MR. ,24
Bronx,MICKEY,24
Brooklyn,CHICO,24
Queens,CHESTER,24
Queens,SMOKEY,24
Bronx,LADY ,24
Brooklyn,REMY,24
Queens,GEORGE,24
Bronx,COOKIE,24
Manhattan,BOWIE,24
Queens,CHASE,24
Staten Island,LEXI,24
Staten Island,ZEUS,24
Queens,CASEY,24
Staten Island,SAMMY,24
Manhattan,KING,24
Brooklyn,WILLOW,24
Manhattan,MISSY,24
Brooklyn,MAGGIE ,24
Brooklyn,BOWIE,24
Queens,FOXY,24
Queens,ZIGGY,24
Staten Island,MOLLY ,24
Brooklyn,SIMBA,24
Staten Island,BAILEY ,24
Queens,FRANKIE,24
Bronx,RUSTY,24
Queens,SUGAR,24
Brooklyn,COSMO,23
Brooklyn,BEAU,23
Queens,LOKI,23
Brooklyn,ROXY ,23
Bronx,LEO,23
Manhattan,KING ,23
Manhattan,RILEY ,23
Queens,SCOUT,23
Manhattan,SASHA ,23
Manhattan,EINSTEIN,23
Brooklyn,TUCKER,23
Manhattan,CHANCE,23
Brooklyn,SALLY,23
Brooklyn,STELLA ,23
Staten Island,LULU,23
Staten Island,LOUIE,23
Manhattan,MIA ,23
Queens,LOLA ,23
Queens,JASPER,23
Manhattan,STANLEY,23
Brooklyn,SMOKEY,23
Manhattan,BODHI,23
Brooklyn,ANNIE,23
Bronx,CODY,23
Manhattan,KONA,23
Bronx,RILEY,23
Staten Island,STELLA,23
Brooklyn,LOGAN,23
Queens,OLIVE,23
Brooklyn,MABEL,22
Bronx,TYSON,22
Manhattan,APOLLO,22
Staten Island,REX,22
Brooklyn,DIAMOND ,22
Brooklyn,GINGER ,22
Manhattan,MURRAY,22
Staten Island,SANDY,22
Manhattan,JESSIE,22
Staten Island,SASHA,22
Queens,SASHA ,22
Brooklyn,ELLA,22
Manhattan,FELIX,22
Brooklyn,ONYX,22
Queens,LUNA ,22
Brooklyn,JUNO,22
Queens,COCOA,22
Manhattan,TESSA,22
Manhattan,HARRY ,22
Manhattan,COOKIE ,22
Bronx,PEBBLES,22
Brooklyn,CHEWY,22
Queens,NINA,22
Manhattan,SAM ,22
Manhattan,PRINCE ,22
Staten Island,MINNIE,22
Manhattan,FRANK,22
Manhattan,MADISON ,22
Manhattan,SAMSON,22
Manhattan,ATHENA,22
Brooklyn,HAPPY,22
Manhattan,TAZ,22
Brooklyn,CHAMP,22
Manhattan,HUDSON ,22
Brooklyn,SAMSON,22
Brooklyn,SONNY,22
Staten Island,ABBY,22
Manhattan,QUINN,22
Queens,MOCHI,22
Queens,PEBBLES,22
Manhattan,CASSIE,22
Brooklyn,BAXTER,22
Bronx,BUDDY ,22
Brooklyn,JOEY,22
Queens,CASPER,22
Staten Island,PRINCESS ,22
Manhattan,NIKO,22
Manhattan,MUFFIN,22
Staten Island,ROMEO,22
Bronx,BANDIT,21
Manhattan,MILO ,21
Manhattan,SKY,21
Manhattan,JOJO,21
Manhattan,MAISIE,21
Manhattan,DIXIE,21
Brooklyn,SANDY ,21
Manhattan,ODIN,21
Bronx,MIA ,21
Staten Island,RILEY,21
Bronx,HARLEY,21
Queens,CHAMP,21
Manhattan,DIEGO,21
Manhattan,EDDIE,21
Queens,TIGER,21
Queens,HERCULES,21
Staten Island,HONEY,21
Manhattan,MOMO,21
Manhattan,PETEY,21
Queens,APOLLO,21
Manhattan,BARKLEY,21
Manhattan,CALI,21
Queens,ANNIE,21
Brooklyn,BLUE ,21
Brooklyn,SUGAR,21
Bronx,LULU,21
Queens,LILLY,21
Manhattan,SUGAR,21
Manhattan,MASON,21
Queens,BOBO,21
Manhattan,SAMMY ,21
Bronx,BLU,21
Manhattan,CLYDE,21
Brooklyn,MOLLY ,21
Bronx,BLUE,21
Queens,JUNIOR,21
Bronx,PENNY,21
Manhattan,MOOSE,21
Manhattan,SCARLETT,21
Manhattan,BLUE ,21
Brooklyn,DIXIE,21
Staten Island,DAISY ,21
Manhattan,BOO,21
Brooklyn,PHOEBE,21
Queens,HENRY,21
Staten Island,CHARLIE ,21
Queens,RAMBO,21
Brooklyn,LUNA ,21
Manhattan,TOMMY,21
Bronx,LUNA ,21
Queens,SHEA,20
Bronx,ROSIE,20
Brooklyn,STORM,20
Manhattan,PEBBLES,20
Manhattan,ROXY ,20
Brooklyn,ISABELLA,20
Manhattan,CHELSEA,20
Brooklyn,ELVIS,20
Manhattan,PUMPKIN,20
Brooklyn,ROSCOE,20
Brooklyn,PEACHES,20
Manhattan,KATIE,20
Staten Island,DEXTER,20
Brooklyn,ENZO,20
Bronx,HUNTER,20
Brooklyn,WATSON,20
Queens,KOKO,20
Bronx,DEXTER,20
Manhattan,SYDNEY,20
Manhattan,COCOA,20
Manhattan,NAPOLEON,20
Brooklyn,CASH,20
Queens,AMBER,20
Queens,HARRY,20
Brooklyn,MATILDA,20
Manhattan,VIOLET,20
Queens,OLIVER ,20
Queens,MURPHY,20
Brooklyn,SADIE ,20
Queens,CHANCE,20
Manhattan,WRIGLEY,20
Queens,BOSCO,20
Manhattan,SCOUT ,20
Manhattan,FRED,20
Queens,BOBBY,20
Manhattan,NELLIE,20
Brooklyn,SKY,20
Manhattan,JAKE ,20
Brooklyn,FIONA,20
Brooklyn,HANK,20
Staten Island,ZOE,20
Staten Island,SNOOPY,20
Brooklyn,MOCHI,20
Brooklyn,BROOKLYN ,20
Manhattan,ROSCOE,20
Manhattan,ISABELLA,20
Brooklyn,RUDY,20
Brooklyn,CLYDE,20
Manhattan,BUTTERCUP,20
Brooklyn,BUSTER ,20
Staten Island,JAX,20
Manhattan,TIGER,20
Manhattan,CODY ,20
Brooklyn,HUGO,20
Bronx,LILY,20
Manhattan,DOLLY,20
Brooklyn,DIESEL,20
Queens,RUBY ,20
Staten Island,GRACIE,19
Bronx,DIESEL,19
Manhattan,NIKKI,19
Brooklyn,ANGEL ,19
Queens,SOPHIE ,19
Manhattan,FREDDIE,19
Manhattan,ENZO,19
Manhattan,SHELBY,19
Manhattan,BOBBY,19
Brooklyn,RILEY ,19
Brooklyn,TRIXIE,19
Brooklyn,VIOLET,19
Manhattan,HERSHEY,19
Bronx,FRANKIE,19
Staten Island,BABY,19
Bronx,FLUFFY,19
Manhattan,SALLY,19
Manhattan,HAPPY,19
Manhattan,BLU,19
Manhattan,STORM,19
Manhattan,IVY,19
Queens,HERSHEY,19
Queens,SCOOBY,19
Manhattan,ZELDA,19
Manhattan,RIPLEY,19
Brooklyn,NENA,19
Brooklyn,BELLE,19
Staten Island,SPARKY,19
Manhattan,PEPPER ,19
Manhattan,ELOISE,19
Staten Island,PEBBLES,19
Queens,MADISON,19
Brooklyn,HENRY ,19
Manhattan,SPANKY,19
Brooklyn,PENELOPE,19
Bronx,GIGI,19
Queens,KOBE,19
Staten Island,LILY,19
Queens,BONNIE,19
Queens,SCRAPPY,19
Bronx,RUBY,19
Manhattan,BONNIE,19
Manhattan,MILES,19
Brooklyn,HONEY ,19
Queens,THOR,19
Brooklyn,CODY ,19
Manhattan,DANTE,18
Brooklyn,COCOA,18
Brooklyn,BEN,18
Manhattan,MOOKIE,18
Manhattan,BRUTUS,18
Queens,COOKIE ,18
Manhattan,TUCKER ,18
Bronx,ROMEO,18
Manhattan,JUNO,18
Queens,ANDY,18
Manhattan,FOXY,18
Manhattan,CINNAMON,18
Bronx,CHEWY,18
Staten Island,MURPHY,18
Manhattan,PIPPIN,18
Queens,HEIDI,18
Staten Island,ANGEL,18
Brooklyn,BOOMER,18
Queens,RUSTY ,18
Brooklyn,DUSTY,18
Manhattan,NICO,18
Queens,LOGAN,18
Bronx,MAXIMUS,18
Manhattan,LINUS,18
Queens,ANGEL ,18
Manhattan,DIESEL,18
Manhattan,JESSE,18
Brooklyn,DIEGO,18
Brooklyn,CINNAMON,18
Bronx,CODY ,18
Manhattan,BO,18
Manhattan,JASPER ,18
Queens,LUCAS,18
Manhattan,FRITZ,18
Manhattan,DIAMOND,18
Brooklyn,MUFFIN,18
Staten Island,PEANUT,18
Manhattan,LILLY ,18
Manhattan,TACO,18
Manhattan,OREO ,18
Queens,SANDY ,18
Manhattan,TYLER,18
Brooklyn,LULU ,18
Staten Island,RUDY,18
Manhattan,LIZZIE,18
Manhattan,WHISKEY,18
Manhattan,PEACHES,18
Manhattan,SCOOTER,18
Brooklyn,FINN,18
Bronx,CHARLIE ,18
Staten Island,MAGGIE ,18
Manhattan,OZZY,18
Manhattan,PIPER ,18
Manhattan,CHIP,18
Brooklyn,OLIVER ,18
Staten Island,SIMBA,18
Bronx,ZOEY,18
Bronx,ACE,18
Manhattan,KUMA,18
Brooklyn,PETEY,18
Queens,JACKIE,18
Manhattan,HERCULES,18
Bronx,HONEY,18
Queens,ZOEY ,17
Brooklyn,MIDNIGHT,17
Brooklyn,FOXY,17
Brooklyn,SOPHIE ,17
Queens,PENNY ,17
Bronx,JAX,17
Queens,TOMMY,17
Manhattan,MATILDA,17
Brooklyn,BETTY,17
Brooklyn,BEBE,17
Brooklyn,NICO,17
Brooklyn,DELILAH,17
Brooklyn,NINA,17
Manhattan,CASPER,17
Bronx,BLACKIE,17
Bronx,LAYLA,17
Manhattan,MIKEY,17
Manhattan,WALLACE,17
Bronx,HERCULES,17
Manhattan,LILA,17
Brooklyn,LEO ,17
Manhattan,PACO,17
Bronx,CHESTER,17
Manhattan,GRACIE ,17
Manhattan,AMBER,17
Brooklyn,SIR ,17
Staten Island,OREO ,17
Staten Island,CASEY,17
Manhattan,MISTER ,17
Queens,SIMON,17
Queens,PATCHES,17
Brooklyn,SOPHIA,17
Bronx,REX,17
Queens,SHADOW ,17
Brooklyn,TIGER,17
Brooklyn,SCOOBY,17
Queens,PRECIOUS,17
Brooklyn,MIKEY,17
Manhattan,NORMAN,17
Staten Island,LADY ,17
Queens,SAMANTHA,17
Manhattan,FRIDA,17
Brooklyn,JERRY,17
Queens,CHANEL,17
