UID,Borough,Gender
21346,Queens,M
21349,Manhattan,F
21350,Bronx,M
21351,Manhattan,M
21352,Manhattan,M
21353,Manhattan,F
21354,Manhattan,F
21355,Brooklyn,F
21356,Brooklyn,M
21357,Brooklyn,M
21358,Manhattan,M
21359,Brooklyn,M
21360,Queens,M
21361,Bronx,F
21362,Brooklyn,F
21363,Manhattan,F
21364,Bronx,M
21365,Bronx,F
21366,Manhattan,M
21367,Manhattan,M
21368,Brooklyn,F
21369,Queens,F
21370,Brooklyn,M
21371,Bronx,F
21372,Manhattan,F
21373,Manhattan,M
21374,Queens,M
21375,Bronx,F
21376,Queens,F
21377,Queens,M
21378,Queens,M
21379,Queens,M
21380,Brooklyn,M
21381,Manhattan,M
21382,Queens,M
21383,Brooklyn,F
21384,Bronx,M
21385,Brooklyn,F
21386,Queens,M
21387,Bronx,M
21388,Queens,M
21389,Manhattan,F
21390,Queens,M
21391,Bronx,M
21392,Bronx,F
21393,Manhattan,M
21394,Manhattan,F
21395,Queens,F
21396,Brooklyn,M
21397,Brooklyn,F
21398,Brooklyn,F
21399,Brooklyn,M
21400,Brooklyn,F
21401,Manhattan,M
21402,Manhattan,F
21403,Brooklyn,F
21404,Manhattan,F
21405,Queens,M
21408,Brooklyn,M
21409,Manhattan,F
21410,Bronx,F
21411,Brooklyn,F
21412,Brooklyn,M
21413,Brooklyn,F
21414,Brooklyn,F
21415,Manhattan,M
21416,Brooklyn,M
21417,Manhattan,F
21418,Bronx,F
21419,Brooklyn,M
21420,Queens,F
21421,Staten Island,F
21422,Queens,F
21423,Manhattan,F
21426,Queens,M
21427,Brooklyn,M
21428,Queens,M
21429,Bronx,M
21430,Manhattan,M
21431,Manhattan,M
21432,Manhattan,F
21433,Brooklyn,F
21434,Staten Island,F
21435,Queens,F
21436,Brooklyn,M
21437,Staten Island,M
21438,Manhattan,F
21439,Brooklyn,F
21440,Staten Island,F
21441,Manhattan,F
21442,Manhattan,F
21443,Brooklyn,F
21444,Manhattan,F
21445,Bronx,M
21446,Queens,F
21447,Bronx,F
21448,Brooklyn,M
21449,Staten Island,M
21450,Queens,M
21451,Bronx,M
21452,Manhattan,M
21453,Bronx,F
21454,Manhattan,M
21455,Staten Island,F
21456,Manhattan,F
21457,Queens,M
21458,Queens,M
21459,Manhattan,M
21460,Manhattan,M
21461,Queens,M
21462,Queens,F
21463,Bronx,F
21464,Manhattan,M
21465,Manhattan,M
21466,Manhattan,M
21467,Brooklyn,M
21468,Brooklyn,F
21469,Manhattan,M
21470,Queens,M
21471,Brooklyn,F
21472,Queens,F
21473,Manhattan,M
21474,Brooklyn,F
21475,Queens,M
21476,Manhattan,F
21477,Queens,F
21478,Queens,F
21479,Manhattan,M
21480,Manhattan,M
21481,Queens,F
21482,Staten Island,M
21483,Queens,M
21484,Brooklyn,F
21485,Queens,M
21486,Staten Island,M
21487,Staten Island,F
21488,Manhattan,F
21489,Manhattan,F
21490,Queens,M
21491,Queens,M
21492,Manhattan,M
21493,Manhattan,F
21494,Manhattan,M
21495,Manhattan,F
21496,Manhattan,M
21497,Manhattan,F
21498,Brooklyn,F
21499,Manhattan,M
21500,Brooklyn,F
21501,Manhattan,M
21502,Manhattan,F
21503,Brooklyn,F
21504,Brooklyn,F
21505,Manhattan,F
21506,Staten Island,F
21507,Manhattan,M
21508,Brooklyn,M
21509,Bronx,M
21510,Manhattan,F
21511,Manhattan,F
21512,Brooklyn,F
21514,Staten Island,M
21515,Manhattan,M
21516,Queens,F
21517,Manhattan,F
21518,Manhattan,M
21520,Staten Island,F
21522,Bronx,F
21523,Brooklyn,M
21524,Bronx,F
21525,Brooklyn,F
21526,Manhattan,F
21527,Staten Island,F
21528,Staten Island,F
21529,Brooklyn,F
21530,Manhattan,M
21531,Queens,F
21532,Brooklyn,M
21533,Queens,F
21534,Manhattan,M
21535,Queens,M
21536,Staten Island,M
21537,Brooklyn,M
21538,Manhattan,M
21539,Brooklyn,M
21540,Manhattan,M
21541,Queens,F
21542,Bronx,M
21543,Queens,M
21544,Staten Island,M
21545,Brooklyn,M
21546,Brooklyn,F
21547,Brooklyn,M
21548,Staten Island,M
21549,Queens,F
21550,Bronx,M
21551,Brooklyn,F
21552,Manhattan,M
21553,Bronx,F
21554,Bronx,M
21555,Bronx,F
21556,Manhattan,M
21557,Staten Island,M
21558,Manhattan,M
21559,Brooklyn,F
21560,Manhattan,M
21561,Manhattan,F
21562,Manhattan,M
21563,Brooklyn,M
21564,Queens,F
21565,Manhattan,M
21566,Manhattan,M
21567,Brooklyn,F
21568,Bronx,F
21569,Manhattan,F
21570,Manhattan,F
21571,Brooklyn,M
21572,Manhattan,M
21573,Brooklyn,M
21574,Manhattan,F
21575,Manhattan,F
21576,Brooklyn,M
21577,Manhattan,M
21578,Bronx,M
21579,Manhattan,F
21580,Manhattan,F
21581,Staten Island,F
21582,Manhattan,F
21583,Staten Island,M
21584,Staten Island,M
21585,Queens,M
21586,Queens,F
21587,Manhattan,F
21588,Manhattan,M
21589,Manhattan,M
21590,Manhattan,F
21591,Queens,M
21592,Brooklyn,F
21593,Staten Island,M
21594,Queens,M
21595,Bronx,M
21596,Manhattan,F
21597,Manhattan,M
21598,Queens,F
21599,Queens,F
21600,Brooklyn,F
21601,Queens,F
21602,Staten Island,F
21603,Staten Island,M
21604,Manhattan,M
21605,Manhattan,M
21606,Staten Island,M
21607,Queens,M
21608,Queens,M
21609,Queens,F
21610,Manhattan,F
21611,Bronx,F
21612,Staten Island,F
21613,Manhattan,M
21614,Brooklyn,F
21615,Brooklyn,M
21616,Queens,M
21617,Manhattan,F
21618,Brooklyn,M
21619,Manhattan,F
21620,Manhattan,F
21621,Bronx,M
21622,Bronx,M
21623,Bronx,M
21624,Manhattan,M
21625,Staten Island,F
21626,Manhattan,M
21627,Queens,F
21632,Manhattan,M
21633,Brooklyn,F
21634,Manhattan,M
21635,Brooklyn,F
21636,Staten Island,F
21637,Manhattan,M
21638,Brooklyn,F
21639,Manhattan,M
21640,Staten Island,M
21641,Staten Island,M
21642,Manhattan,M
21643,Queens,M
21644,Brooklyn,F
21645,Queens,F
21646,Queens,M
21647,Queens,F
21648,Staten Island,M
21649,Staten Island,F
21650,Brooklyn,F
21651,Manhattan,F
21652,Brooklyn,F
21653,Staten Island,F
21654,Bronx,F
21655,Manhattan,M
21656,Queens,F
21657,Brooklyn,M
21658,Bronx,F
21664,Manhattan,M
21665,Brooklyn,F
21666,Queens,F
21667,Queens,F
21668,Manhattan,F
21669,Staten Island,F
21670,Bronx,M
21671,Brooklyn,F
21672,Manhattan,M
21673,Bronx,M
21674,Manhattan,F
21675,Manhattan,F
21676,Brooklyn,M
21677,Staten Island,F
21678,Bronx,F
21679,Manhattan,F
21680,Manhattan,M
21681,Bronx,F
21682,Queens,M
21683,Bronx,M
21684,Bronx,M
21685,Queens,M
21686,Manhattan,F
21687,Brooklyn,M
21688,Manhattan,F
21689,Queens,M
21690,Manhattan,F
21691,Manhattan,F
21692,Queens,F
21693,Manhattan,F
21694,Brooklyn,F
21695,Queens,F
21696,Queens,F
21697,Manhattan,M
21698,Brooklyn,M
21699,Staten Island,M
21700,Manhattan,M
21701,Queens,F
21702,Manhattan,M
21703,Brooklyn,M
21704,Bronx,M
21705,Bronx,F
21706,Bronx,F
21707,Queens,M
21708,Brooklyn,F
21709,Manhattan,F
21710,Brooklyn,F
21711,Queens,M
21712,Manhattan,F
21713,Staten Island,M
21714,Manhattan,M
21715,Brooklyn,M
21716,Brooklyn,M
21717,Queens,M
21718,Manhattan,M
21719,Brooklyn,F
21720,Manhattan,M
21721,Manhattan,F
21722,Manhattan,F
21723,Manhattan,M
21724,Brooklyn,M
21725,Queens,M
21726,Manhattan,M
21727,Brooklyn,F
21728,Staten Island,M
21729,Manhattan,M
21730,Queens,F
21731,Brooklyn,M
21732,Manhattan,M
21733,Brooklyn,M
21734,Staten Island,M
21735,Brooklyn,M
21736,Brooklyn,M
21737,Brooklyn,M
21738,Queens,F
21739,Staten Island,F
21740,Manhattan,F
21744,Brooklyn,F
21745,Manhattan,F
21746,Brooklyn,F
21747,Staten Island,F
21748,Queens,F
21749,Manhattan,F
21750,Brooklyn,M
21751,Brooklyn,M
21752,Brooklyn,F
21753,Queens,M
21754,Bronx,M
21755,Manhattan,M
21756,Manhattan,F
21757,Brooklyn,F
21758,Manhattan,M
21759,Queens,M
21760,Staten Island,M
21761,Manhattan,F
21762,Manhattan,M
21763,Brooklyn,F
21764,Manhattan,M
21765,Manhattan,M
21766,Brooklyn,F
21767,Queens,M
21768,Bronx,F
21769,Queens,F
21770,Staten Island,M
21771,Bronx,F
21772,Brooklyn,F
21773,Brooklyn,F
21774,Staten Island,F
21775,Queens,M
21776,Manhattan,F
21777,Manhattan,M
21778,Bronx,M
21779,Queens,M
21780,Brooklyn,M
21781,Manhattan,F
21782,Queens,M
21783,Queens,M
21784,Queens,M
21785,Bronx,M
21786,Brooklyn,M
21787,Queens,F
21788,Manhattan,F
21789,Staten Island,M
21790,Queens,F
21791,Queens,M
21792,Manhattan,F
21793,Bronx,M
21794,Queens,M
21795,Manhattan,M
21796,Manhattan,M
21797,Queens,F
21798,Brooklyn,M
21799,Staten Island,F
21800,Brooklyn,M
21801,Manhattan,F
21802,Queens,M
21803,Brooklyn,M
21804,Brooklyn,F
21805,Bronx,F
21806,Manhattan,M
21807,Queens,F
21808,Manhattan,M
21809,Queens,M
21810,Manhattan,M
21811,Bronx,M
21812,Manhattan,F
21813,Manhattan,M
21814,Staten Island,M
21815,Manhattan,M
21816,Brooklyn,F
21817,Staten Island,F
21818,Brooklyn,F
21819,Bronx,M
21820,Queens,F
21821,Queens,M
21822,Manhattan,M
21823,Manhattan,M
21824,Manhattan,M
21825,Staten Island,M
21826,Brooklyn,M
21827,Queens,M
21828,Manhattan,F
21829,Brooklyn,F
21830,Brooklyn,M
21831,Bronx,F
21832,Manhattan,F
21833,Brooklyn,F
21834,Brooklyn,M
21835,Manhattan,F
21836,Bronx,M
21837,Manhattan,M
21838,Brooklyn,F
21839,Queens,F
21840,Queens,M
21841,Bronx,M
21842,Brooklyn,M
21843,Queens,F
21844,Manhattan,M
21845,Bronx,F
21846,Manhattan,M
21847,Manhattan,F
21848,Bronx,F
21849,Brooklyn,F
21850,Brooklyn,M
21851,Manhattan,M
21852,Manhattan,F
21853,Manhattan,M
21854,Manhattan,F
21855,Manhattan,M
21856,Queens,M
21857,Manhattan,M
21858,Queens,M
21859,Manhattan,M
21860,Manhattan,F
21861,Queens,F
21862,Queens,F
21863,Queens,M
21864,Manhattan,F
21865,Staten Island,M
21866,Manhattan,F
21867,Manhattan,F
21868,Bronx,M
21869,Queens,F
21870,Manhattan,F
21871,Manhattan,F
21872,Bronx,F
21873,Manhattan,F
21874,Manhattan,F
21875,Manhattan,M
21876,Manhattan,F
21877,Brooklyn,F
21878,Brooklyn,M
21879,Brooklyn,M
21880,Bronx,F
21881,Staten Island,F
21882,Staten Island,F
21883,Queens,M
21884,Brooklyn,M
21885,Staten Island,F
21886,Queens,F
21887,Brooklyn,F
21888,Brooklyn,M
21889,Brooklyn,M
21890,Manhattan,F
21891,Brooklyn,M
21892,Bronx,M
21893,Manhattan,M
21894,Staten Island,F
21895,Queens,M
21896,Manhattan,M
21897,Queens,F
21898,Manhattan,M
21899,Bronx,F
21908,Manhattan,F
21909,Brooklyn,F
21910,Bronx,F
21911,Manhattan,F
21912,Staten Island,M
21913,Brooklyn,M
21914,Manhattan,M
21915,Bronx,M
21916,Brooklyn,F
21917,Manhattan,F
21918,Bronx,F
21919,Queens,M
21920,Bronx,M
21921,Brooklyn,F
21922,Brooklyn,F
21923,Brooklyn,F
21924,Brooklyn,M
21925,Brooklyn,M
21926,Manhattan,F
21927,Manhattan,M
21928,Manhattan,M
21929,Queens,M
21930,Brooklyn,F
21931,Brooklyn,F
21932,Brooklyn,F
21933,Manhattan,F
21934,Queens,F
21935,Bronx,F
21936,Manhattan,M
21937,Queens,M
21938,Manhattan,M
21939,Manhattan,F
21940,Brooklyn,F
21941,Staten Island,F
21942,Queens,M
21943,Brooklyn,M
21944,Bronx,F
21945,Brooklyn,M
21946,Staten Island,F
21947,Manhattan,F
21948,Manhattan,F
21949,Manhattan,F
21950,Manhattan,M
21951,Manhattan,M
21952,Brooklyn,F
21953,Bronx,M
21954,Manhattan,F
21955,Brooklyn,M
21956,Bronx,M
21957,Queens,F
21958,Brooklyn,F
21959,Brooklyn,F
21960,Manhattan,M
21961,Manhattan,F
21962,Brooklyn,F
21963,Manhattan,M
21964,Brooklyn,M
21965,Bronx,M
21966,Brooklyn,M
21967,Queens,M
21968,Manhattan,F
21969,Staten Island,M
21970,Bronx,M
21971,Brooklyn,M
21972,Queens,M
21973,Manhattan,M
21974,Manhattan,M
21975,Manhattan,F
21976,Queens,F
21977,Manhattan,M
21978,Bronx,F
21979,Staten Island,F
21980,Manhattan,M
21981,Brooklyn,M
21982,Manhattan,F
21983,Brooklyn,F
21984,Manhattan,F
21985,Manhattan,M
21986,Queens,F
21987,Queens,F
21988,Bronx,M
21989,Brooklyn,M
21990,Queens,F
21991,Queens,F
21992,Bronx,M
21993,Bronx,M
21994,Queens,M
21995,Manhattan,M
21996,Brooklyn,F
21997,Queens,M
21998,Manhattan,M
21999,Brooklyn,F
22000,Staten Island,M
22001,Brooklyn,F
22002,Bronx,M
22003,Queens,M
22004,Queens,M
22005,Brooklyn,F
22006,Queens,F
22007,Manhattan,M
22008,Staten Island,M
22009,Brooklyn,M
22010,Manhattan,M
22011,Queens,M
22012,Manhattan,F
22013,Queens,F
22014,Manhattan,F
22015,Queens,F
22016,Queens,M
22018,Queens,M
22019,Queens,M
22020,Queens,M
22021,Manhattan,F
22022,Queens,M
22023,Manhattan,M
22024,Brooklyn,M
22025,Manhattan,M
22026,Manhattan,F
22027,Brooklyn,F
22028,Brooklyn,M
22029,Queens,M
22030,Brooklyn,F
22031,Queens,F
22032,Queens,F
22033,Manhattan,M
22034,Staten Island,F
22035,Manhattan,M
22036,Manhattan,F
22037,Manhattan,F
22038,Staten Island,M
22039,Brooklyn,M
22040,Queens,F
22041,Queens,F
22042,Manhattan,F
22043,Bronx,F
22044,Brooklyn,F
22045,Brooklyn,F
22046,Queens,M
22047,Queens,M
22048,Queens,M
22049,Staten Island,M
22050,Manhattan,M
22051,Brooklyn,M
22052,Queens,M
22053,Queens,F
22054,Manhattan,M
22055,Brooklyn,F
22056,Brooklyn,F
22057,Queens,M
22058,Brooklyn,M
22059,Queens,M
22060,Brooklyn,F
22061,Manhattan,F
22062,Staten Island,F
22064,Brooklyn,M
22065,Bronx,M
22066,Queens,F
22069,Brooklyn,M
22070,Queens,F
22071,Manhattan,M
22072,Manhattan,F
22073,Queens,M
22074,Manhattan,M
22075,Staten Island,M
22076,Bronx,M
22077,Brooklyn,F
22078,Brooklyn,M
22079,Queens,F
22080,Queens,M
22081,Staten Island,M
22082,Brooklyn,F
22083,Brooklyn,F
22084,Manhattan,M
22085,Manhattan,M
22086,Brooklyn,M
22087,Staten Island,F
22088,Manhattan,F
22089,Manhattan,M
22090,Queens,F
22091,Bronx,F
22092,Staten Island,F
22093,Manhattan,F
22094,Queens,F
22095,Queens,F
22096,Brooklyn,M
22097,Queens,M
22098,Manhattan,F
22099,Queens,M
22100,Brooklyn,M
22101,Manhattan,M
22102,Brooklyn,F
22103,Brooklyn,F
22104,Manhattan,F
22105,Brooklyn,F
22106,Manhattan,F
22107,Manhattan,M
22108,Manhattan,M
22109,Brooklyn,M
22110,Queens,M
22111,Bronx,F
22112,Manhattan,M
22113,Brooklyn,M
22114,Staten Island,M
22115,Manhattan,M
22116,Bronx,F
22117,Brooklyn,M
22118,Bronx,F
22119,Queens,F
22120,Brooklyn,F
22121,Queens,F
22122,Queens,M
22123,Manhattan,M
22124,Brooklyn,F
22125,Manhattan,M
22126,Manhattan,F
22127,Manhattan,F
22128,Manhattan,M
22129,Queens,F
22130,Brooklyn,M
22131,Staten Island,M
22132,Brooklyn,M
22133,Brooklyn,M
22134,Manhattan,M
22135,Manhattan,M
22136,Brooklyn,M
22137,Manhattan,F
22138,Queens,M
22139,Queens,F
22140,Brooklyn,F
22141,Brooklyn,F
22142,Manhattan,M
22143,Manhattan,M
22144,Manhattan,F
22145,Bronx,M
22146,Manhattan,M
22147,Manhattan,M
22148,Manhattan,F
22149,Manhattan,M
22150,Manhattan,F
22151,Queens,M
22152,Queens,M
22153,Brooklyn,F
22154,Bronx,M
22155,Manhattan,F
22156,Staten Island,F
22157,Brooklyn,M
22158,Queens,F
22159,Brooklyn,M
22160,Queens,M
22161,Manhattan,M
22162,Manhattan,M
22163,Manhattan,M
22164,Queens,M
22165,Brooklyn,F
22166,Queens,M
22167,Bronx,M
22168,Brooklyn,F
22169,Queens,F
22170,Brooklyn,F
22171,Bronx,M
22172,Manhattan,M
22173,Brooklyn,F
22174,Manhattan,M
22175,Brooklyn,F
22176,Manhattan,F
22177,Manhattan,M
22178,Bronx,M
22179,Manhattan,F
22180,Brooklyn,F
22181,Brooklyn,M
22182,Brooklyn,M
22183,Bronx,M
22184,Queens,M
22185,Staten Island,F
22186,Brooklyn,M
22187,Manhattan,F
22188,Staten Island,M
22189,Staten Island,M
22190,Queens,M
22191,Brooklyn,M
22192,Brooklyn,M
22193,Manhattan,F
22194,Manhattan,F
22195,Queens,F
22196,Queens,M
22197,Manhattan,F
22198,Brooklyn,F
22199,Brooklyn,M
22200,Queens,M
22201,Manhattan,M
22202,Brooklyn,F
22203,Queens,F
22204,Manhattan,F
22205,Manhattan,F
22206,Manhattan,M
22215,Manhattan,M
22216,Manhattan,M
22217,Manhattan,M
22218,Queens,F
22219,Queens,M
22220,Manhattan,M
22221,Brooklyn,M
22222,Manhattan,M
22223,Brooklyn,F
22224,Manhattan,F
22225,Manhattan,F
22226,Manhattan,M
22227,Queens,M
22228,Staten Island,M
22229,Queens,F
22230,Brooklyn,M
22231,Bronx,M
22232,Queens,M
22233,Manhattan,F
22234,Brooklyn,F
22235,Staten Island,M
22236,Brooklyn,M
22237,Manhattan,F
22238,Manhattan,F
22239,Manhattan,M
22240,Manhattan,F
22241,Manhattan,M
22242,Brooklyn,F
22243,Manhattan,F
22244,Manhattan,M
22245,Brooklyn,F
22246,Brooklyn,F
22247,Brooklyn,M
22248,Manhattan,M
22249,Bronx,M
22250,Queens,M
22251,Queens,M
22252,Manhattan,M
22253,Brooklyn,F
22254,Manhattan,F
22255,Queens,F
22256,Manhattan,M
22257,Manhattan,M
22258,Staten Island,M
22259,Manhattan,M
22260,Manhattan,F
22261,Brooklyn,M
22262,Manhattan,M
22263,Staten Island,M
22264,Queens,M
22265,Brooklyn,F
22266,Manhattan,F
22267,Queens,F
22268,Manhattan,F
22269,Queens,F
22270,Manhattan,M
22271,Brooklyn,M
22272,Manhattan,F
22273,Manhattan,F
22274,Queens,F
22275,Queens,F
22276,Manhattan,M
22277,Manhattan,F
22278,Bronx,M
22279,Manhattan,F
22280,Staten Island,F
22281,Brooklyn,M
22282,Staten Island,M
22283,Brooklyn,M
22284,Brooklyn,F
22285,Staten Island,M
22286,Brooklyn,M
22287,Manhattan,M
22288,Manhattan,F
22289,Brooklyn,F
22290,Brooklyn,F
22291,Queens,M
22292,Brooklyn,M
22293,Queens,M
22294,Manhattan,F
22296,Manhattan,M
22297,Manhattan,M
22298,Brooklyn,F
22299,Manhattan,F
22300,Staten Island,M
22301,Manhattan,F
22302,Manhattan,M
22303,Manhattan,F
22304,Manhattan,M
22305,Brooklyn,M
22306,Manhattan,M
22307,Brooklyn,F
22308,Queens,M
22309,Manhattan,F
22310,Brooklyn,F
22311,Queens,M
22312,Brooklyn,M
22313,Manhattan,M
22314,Queens,F
22315,Queens,M
22316,Brooklyn,F
22317,Queens,F
22318,Queens,F
22319,Manhattan,M
22320,Staten Island,M
22321,Brooklyn,M
22322,Brooklyn,F
22331,Manhattan,F
22332,Manhattan,M
22333,Staten Island,M
22334,Bronx,M
22335,Manhattan,M
22336,Queens,M
22338,Bronx,F
22339,Manhattan,F
22340,Staten Island,M
22341,Queens,F
22342,Brooklyn,M
22343,Queens,M
22344,Bronx,M
22345,Brooklyn,F
22346,Brooklyn,M
22347,Manhattan,M
22348,Manhattan,F
22349,Queens,F
22350,Brooklyn,F
22351,Bronx,M
22352,Bronx,F
22353,Manhattan,M
22354,Manhattan,M
22355,Manhattan,M
22356,Brooklyn,M
22357,Staten Island,F
22358,Manhattan,F
22359,Brooklyn,F
22360,Queens,F
22361,Manhattan,M
22362,Brooklyn,F
22363,Manhattan,M
22364,Brooklyn,M
22365,Manhattan,M
22366,Bronx,M
22367,Staten Island,M
22368,Queens,M
22369,Manhattan,F
22370,Queens,M
22371,Brooklyn,F
22372,Queens,F
22373,Queens,M
22374,Manhattan,F
22375,Manhattan,F
22376,Manhattan,F
22377,Brooklyn,F
22378,Brooklyn,M
22379,Brooklyn,F
22380,Manhattan,F
22381,Queens,F
22382,Manhattan,M
22383,Manhattan,F
22384,Staten Island,F
22385,Brooklyn,F
22386,Manhattan,F
22387,Queens,F
22388,Manhattan,F
22389,Brooklyn,F
22390,Queens,M
22391,Manhattan,M
22392,Brooklyn,M
22393,Brooklyn,M
22394,Brooklyn,F
22395,Brooklyn,F
22396,Manhattan,M
22397,Manhattan,M
22398,Manhattan,M
22399,Queens,M
22400,Manhattan,M
22401,Staten Island,F
22402,Brooklyn,F
22403,Brooklyn,F
22404,Brooklyn,F
22405,Queens,F
22406,Queens,F
22407,Brooklyn,M
22408,Manhattan,F
22409,Bronx,F
22410,Manhattan,F
22411,Manhattan,F
22412,Manhattan,F
22413,Manhattan,M
22414,Brooklyn,M
22415,Brooklyn,F
22416,Brooklyn,M
22417,Manhattan,M
22418,Brooklyn,M
22419,Manhattan,F
22420,Queens,M
22421,Manhattan,F
22422,Queens,M
22423,Queens,M
22424,Manhattan,M
22425,Staten Island,F
22426,Queens,M
22427,Manhattan,F
22428,Manhattan,F
22429,Manhattan,M
22430,Brooklyn,M
22431,Manhattan,M
22432,Manhattan,M
22433,Brooklyn,M
22434,Queens,F
22435,Queens,F
22436,Brooklyn,M
22437,Brooklyn,M
22438,Brooklyn,F
22439,Manhattan,M
22440,Manhattan,M
22441,Queens,F
22442,Brooklyn,M
22443,Brooklyn,M
22444,Manhattan,M
22445,Manhattan,M
22446,Staten Island,F
22447,Queens,M
22448,Brooklyn,F
22449,Queens,F
22450,Manhattan,M
22451,Manhattan,M
22452,Manhattan,F
22453,Manhattan,F
22454,Brooklyn,M
22455,Staten Island,F
22456,Bronx,F
22457,Manhattan,M
22458,Manhattan,M
22459,Queens,M
22460,Manhattan,M
22461,Manhattan,F
22462,Manhattan,M
22463,Queens,M
22464,Brooklyn,M
22465,Brooklyn,M
22466,Manhattan,F
22467,Manhattan,M
22468,Manhattan,F
22469,Manhattan,F
22470,Queens,F
22471,Queens,M
22472,Brooklyn,F
22473,Manhattan,F
22474,Manhattan,M
22475,Manhattan,M
22476,Manhattan,M
22477,Manhattan,M
22478,Staten Island,F
22479,Brooklyn,F
22480,Staten Island,M
22481,Bronx,M
22482,Brooklyn,F
22483,Brooklyn,F
22484,Manhattan,M
22485,Brooklyn,M
22486,Manhattan,F
22487,Queens,F
22488,Manhattan,M
22489,Manhattan,F
22490,Manhattan,F
22491,Brooklyn,M
22492,Bronx,F
22493,Queens,M
22494,Queens,M
22495,Brooklyn,M
22496,Manhattan,F
22497,Queens,M
22498,Queens,F
22499,Queens,F
22500,Brooklyn,M
22501,Manhattan,M
22502,Queens,M
22503,Queens,F
22504,Manhattan,F
22505,Manhattan,M
22506,Brooklyn,M
22507,Queens,M
22508,Staten Island,M
22509,Queens,F
22510,Queens,F
22511,Manhattan,F
22512,Brooklyn,F
22513,Manhattan,F
22514,Manhattan,F
22515,Queens,M
22516,Manhattan,M
22517,Queens,M
22518,Brooklyn,F
22519,Manhattan,F
22520,Manhattan,M
22521,Manhattan,M
22522,Manhattan,F
22523,Brooklyn,F
22524,Queens,M
22525,Bronx,F
22526,Queens,M
22527,Manhattan,F
22528,Manhattan,M
22529,Bronx,F
22530,Brooklyn,M
22531,Manhattan,F
22532,Bronx,F
22533,Brooklyn,F
22534,Manhattan,M
22535,Bronx,M
22536,Queens,F
22537,Manhattan,F
22538,Brooklyn,F
22539,Manhattan,M
22540,Brooklyn,M
22541,Brooklyn,M
22542,Manhattan,F
22543,Queens,F
22544,Queens,F
22545,Brooklyn,F
22546,Manhattan,F
22547,Manhattan,M
22548,Queens,M
22549,Queens,M
22550,Brooklyn,F
22551,Manhattan,M
22552,Brooklyn,M
22553,Manhattan,M
22554,Queens,F
22555,Queens,F
22556,Manhattan,F
22557,Manhattan,M
22558,Staten Island,F
22559,Queens,M
22560,Bronx,F
22561,Brooklyn,F
22562,Manhattan,M
22566,Manhattan,M
22568,Queens,M
22569,Brooklyn,F
22570,Brooklyn,F
22571,Queens,M
22572,Brooklyn,M
22573,Brooklyn,M
22574,Manhattan,F
22575,Brooklyn,M
22576,Manhattan,F
22577,Manhattan,F
22578,Manhattan,F
22579,Manhattan,M
22580,Manhattan,M
22581,Brooklyn,M
22582,Bronx,F
22583,Brooklyn,M
22584,Queens,M
22585,Queens,F
22586,Staten Island,F
22587,Bronx,F
22589,Manhattan,M
22590,Brooklyn,F
22591,Brooklyn,F
22592,Manhattan,M
22596,Brooklyn,M
22597,Brooklyn,M
22598,Bronx,M
22599,Brooklyn,M
22600,Brooklyn,M
22601,Queens,M
22602,Queens,F
22603,Queens,M
22604,Manhattan,M
22605,Queens,F
22606,Bronx,F
22607,Brooklyn,M
22608,Manhattan,F
22609,Manhattan,F
22610,Bronx,F
22611,Manhattan,M
22612,Staten Island,F
22613,Staten Island,M
22614,Manhattan,F
22615,Manhattan,F
22616,Manhattan,F
22617,Brooklyn,M
22618,Manhattan,F
22619,Staten Island,F
22620,Manhattan,M
22621,Manhattan,M
22622,Manhattan,M
22623,Queens,F
22624,Queens,F
22625,Manhattan,F
22626,Manhattan,M
22627,Queens,M
22628,Queens,F
22629,Queens,F
22630,Queens,M
22631,Manhattan,F
22632,Brooklyn,F
22633,Manhattan,F
22634,Queens,M
22635,Bronx,M
22636,Queens,M
22637,Brooklyn,M
22638,Queens,F
22639,Brooklyn,M
22640,Manhattan,F
22641,Bronx,M
22642,Brooklyn,F
22643,Staten Island,F
22644,Queens,F
22645,Staten Island,F
22646,Queens,F
22647,Queens,F
22648,Brooklyn,M
22649,Manhattan,M
22650,Brooklyn,F
22651,Manhattan,M
22652,Brooklyn,M
22653,Brooklyn,M
22654,Brooklyn,F
22655,Manhattan,M
22656,Manhattan,M
22657,Manhattan,M
22658,Queens,F
22659,Manhattan,F
22660,Queens,F
22661,Queens,F
22662,Manhattan,F
22663,Brooklyn,F
22664,Brooklyn,F
22665,Manhattan,F
22666,Manhattan,M
22667,Brooklyn,M
22668,Queens,F
22669,Staten Island,M
22670,Bronx,M
22671,Brooklyn,F
22672,Queens,F
22673,Brooklyn,F
22674,Queens,M
22675,Manhattan,M
22676,Brooklyn,M
22677,Brooklyn,F
22679,Manhattan,M
22680,Staten Island,M
22681,Manhattan,M
22682,Queens,F
22683,Brooklyn,F
22684,Queens,M
22685,Brooklyn,M
22686,Brooklyn,M
22687,Staten Island,F
22688,Bronx,M
22689,Manhattan,F
22690,Queens,M
22691,Queens,F
22692,Manhattan,F
22693,Queens,F
22694,Queens,M
22695,Manhattan,M
22696,Manhattan,M
22697,Queens,M
22698,Brooklyn,M
22699,Manhattan,F
22700,Manhattan,M
22701,Brooklyn,F
22702,Manhattan,M
22703,Manhattan,F
22704,Manhattan,F
22705,Queens,M
22706,Manhattan,F
22707,Manhattan,F
22708,Manhattan,F
22709,Staten Island,M
