UID,Borough,Gender
79950,Manhattan,F
79951,Brooklyn,M
79952,Manhattan,F
79953,Queens,M
79954,Queens,M
79955,Brooklyn,M
79956,Bronx,M
79957,Queens,F
79958,Brooklyn,F
79959,Manhattan,F
79960,Brooklyn,M
79961,Staten Island,F
79962,Queens,M
79963,Bronx,F
79964,Queens,M
79965,Brooklyn,M
79966,Queens,F
79967,Brooklyn,F
79968,Manhattan,F
79969,Brooklyn,M
79970,Manhattan,F
79972,Manhattan,F
79973,Queens,M
79974,Brooklyn,M
79975,Bronx,F
79976,Bronx,M
79977,Manhattan,M
79978,Queens,F
79979,Brooklyn,F
79980,Brooklyn,F
79981,Queens,F
79982,Staten Island,F
79983,Manhattan,M
79984,Manhattan,F
79985,Brooklyn,M
79986,Brooklyn,F
79987,Brooklyn,M
79988,Queens,F
79989,Brooklyn,M
79990,Bronx,M
79991,Brooklyn,M
79992,Bronx,M
79993,Bronx,F
79994,Manhattan,F
79995,Queens,M
79996,Brooklyn,M
79997,Brooklyn,M
79998,Queens,M
79999,Queens,F
80000,Brooklyn,M
80002,Manhattan,M
80003,Manhattan,M
80004,Brooklyn,M
80005,Brooklyn,M
80006,Brooklyn,M
80007,Manhattan,M
80008,Brooklyn,M
80009,Brooklyn,M
80010,Queens,M
80011,Staten Island,M
80012,Staten Island,M
80013,Manhattan,F
80014,Manhattan,F
80015,Staten Island,M
80016,Manhattan,F
80017,Manhattan,F
80018,Staten Island,M
80019,Queens,M
80020,Staten Island,F
80021,Brooklyn,M
80022,Manhattan,M
80023,Queens,M
80024,Bronx,M
80025,Manhattan,M
80027,Queens,F
80028,Manhattan,F
80029,Queens,M
80030,Brooklyn,M
80031,Manhattan,F
80032,Manhattan,M
80033,Brooklyn,F
80034,Queens,F
80035,Queens,F
80036,Manhattan,M
80037,Manhattan,F
80038,Bronx,M
80039,Brooklyn,M
80040,Brooklyn,M
80041,Manhattan,F
80042,Queens,F
80043,Queens,M
80044,Bronx,M
80045,Queens,F
80046,Manhattan,F
80047,Brooklyn,F
80048,Manhattan,M
80049,Queens,M
80050,Manhattan,F
80051,Manhattan,M
80052,Manhattan,M
80053,Manhattan,M
80054,Staten Island,M
80055,Brooklyn,F
80056,Staten Island,M
80060,Brooklyn,F
80061,Manhattan,F
80062,Queens,M
80063,Bronx,F
80064,Queens,M
80065,Manhattan,F
80066,Manhattan,M
80067,Queens,F
80068,Manhattan,M
80069,Manhattan,M
80070,Queens,M
80071,Manhattan,F
80072,Brooklyn,M
80073,Queens,M
80074,Staten Island,M
80075,Brooklyn,F
80076,Queens,F
80077,Manhattan,F
80078,Staten Island,M
80079,Manhattan,F
80080,Brooklyn,F
80081,Queens,F
80082,Queens,M
80083,Brooklyn,F
80084,Bronx,M
80085,Brooklyn,M
80086,Manhattan,M
80087,Brooklyn,F
80088,Brooklyn,F
80089,Queens,M
80090,Manhattan,M
80091,Brooklyn,M
80092,Queens,M
80093,Manhattan,M
80094,Brooklyn,M
80095,Manhattan,M
80096,Staten Island,F
80097,Queens,F
80098,Brooklyn,F
80099,Bronx,F
80100,Manhattan,F
80101,Manhattan,M
80102,Queens,M
80103,Queens,F
80104,Manhattan,M
80105,Queens,F
80106,Bronx,M
80107,Queens,M
80108,Manhattan,M
80109,Brooklyn,M
80110,Manhattan,F
80111,Bronx,F
80112,Brooklyn,F
80113,Bronx,F
80114,Manhattan,M
80115,Queens,M
80116,Manhattan,M
80117,Queens,M
80118,Manhattan,M
80119,Brooklyn,M
80120,Manhattan,M
80121,Brooklyn,F
80122,Queens,F
80123,Brooklyn,F
80124,Staten Island,F
80125,Brooklyn,F
80126,Queens,F
80127,Manhattan,M
80128,Brooklyn,F
80129,Brooklyn,F
80130,Bronx,F
80131,Queens,M
80132,Queens,M
80133,Manhattan,M
80134,Brooklyn,F
80135,Brooklyn,F
80136,Brooklyn,M
80137,Staten Island,M
80138,Manhattan,M
80139,Staten Island,F
80140,Brooklyn,M
80141,Queens,M
80142,Queens,M
80143,Brooklyn,M
80144,Manhattan,M
80145,Staten Island,M
80146,Manhattan,M
80147,Queens,M
80148,Manhattan,M
80149,Manhattan,F
80150,Manhattan,F
80151,Staten Island,F
80152,Manhattan,F
80153,Manhattan,M
80154,Brooklyn,M
80155,Manhattan,M
80156,Brooklyn,F
80157,Manhattan,F
80158,Manhattan,F
80159,Manhattan,F
80160,Staten Island,M
80161,Brooklyn,M
80162,Bronx,F
80163,Manhattan,M
80164,Brooklyn,F
80165,Bronx,M
80166,Queens,F
80167,Manhattan,M
80168,Manhattan,F
80169,Queens,M
80170,Brooklyn,M
80171,Queens,M
80172,Brooklyn,M
80173,Manhattan,M
80174,Queens,M
80175,Manhattan,M
80176,Brooklyn,M
80177,Manhattan,F
80178,Manhattan,F
80179,Brooklyn,M
80180,Staten Island,M
80181,Manhattan,M
80182,Manhattan,M
80183,Staten Island,M
80184,Manhattan,M
80185,Brooklyn,M
80186,Bronx,M
80187,Brooklyn,F
80188,Manhattan,F
80189,Manhattan,F
80190,Bronx,F
80191,Brooklyn,M
80192,Bronx,F
80193,Queens,M
80194,Manhattan,M
80195,Brooklyn,M
80196,Bronx,F
80197,Bronx,M
80198,Queens,M
80199,Brooklyn,M
80200,Manhattan,M
80201,Bronx,F
80202,Brooklyn,M
80203,Queens,M
80204,Queens,F
80205,Queens,F
80206,Manhattan,F
80207,Brooklyn,M
80208,Bronx,M
80209,Queens,M
80210,Brooklyn,M
80211,Staten Island,M
80212,Queens,M
80213,Brooklyn,F
80214,Manhattan,M
80215,Brooklyn,F
80216,Manhattan,F
80217,Staten Island,M
80218,Manhattan,F
80219,Manhattan,F
80220,Brooklyn,M
80221,Manhattan,M
80222,Queens,F
80223,Manhattan,F
80224,Brooklyn,M
80225,Manhattan,M
80226,Brooklyn,M
80227,Bronx,M
80228,Bronx,F
80229,Brooklyn,M
80230,Brooklyn,M
80231,Bronx,M
80232,Staten Island,F
80233,Queens,F
80234,Manhattan,F
80235,Manhattan,F
80236,Bronx,F
80237,Queens,M
80238,Staten Island,M
80239,Brooklyn,M
80240,Queens,F
80241,Bronx,F
80242,Brooklyn,M
80243,Queens,M
80244,Brooklyn,M
80245,Queens,F
80246,Bronx,F
80247,Bronx,F
80248,Staten Island,F
80249,Staten Island,F
80250,Staten Island,F
80251,Brooklyn,F
80252,Manhattan,M
80253,Manhattan,M
80254,Queens,M
80255,Brooklyn,M
80256,Bronx,F
80257,Manhattan,F
80258,Queens,F
80259,Manhattan,F
80260,Queens,F
80261,Queens,F
80262,Queens,F
80263,Manhattan,F
80264,Queens,F
80265,Staten Island,F
80266,Brooklyn,M
80267,Brooklyn,M
80268,Brooklyn,F
80269,Manhattan,M
80270,Queens,M
80271,Manhattan,F
80272,Manhattan,F
80273,Brooklyn,M
80274,Manhattan,M
80275,Brooklyn,M
80276,Queens,M
80277,Staten Island,M
80278,Bronx,M
80279,Bronx,M
80280,Manhattan,M
80281,Brooklyn,F
80282,Brooklyn,M
80283,Bronx,M
80284,Manhattan,F
80285,Staten Island,F
80286,Bronx,F
80287,Manhattan,M
80288,Brooklyn,M
80289,Manhattan,M
80290,Brooklyn,M
80291,Staten Island,M
80292,Brooklyn,F
80293,Manhattan,F
80294,Manhattan,F
80295,Staten Island,F
80296,Queens,F
80297,Queens,F
80298,Queens,M
80299,Manhattan,M
80300,Manhattan,M
80301,Bronx,F
80302,Bronx,M
80303,Manhattan,F
80304,Brooklyn,F
80305,Manhattan,F
80306,Queens,F
80307,Manhattan,M
80308,Brooklyn,M
80309,Queens,M
80310,Manhattan,M
80311,Queens,M
80312,Queens,F
80313,Queens,M
80314,Brooklyn,M
80315,Brooklyn,M
80316,Bronx,M
80317,Bronx,M
80318,Queens,M
80319,Queens,M
80320,Brooklyn,M
80321,Staten Island,F
80322,Brooklyn,F
80323,Queens,M
80324,Bronx,M
80325,Brooklyn,M
80326,Manhattan,F
80327,Queens,F
80328,Queens,M
80329,Queens,F
80330,Brooklyn,F
80331,Manhattan,M
80332,Bronx,F
80333,Queens,M
80334,Bronx,M
80335,Manhattan,F
80336,Staten Island,F
80337,Brooklyn,F
80338,Brooklyn,F
80339,Manhattan,F
80340,Queens,F
80341,Bronx,F
80342,Queens,M
80343,Queens,M
80344,Queens,M
80345,Manhattan,F
80346,Bronx,F
80347,Manhattan,F
80348,Manhattan,M
80349,Manhattan,M
80350,Queens,M
80351,Bronx,M
80352,Manhattan,F
80353,Staten Island,M
80354,Brooklyn,F
80355,Brooklyn,M
80356,Staten Island,F
80357,Bronx,M
80358,Staten Island,M
80359,Staten Island,M
80360,Queens,F
80361,Manhattan,M
80362,Queens,F
80363,Brooklyn,M
80364,Bronx,M
80365,Staten Island,M
80366,Bronx,M
80367,Queens,M
80368,Queens,F
80369,Manhattan,F
80370,Queens,M
80371,Staten Island,F
80372,Queens,F
80373,Manhattan,F
80374,Brooklyn,M
80375,Staten Island,M
80376,Staten Island,F
80377,Brooklyn,M
80378,Manhattan,M
80379,Staten Island,M
80380,Manhattan,M
80381,Queens,F
80382,Queens,F
80383,Queens,M
80384,Brooklyn,M
80385,Queens,M
80386,Queens,F
80387,Manhattan,M
80388,Queens,M
80389,Queens,M
80390,Manhattan,M
80391,Bronx,M
80392,Bronx,M
80393,Brooklyn,M
80394,Staten Island,M
80395,Bronx,F
80396,Manhattan,F
80397,Manhattan,F
80398,Brooklyn,M
80399,Staten Island,M
80400,Brooklyn,M
80401,Brooklyn,M
80402,Brooklyn,M
80403,Queens,M
80404,Manhattan,M
80405,Bronx,M
80406,Queens,M
80407,Manhattan,F
80408,Queens,M
80409,Manhattan,M
80410,Manhattan,F
80411,Staten Island,F
80412,Manhattan,F
80413,Brooklyn,M
80414,Manhattan,M
80415,Manhattan,M
80416,Manhattan,M
80417,Manhattan,F
80418,Brooklyn,F
80419,Bronx,F
80420,Manhattan,F
80421,Queens,F
80422,Manhattan,F
80423,Queens,M
80424,Queens,F
80425,Brooklyn,M
80426,Staten Island,M
80427,Brooklyn,M
80428,Queens,F
80429,Manhattan,M
80430,Brooklyn,F
80431,Manhattan,F
80432,Manhattan,M
80433,Bronx,F
80434,Bronx,M
80435,Queens,F
80436,Staten Island,M
80437,Manhattan,M
80438,Manhattan,M
80439,Queens,M
80440,Queens,M
80441,Queens,M
80442,Brooklyn,M
80443,Brooklyn,M
80444,Queens,F
80445,Staten Island,F
80446,Manhattan,M
80447,Queens,M
80448,Brooklyn,M
80449,Brooklyn,F
80450,Manhattan,M
80451,Bronx,M
80452,Manhattan,F
80453,Brooklyn,M
80454,Queens,F
80455,Brooklyn,F
80456,Manhattan,F
80457,Brooklyn,M
80458,Brooklyn,F
80459,Staten Island,F
80460,Brooklyn,M
80461,Staten Island,F
80462,Manhattan,M
80463,Manhattan,F
80464,Queens,M
80465,Brooklyn,F
80466,Brooklyn,F
80467,Brooklyn,F
80468,Staten Island,M
80469,Manhattan,M
80470,Brooklyn,M
80471,Brooklyn,M
80472,Queens,F
80473,Bronx,M
80474,Queens,F
80475,Queens,M
80476,Queens,M
80477,Manhattan,F
80478,Brooklyn,F
80479,Manhattan,F
80480,Queens,F
80481,Bronx,F
80482,Manhattan,F
80483,Manhattan,F
80484,Queens,F
80485,Queens,F
80486,Manhattan,F
80487,Staten Island,M
80488,Queens,M
80489,Manhattan,M
80490,Manhattan,M
80491,Brooklyn,F
80492,Queens,M
80493,Brooklyn,F
80494,Manhattan,F
80495,Brooklyn,F
80496,Queens,M
80497,Queens,F
80498,Queens,M
80499,Queens,M
80500,Queens,M
80501,Brooklyn,M
80502,Queens,M
80503,Queens,M
80504,Queens,M
80505,Brooklyn,M
80506,Bronx,F
80507,Staten Island,F
80508,Manhattan,F
80509,Queens,M
80510,Queens,F
80511,Manhattan,F
80512,Queens,M
80513,Manhattan,M
80514,Brooklyn,M
80515,Queens,F
80516,Queens,F
80517,Bronx,M
80518,Manhattan,M
80519,Manhattan,M
80520,Brooklyn,F
80522,Manhattan,M
80523,Manhattan,F
80524,Queens,M
80525,Queens,M
80526,Staten Island,F
80527,Brooklyn,F
80528,Queens,M
80529,Brooklyn,M
80530,Queens,M
80531,Queens,M
80532,Brooklyn,M
80533,Manhattan,F
80534,Manhattan,M
80535,Brooklyn,M
80536,Queens,M
80537,Staten Island,M
80538,Queens,M
80539,Queens,F
80540,Manhattan,F
80541,Bronx,M
80542,Manhattan,M
80543,Bronx,M
80544,Manhattan,M
80545,Queens,M
80546,Queens,M
80547,Queens,F
80548,Staten Island,F
80549,Manhattan,F
80550,Queens,F
80551,Queens,F
80552,Queens,F
80553,Brooklyn,M
80554,Manhattan,F
80555,Queens,M
80556,Queens,M
80557,Queens,M
80558,Manhattan,F
80559,Staten Island,F
80560,Queens,F
80561,Brooklyn,F
80562,Queens,F
80563,Manhattan,F
80564,Queens,F
80565,Queens,F
80566,Queens,F
80567,Bronx,F
80568,Queens,M
80569,Manhattan,M
80570,Brooklyn,F
80571,Queens,M
80572,Brooklyn,F
80573,Queens,M
80574,Manhattan,F
80575,Brooklyn,M
80576,Brooklyn,M
80577,Manhattan,F
80578,Manhattan,F
80579,Queens,F
80580,Queens,M
80581,Manhattan,F
80582,Queens,F
80583,Queens,M
80584,Manhattan,M
80585,Manhattan,F
80586,Manhattan,M
80587,Queens,M
80588,Staten Island,F
80589,Staten Island,M
80590,Manhattan,M
80591,Bronx,M
80592,Queens,M
80593,Queens,F
80594,Brooklyn,M
80595,Bronx,M
80596,Bronx,M
80597,Staten Island,M
80598,Queens,M
80599,Queens,M
80600,Queens,F
80601,Queens,M
80602,Bronx,M
80603,Manhattan,M
80604,Staten Island,M
80605,Queens,M
80606,Manhattan,F
80607,Manhattan,M
80608,Bronx,M
80609,Brooklyn,M
80610,Bronx,F
80611,Staten Island,M
80612,Manhattan,M
80613,Staten Island,M
80614,Bronx,M
80615,Queens,M
80616,Manhattan,F
80617,Queens,M
80618,Brooklyn,M
80619,Queens,F
80620,Queens,F
80621,Brooklyn,M
80622,Bronx,M
80623,Manhattan,M
80624,Manhattan,F
80625,Brooklyn,F
80626,Manhattan,F
80627,Brooklyn,F
80628,Manhattan,M
80629,Queens,M
80630,Queens,F
80631,Manhattan,F
80632,Manhattan,M
80633,Brooklyn,M
80634,Queens,F
80635,Queens,M
80636,Manhattan,M
80637,Manhattan,F
80638,Manhattan,M
80639,Staten Island,M
80640,Manhattan,F
80641,Queens,F
80642,Manhattan,M
80643,Manhattan,F
80644,Staten Island,M
80645,Staten Island,F
80646,Manhattan,F
80647,Queens,M
80648,Manhattan,M
80649,Manhattan,M
80650,Manhattan,F
80651,Queens,M
80652,Staten Island,F
80653,Queens,F
80654,Manhattan,F
80655,Brooklyn,M
80656,Queens,F
80657,Queens,M
80658,Bronx,M
80659,Queens,M
80660,Staten Island,M
80661,Bronx,M
80662,Manhattan,F
80663,Manhattan,F
80664,Brooklyn,F
80665,Manhattan,M
80666,Staten Island,M
80667,Brooklyn,M
80668,Queens,F
80669,Queens,M
80670,Manhattan,F
80671,Manhattan,F
80672,Manhattan,F
80673,Queens,F
80674,Manhattan,F
80675,Brooklyn,M
80676,Brooklyn,M
80677,Manhattan,F
80678,Queens,M
80679,Staten Island,M
80680,Bronx,M
80681,Manhattan,M
80682,Staten Island,M
80683,Brooklyn,M
80684,Manhattan,M
80685,Manhattan,M
80686,Brooklyn,M
80687,Brooklyn,M
80688,Brooklyn,F
80689,Brooklyn,F
80690,Bronx,F
80691,Queens,M
80692,Queens,M
80693,Queens,M
80694,Queens,M
80695,Queens,M
80696,Bronx,F
80697,Manhattan,M
80698,Queens,M
80699,Staten Island,F
80700,Brooklyn,M
80701,Queens,M
80702,Bronx,M
80703,Manhattan,M
80704,Manhattan,M
80705,Queens,M
80706,Brooklyn,F
80707,Manhattan,F
80708,Manhattan,F
80709,Brooklyn,M
80710,Brooklyn,F
80711,Manhattan,F
80712,Queens,F
80713,Manhattan,F
80714,Queens,F
80715,Manhattan,F
80716,Brooklyn,M
80717,Queens,F
80718,Brooklyn,M
80719,Manhattan,F
80720,Brooklyn,M
80721,Bronx,F
80722,Staten Island,M
80723,Brooklyn,F
80724,Manhattan,M
80725,Brooklyn,M
80726,Manhattan,F
80727,Bronx,M
80728,Manhattan,M
80729,Brooklyn,M
80730,Manhattan,M
80731,Brooklyn,M
80732,Manhattan,M
80733,Manhattan,F
80734,Queens,F
80735,Manhattan,M
80736,Bronx,M
80737,Brooklyn,F
80738,Queens,F
80739,Brooklyn,F
80740,Manhattan,F
80741,Staten Island,F
80742,Manhattan,F
80743,Staten Island,F
80744,Brooklyn,F
80745,Brooklyn,M
80746,Bronx,M
80747,Brooklyn,F
80748,Brooklyn,M
80749,Bronx,M
80750,Manhattan,M
80751,Queens,F
80752,Bronx,F
80753,Brooklyn,F
80754,Brooklyn,M
80755,Staten Island,M
80756,Bronx,M
80757,Queens,M
80758,Brooklyn,M
80761,Brooklyn,M
80762,Manhattan,M
80763,Brooklyn,F
80764,Queens,M
80765,Manhattan,M
80766,Queens,M
80767,Brooklyn,F
80768,Manhattan,M
80769,Manhattan,M
80770,Brooklyn,M
80771,Brooklyn,M
80772,Brooklyn,M
80773,Manhattan,F
80774,Manhattan,F
80775,Queens,M
80776,Manhattan,M
80777,Manhattan,F
80778,Queens,M
80779,Queens,M
80780,Manhattan,M
80781,Manhattan,M
80782,Queens,F
80783,Manhattan,F
80784,Brooklyn,M
80785,Queens,M
80786,Queens,M
80787,Queens,F
80788,Brooklyn,M
80789,Bronx,F
80790,Brooklyn,F
80791,Manhattan,M
80792,Staten Island,M
80793,Queens,M
80794,Queens,M
80795,Staten Island,F
80796,Manhattan,F
80797,Brooklyn,M
80798,Brooklyn,M
80799,Brooklyn,F
80800,Brooklyn,M
80801,Brooklyn,F
80802,Brooklyn,F
80803,Manhattan,M
80804,Brooklyn,F
80805,Manhattan,M
80806,Manhattan,F
80807,Brooklyn,M
80808,Manhattan,F
80809,Brooklyn,M
80810,Queens,M
80811,Manhattan,M
80812,Queens,M
80813,Manhattan,F
80814,Queens,M
80815,Brooklyn,M
80816,Queens,M
80817,Queens,F
80818,Manhattan,M
80819,Staten Island,F
80820,Queens,M
80821,Manhattan,M
80822,Brooklyn,M
80823,Brooklyn,M
80824,Manhattan,M
80825,Brooklyn,F
80826,Manhattan,M
80828,Staten Island,M
80829,Queens,M
80832,Brooklyn,F
80833,Manhattan,F
80834,Manhattan,M
80835,Queens,M
80836,Manhattan,M
80837,Manhattan,M
80838,Brooklyn,F
80839,Brooklyn,F
80840,Brooklyn,F
80841,Queens,M
80842,Manhattan,M
80843,Queens,F
80844,Queens,F
80845,Manhattan,F
80846,Brooklyn,M
80847,Manhattan,F
80848,Manhattan,F
80849,Staten Island,F
80850,Manhattan,F
80851,Staten Island,F
80852,Bronx,F
80853,Manhattan,M
80854,Brooklyn,M
80855,Bronx,M
80856,Manhattan,F
80857,Brooklyn,F
80858,Staten Island,F
80859,Brooklyn,M
80860,Manhattan,M
80861,Queens,M
80863,Manhattan,F
80865,Queens,F
80866,Brooklyn,F
80867,Queens,F
80868,Manhattan,F
80869,Brooklyn,F
80870,Bronx,M
80871,Queens,M
80872,Queens,F
80873,Manhattan,F
80874,Brooklyn,M
80875,Staten Island,M
80876,Brooklyn,M
80877,Queens,M
80878,Manhattan,F
80879,Bronx,F
80880,Manhattan,F
80881,Staten Island,F
80882,Manhattan,F
80883,Brooklyn,F
80884,Brooklyn,F
80885,Bronx,M
80886,Manhattan,M
80887,Bronx,M
80888,Queens,M
80889,Brooklyn,F
80890,Brooklyn,M
80891,Manhattan,M
80892,Queens,F
80893,Queens,M
80894,Manhattan,F
80895,Queens,M
80896,Staten Island,M
80897,Brooklyn,M
80898,Brooklyn,M
80899,Staten Island,F
80900,Queens,M
80901,Brooklyn,F
80902,Queens,M
80903,Staten Island,F
80904,Brooklyn,F
80905,Manhattan,F
80906,Brooklyn,F
80907,Staten Island,F
80908,Queens,F
80909,Bronx,M
80910,Queens,M
80911,Queens,M
80912,Brooklyn,F
80913,Manhattan,M
80914,Manhattan,F
80915,Queens,M
80916,Brooklyn,M
80917,Brooklyn,M
80918,Manhattan,F
80919,Manhattan,F
80920,Queens,F
80921,Manhattan,M
80922,Brooklyn,M
80923,Staten Island,M
80924,Manhattan,F
80925,Queens,F
80926,Queens,M
80927,Manhattan,F
80928,Manhattan,F
80929,Brooklyn,M
80930,Manhattan,M
80931,Brooklyn,M
80932,Manhattan,F
80933,Bronx,F
80934,Queens,M
80935,Queens,F
80936,Bronx,M
80937,Manhattan,M
80938,Manhattan,F
80939,Brooklyn,F
80940,Bronx,F
80941,Queens,F
80942,Manhattan,F
80943,Queens,M
80944,Brooklyn,M
80945,Brooklyn,M
80946,Queens,M
80947,Brooklyn,M
80948,Manhattan,M
80949,Queens,M
80950,Manhattan,F
80951,Manhattan,F
80952,Staten Island,F
80953,Manhattan,M
80954,Brooklyn,M
80955,Brooklyn,M
80956,Queens,M
80957,Queens,M
80958,Bronx,M
80959,Brooklyn,M
80960,Brooklyn,F
80961,Brooklyn,M
80962,Manhattan,M
80963,Manhattan,F
80964,Brooklyn,F
80965,Manhattan,F
80966,Manhattan,F
80967,Bronx,F
80968,Brooklyn,F
80969,Manhattan,F
80970,Bronx,F
80971,Manhattan,M
80972,Manhattan,F
80973,Brooklyn,M
80974,Brooklyn,M
80975,Manhattan,M
80976,Queens,F
80977,Bronx,F
80978,Brooklyn,M
80979,Brooklyn,M
80980,Manhattan,F
80981,Staten Island,M
80982,Queens,M
80983,Manhattan,M
80984,Brooklyn,M
80985,Manhattan,M
80986,Bronx,M
80987,Staten Island,M
80988,Manhattan,M
80989,Staten Island,F
80990,Brooklyn,M
80991,Queens,M
80995,Brooklyn,F
80996,Staten Island,F
80997,Queens,F
80998,Brooklyn,F
80999,Brooklyn,F
81000,Manhattan,M
81001,Manhattan,M
81002,Manhattan,M
81003,Manhattan,F
81004,Staten Island,M
81005,Manhattan,M
81006,Manhattan,F
81007,Staten Island,M
81008,Queens,F
81009,Brooklyn,M
81010,Manhattan,F
81011,Staten Island,F
81012,Manhattan,F
81013,Manhattan,F
81014,Queens,M
81015,Brooklyn,F
81016,Queens,M
81017,Brooklyn,F
81018,Staten Island,F
81019,Manhattan,M
81020,Brooklyn,M
81021,Manhattan,M
81022,Manhattan,M
81023,Brooklyn,F
81024,Staten Island,M
81025,Queens,M
81026,Brooklyn,M
81027,Brooklyn,F
81028,Manhattan,M
81029,Manhattan,F
81030,Brooklyn,F
81031,Brooklyn,M
81032,Queens,F
81033,Brooklyn,M
81034,Brooklyn,F
81035,Queens,F
81036,Manhattan,F
81037,Brooklyn,M
81038,Manhattan,M
81039,Staten Island,M
81040,Manhattan,F
81041,Brooklyn,M
81042,Queens,M
81043,Brooklyn,F
81044,Bronx,F
81045,Bronx,F
81046,Brooklyn,F
81047,Manhattan,F
81048,Staten Island,M
81049,Brooklyn,M
81050,Staten Island,M
81051,Brooklyn,F
81052,Queens,M
81053,Manhattan,F
81054,Bronx,F
81055,Brooklyn,M
81056,Manhattan,M
81057,Manhattan,M
81058,Queens,F
81059,Manhattan,M
81065,Brooklyn,M
81066,Bronx,M
81067,Brooklyn,M
81068,Brooklyn,M
81069,Brooklyn,F
81070,Staten Island,M
81071,Manhattan,F
81072,Manhattan,F
81073,Manhattan,F
81074,Queens,F
81075,Manhattan,F
81076,Manhattan,F
81077,Brooklyn,F
81078,Brooklyn,M
81079,Manhattan,M
81080,Manhattan,F
81081,Staten Island,F
81082,Manhattan,F
81083,Queens,M
81084,Brooklyn,M
81085,Staten Island,F
81086,Bronx,M
81087,Brooklyn,M
81088,Bronx,M
81089,Manhattan,M
81090,Brooklyn,M
81091,Queens,F
81092,Queens,M
81093,Brooklyn,M
81094,Bronx,M
81095,Brooklyn,F
81096,Manhattan,F
81097,Brooklyn,M
81098,Brooklyn,F
81099,Queens,F
81100,Queens,F
81101,Manhattan,F
81102,Manhattan,F
81103,Staten Island,M
81104,Brooklyn,M
81105,Queens,M
81106,Brooklyn,M
81107,Manhattan,F
81108,Queens,M
81109,Queens,F
81110,Bronx,M
81111,Bronx,F
81112,Manhattan,M
81113,Queens,F
81114,Brooklyn,M
81115,Brooklyn,F
81116,Brooklyn,M
81117,Queens,M
81118,Brooklyn,F
81119,Brooklyn,M
81120,Brooklyn,F
81121,Queens,M
81122,Manhattan,F
81123,Manhattan,F
81124,Queens,M
81125,Manhattan,F
81126,Bronx,M
81127,Queens,M
81128,Brooklyn,F
81129,Manhattan,M
81130,Brooklyn,M
81131,Queens,F
81132,Staten Island,M
81133,Manhattan,F
81134,Manhattan,F
81135,Brooklyn,M
81136,Queens,F
81137,Brooklyn,F
81138,Brooklyn,F
81139,Manhattan,F
81141,Manhattan,F
81142,Brooklyn,M
81143,Manhattan,M
81144,Brooklyn,F
81145,Manhattan,F
81146,Manhattan,F
81147,Staten Island,M
81148,Brooklyn,F
81149,Manhattan,M
81150,Bronx,F
81151,Bronx,F
81152,Manhattan,F
81153,Manhattan,M
81154,Queens,F
81155,Manhattan,F
81163,Staten Island,M
81164,Queens,M
81165,Manhattan,M
81166,Manhattan,F
81167,Manhattan,F
81168,Manhattan,F
81169,Manhattan,M
81170,Manhattan,F
81171,Brooklyn,M
81172,Manhattan,M
81173,Manhattan,M
81174,Manhattan,F
81175,Bronx,M
81176,Queens,M
81177,Queens,M
81178,Manhattan,M
81179,Staten Island,M
81181,Manhattan,F
81182,Queens,M
81183,Manhattan,F
81184,Queens,F
81185,Brooklyn,F
81186,Manhattan,M
81187,Manhattan,M
81188,Manhattan,F
81189,Staten Island,M
81190,Bronx,M
81191,Queens,F
81192,Brooklyn,M
81193,Bronx,F
81194,Manhattan,F
81195,Queens,F
81196,Brooklyn,M
81197,Queens,M
81198,Manhattan,M
81199,Manhattan,M
81200,Brooklyn,M
81201,Manhattan,F
81202,Brooklyn,F
81203,Queens,M
81204,Queens,F
81205,Queens,M
81206,Manhattan,F
81207,Manhattan,M
81208,Manhattan,F
81209,Staten Island,F
81210,Brooklyn,M
81211,Manhattan,M
81212,Brooklyn,M
81213,Brooklyn,M
81214,Staten Island,F
81215,Brooklyn,F
81216,Brooklyn,F
81217,Manhattan,M
81218,Brooklyn,F
81219,Brooklyn,M
81220,Brooklyn,M
81221,Manhattan,M
81222,Bronx,F
81223,Manhattan,F
81224,Staten Island,F
81225,Brooklyn,F
81226,Bronx,M
81227,Brooklyn,M
81228,Manhattan,M
81229,Manhattan,F
81230,Manhattan,M
81231,Queens,F
81232,Queens,M
81233,Manhattan,F
81234,Brooklyn,M
81235,Manhattan,M
81236,Manhattan,M
81237,Brooklyn,M
81238,Manhattan,M
81239,Brooklyn,F
81240,Queens,F
81241,Manhattan,F
81242,Manhattan,M
81243,Manhattan,M
81244,Manhattan,M
81245,Queens,M
81246,Manhattan,F
81247,Manhattan,M
81248,Staten Island,M
81249,Staten Island,F
81250,Brooklyn,F
81251,Manhattan,F
81252,Brooklyn,M
81253,Manhattan,M
81254,Queens,F
81255,Bronx,M
81256,Manhattan,F
81257,Manhattan,M
81258,Queens,M
81259,Brooklyn,F
81260,Manhattan,M
81261,Manhattan,F
81262,Manhattan,F
81263,Manhattan,F
81264,Bronx,F
81265,Manhattan,F
81266,Manhattan,M
81267,Manhattan,F
81268,Queens,M
81269,Staten Island,M
81270,Staten Island,M
81271,Queens,M
81272,Brooklyn,F
81275,Manhattan,F
81276,Bronx,F
81277,Bronx,M
81278,Queens,M
81279,Queens,F
81280,Queens,F
81281,Staten Island,M
81282,Manhattan,F
81283,Bronx,F
81284,Staten Island,M
81285,Brooklyn,M
81286,Bronx,M
81287,Manhattan,M
81288,Brooklyn,M
81289,Manhattan,F
81290,Staten Island,M
81291,Staten Island,M
81292,Queens,F
