UID,Borough,Name
69810,Staten Island,BROOKSIE
69811,Brooklyn,BROOKS
69812,Manhattan,ZITI
69813,Brooklyn,ZARA
69814,Brooklyn,WINSTON
69815,Queens,NICO
69816,Queens,NICO
69817,Manhattan,NIELSEN
69818,Queens,LILI
69819,Brooklyn,LILLY 
69820,Bronx,LILY
69821,Queens,NATALIE 
69822,Manhattan,BARKLEY
69823,Queens,ASHLEY
69824,Manhattan,ARIEL
69825,Staten Island,BABY
69826,Brooklyn,BABY
69827,Queens,BAHIRA
69828,Brooklyn,KING
69829,Staten Island,KING 
69830,Queens,KIRBY
69831,Manhattan,DAISY
69832,Brooklyn,COOPER
69833,Brooklyn,ROXY
69834,Brooklyn,ROSIE
69835,Brooklyn,ROSIE
69836,Brooklyn,ROTHKO
69837,Manhattan,VIDA 
69838,Brooklyn,ROCKY 
69840,Queens,
69841,Bronx,NALA
69842,Queens,MURPHY
69843,Manhattan,MUGSY 
69844,Staten Island,MOON 
69845,Bronx,WILLOW
69846,Bronx,WILLIAM
69847,Manhattan,WILEY
69848,Brooklyn,WILLOW
69849,Manhattan,WALLACE
69850,Manhattan,WEDNESDAY
69851,Manhattan,MUFFIN
69852,Queens,MUFFY
69853,Queens,MYSTIQUE
69854,Queens,MUSHU
69855,Queens,ROCKY
69858,Staten Island,RUBY
69859,Brooklyn,KARLIE
69860,Staten Island,KNUCKLES
69861,Queens,KIMBA
69862,Brooklyn,KIBA
69863,Manhattan,KELLY
69864,Staten Island,KELLI
69865,Manhattan,KATIE 
69866,Manhattan,BAILEY
69867,Queens,BABY
69868,Queens,AUSSIE
69869,Manhattan,ARYA
69870,Brooklyn,COOKIE 
69871,Brooklyn,BANDIT
69872,Brooklyn,NATHAN
69873,Manhattan,NIBBLES
69874,Brooklyn,NEPTUNE
69875,Queens,LILA
69876,Bronx,WUDDY
69877,Staten Island,WINNIE
69878,Brooklyn,YOSHI
69879,Queens,XENA
69880,Manhattan,ZOEY
69881,Manhattan,ZOEY
69882,Brooklyn,ZOE
69883,Brooklyn,BRADY
69884,Manhattan,BOWIE 
69885,Queens,BROOKLYN
69886,Brooklyn,BROWNIE 
69887,Brooklyn,BRODY
69888,Manhattan,DAPHNE
69889,Manhattan,DAKU 
69890,Manhattan,DAISY
69891,Queens,BRUNO
69892,Bronx,LIFE 
69893,Staten Island,LEXY
69894,Queens,LEX 
69895,Staten Island,LAYLA 
69896,Brooklyn,LEMON
69897,Bronx,LARRY
69898,Manhattan,LANA 
69899,Queens,DIP 
69900,Brooklyn,DIZZY
69901,Brooklyn,DJ
69902,Queens,DIESEL
69903,Bronx,DESTANY
69904,Manhattan,STEWARD
69905,Queens,TAI 
69906,Brooklyn,TALLUAH
69907,Manhattan,SUNNY
69908,Brooklyn,SUNNY
69909,Brooklyn,SUPER
69910,Staten Island,SUZIE
69911,Manhattan,TASHA
69912,Queens,PEPPER
69913,Bronx,PEPPER
69914,Brooklyn,STAR
69915,Queens,SPIKE
69916,Brooklyn,SPOT
69917,Bronx,PENNY 
69918,Manhattan,PEARL
69919,Bronx,PEANUT
69920,Queens,PAULIE
69921,Queens,PAWS
69922,Brooklyn,FRANKIE
69923,Manhattan,FONSO
69924,Brooklyn,GAMBIT
69925,Manhattan,GABORIK
69926,Manhattan,LOLA
69927,Queens,LOLA
69928,Brooklyn,LORY
69929,Manhattan,FIGERETTE
69930,Queens,FANCY
69931,Manhattan,FANNY
69932,Staten Island,ARCHIE
69933,Staten Island,ACHILLES
69934,Bronx,ANGEL 
69935,Staten Island,GEORGE
69936,Staten Island,CASSIE 
69937,Manhattan,GATSBY
69938,Manhattan,BUSTER
69939,Queens,BUDDY
69940,Manhattan,BUTLER
69941,Manhattan,OSCAR
69942,Brooklyn,OSCAR
69943,Manhattan,OTIS 
69944,Queens,PANDA
69945,Staten Island,PANDA
69946,Staten Island,OZZY
69947,Manhattan,PACO
69948,Brooklyn,PACO
69949,Brooklyn,PABLO
69950,Bronx,SNOOPY
69951,Manhattan,SPENCER
69952,Manhattan,SPENCER
69953,Manhattan,SOPHIE
69954,Brooklyn,SOFIA 
69955,Brooklyn,SOFIA
69956,Brooklyn,TOBI 
69957,Manhattan,TILLIE
69958,Staten Island,TITO
69959,Brooklyn,TITAN
69960,Queens,TIANA
69961,Queens,TOBY
69962,Queens,PIMPEK
69963,Brooklyn,PIPER 
69964,Brooklyn,MAC
69965,Manhattan,PIPPIN
69966,Manhattan,PIYA
69967,Manhattan,PUMKIN 
69968,Brooklyn,PRINCESS 
69969,Bronx,PRINCESS
69970,Brooklyn,DUTCHIE
69971,Queens,DUNCAN
69972,Manhattan,DORA 
69973,Bronx,BELLA
69974,Queens,BEAR
69975,Manhattan,BART 
69976,Queens,LUCKY 
69977,Manhattan,EDIE
69978,Queens,EGYPT
69979,Manhattan,DYLAN 
69980,Manhattan,LUNA
69981,Queens,LULU
69982,Manhattan,LULU
69983,Manhattan,LUNA
69987,Brooklyn,TRUFFLES
69988,Staten Island,TROY
69989,Queens,TYSON 
69990,Manhattan,TWIG
69991,Staten Island,ROCCO
69992,Manhattan,REX
69993,Manhattan,RILEY
69994,Manhattan,RIO
69995,Brooklyn,RAVEN 
69996,Staten Island,RANGER
69997,Brooklyn,REMY
69998,Brooklyn,MAX
69999,Manhattan,MAX
70000,Queens,PUPPY
70001,Manhattan,RAFFY 
70002,Manhattan,MAGGIE
70003,Queens,HAZELNUT
70004,Brooklyn,HENRY
70005,Queens,HENRY
70006,Brooklyn,HELEN
70007,Queens,MATTHEW
70008,Manhattan,MARIO
70009,Queens,MARK
70010,Queens,BLUE
70011,Manhattan,BENNIE
70012,Manhattan,BENNY
70013,Staten Island,HAPPY
70014,Manhattan,HARLEY
70015,Brooklyn,HAMISH 
70016,Queens,BONES
70017,Bronx,SHALAH
70018,Bronx,SHAKESPEARE
70019,Queens,SAVANNAH
70020,Brooklyn,SCUFFY
70021,Staten Island,SCOOTER
70022,Manhattan,JIMMY
70023,Manhattan,JOLIE
70024,Manhattan,JOEY
70025,Bronx,KABOOM
70026,Brooklyn,JUNIPER
70027,Brooklyn,JR
70028,Manhattan,MINTY
70029,Bronx,MINI 
70030,Queens,MISSY
70031,Bronx,MISSY 
70032,Brooklyn,MOLLY 
70033,Queens,JERRY
70034,Queens,JASPER
70035,Queens,JASPER 
70036,Bronx,JASMINE 
70037,Staten Island,COCO
70038,Queens,COCO
70039,Brooklyn,COCO 
70040,Manhattan,COCO
70041,Brooklyn,CINNAMON
70042,Manhattan,CINDY
70043,Staten Island,CHUCKY
70044,Queens,CHOCOLATE 
70045,Bronx,RUSTY
70046,Manhattan,S.SHAGFORD
70047,Queens,SADIE
70048,Brooklyn,SAKI 
70049,Bronx,RUFUS 
70050,Manhattan,SASHA 
70051,Queens,SAMBUCA
70052,Staten Island,SAMMY 
70053,Manhattan,SAMMY 
70054,Queens,SANTANA
70055,Queens,CHARLIE
70056,Bronx,CHARLIE
70057,Manhattan,CHARLIE 
70058,Brooklyn,CHARLIE 
70059,Manhattan,CHIDIE 
70060,Bronx,CHEWY
70061,Brooklyn,CHEWIE 
70062,Brooklyn,CHESTNUT
70063,Queens,JAMES
70064,Manhattan,IVORY
70065,Brooklyn,ISABELLA
70066,Manhattan,JACK
70067,Bronx,MEENDY
70068,Staten Island,MIA
70069,Queens,MIA
70070,Brooklyn,MICKEY
70071,Queens,MELINDA
70072,Staten Island,MCGILLICUDDY
70073,Staten Island,MAXIMUS
70074,Bronx,MAXCINE
70075,Bronx,MAXI
70076,Manhattan,MAX
70077,Brooklyn,JACKIE
70078,Brooklyn,JACKSON
70079,Bronx,JAKE
70080,Brooklyn,JAKE
70081,Brooklyn,HULK 
70082,Queens,HONEY
70083,Bronx,CHICA 
70084,Manhattan,CHARLIE 
70085,Manhattan,CHARLIE 
70086,Brooklyn,CHANELLE
70087,Bronx,SAMMIE
70088,Queens,SASHA
70089,Manhattan,ZOYA
70090,Queens,RUFUS
70091,Staten Island,RUBY 
70092,Manhattan,RUDY
70093,Brooklyn,RUSTY
70094,Queens,CINNAMIN
70095,Queens,CINDY
70096,Queens,CINNAMON
70097,Brooklyn,CLIFFORD
70098,Manhattan,CLIFFORD
70099,Manhattan,JANET
70100,Staten Island,JESSE
70101,Bronx,MISTY 
70102,Manhattan,MOCA
70103,Manhattan,MOCA
70104,Brooklyn,MINNIE
70105,Bronx,MIMOSA 
70106,Queens,MIMI
70107,Queens,JULIE
70108,Staten Island,JUNIOR
70109,Manhattan,MILO
70110,Queens,JIMMY 
70111,Manhattan,JESSIE
70112,Manhattan,MOLLY
70113,Manhattan,MOLLYBLOOM
70114,Bronx,SHILOH
70115,Manhattan,SHERLOCK 
70116,Manhattan,SIMBA
70117,Staten Island,SIMBA
70118,Brooklyn,SHURIK
70119,Queens,BLUE
70120,Brooklyn,BLUE
70121,Manhattan,BOBBI 
70122,Brooklyn,HANZO 
70123,Staten Island,BENZ
70124,Brooklyn,BIRON
70125,Manhattan,BLACK 
70126,Manhattan,BLAZE
70127,Queens,MATE
70128,Bronx,MASON
70129,Queens,MASSIMO 
70130,Brooklyn,MATTY
70131,Manhattan,MAGNUS 
70132,Manhattan,MAGNOLIA 
70133,Queens,MALO 
70134,Manhattan,MANGO
70135,Brooklyn,HIRO
70136,Staten Island,HERSHEY
70137,Queens,HERCULES
70138,Manhattan,HERSCHEL 
70139,Manhattan,MAE 
70140,Bronx,MAX
70141,Bronx,MAX 
70142,Bronx,REMEY
70143,Brooklyn,RAY
70144,Staten Island,RHEA
70145,Bronx,RILEY 
70146,Manhattan,ROCCO
70147,Queens,TRUMP
70152,Staten Island,LUNA
70153,Staten Island,LULAH
70154,Bronx,LUCY 
70155,Manhattan,LUCY
70156,Brooklyn,EDITH
70157,Manhattan,EDNA
70158,Bronx,ELLA 
70159,Brooklyn,ENZO
70160,Staten Island,EMMA
70161,Manhattan,BEAR
70162,Manhattan,BEAU
70163,Queens,BEBA 
70164,Manhattan,BARRY 
70165,Queens,BEAR 
70166,Brooklyn,BELLA
70167,Staten Island,BELLA
70168,Manhattan,BEE 
70169,Brooklyn,BELLA
70170,Brooklyn,BELLA
70171,Queens,BELLA
70172,Queens,BENJI
70173,Queens,DONNIE 
70174,Manhattan,DREAM
70175,Brooklyn,PRIMO
70176,Bronx,PRINCE
70177,Bronx,TAZZ
70178,Manhattan,TED
70179,Manhattan,POPPY 
70180,Manhattan,POOKIE
70181,Manhattan,PIPPIN
70182,Manhattan,PIP
70183,Manhattan,PIPER
70184,Bronx,PINK 
70185,Manhattan,TEXSA
70186,Bronx,TIFFANY
70187,Brooklyn,TIFFANY 
70188,Queens,TOBY
70189,Manhattan,SNICKERS
70190,Manhattan,SIRI
70191,Brooklyn,GOLDIE
70192,Queens,ODIE
70193,Brooklyn,GRACIE 
70194,Brooklyn,GUCCI 
70195,Queens,OREO 
70196,Queens,OREO
70197,Manhattan,OSCAR
70198,Brooklyn,OLLIE
70199,Brooklyn,ONYX
70200,Staten Island,BUDDY
70201,Manhattan,BUNNY
70202,Bronx,BURBERRY 
70203,Manhattan,BUSTER
70204,Queens,CARMEN
70205,Staten Island,GINGER
70206,Brooklyn,GIGI 
70207,Staten Island,GIACOMO
70208,Manhattan,GEORGE
70209,Brooklyn,ALVIN
70210,Brooklyn,ACE
70211,Manhattan,ADELAIDE
70212,Brooklyn,ADDIE
70213,Queens,AKIO
70214,Brooklyn,ARES 
70215,Staten Island,ESPRESSO 
70216,Brooklyn,APOLLO
70217,Bronx,APOLLO
70218,Brooklyn,FINNEGAN
70219,Manhattan,FIG 
70220,Manhattan,LORETTA
70221,Manhattan,LOLA
70222,Manhattan,LOKI
70223,Brooklyn,LIU
70224,Manhattan,LOGAN
70225,Queens,LILY
70226,Queens,FRANKIE
70227,Manhattan,PAPOOSE
70228,Queens,PATCHES
70229,Staten Island,LUCKY 
70230,Queens,PENELOPE
70231,Manhattan,PHOEBEROSE
70232,Brooklyn,STELLA
70233,Brooklyn,SPOT
70234,Brooklyn,PEPPER
70235,Bronx,PEPPA 
70236,Manhattan,SUNNY
70237,Manhattan,TALLULAH
70238,Brooklyn,TAI
70239,Staten Island,STORM
70240,Queens,SULLY
70241,Staten Island,DIESEL
70242,Manhattan,LADY 
70243,Staten Island,DOBY
70244,Manhattan,DIVA
70245,Manhattan,LEO
70246,Brooklyn,DAPHNE
70247,Queens,BROOKLYN
70248,Bronx,BRIANNA
70249,Staten Island,BRISTOL
70250,Bronx,BROOKLYN
70251,Bronx,BRANDY
70252,Queens,BOYBOY
70253,Staten Island,ZOE
70254,Queens,ZOE
70255,Brooklyn,ZOEY
70256,Queens,YUGUI
70257,Brooklyn,YOSHI
70258,Bronx,YOGI
70259,Queens,WOLFY
70260,Queens,NEVE
70261,Brooklyn,NENA
70262,Bronx,NEELAH
70263,Manhattan,BARKLEY
70264,Manhattan,BAMBIE
70265,Manhattan,BANDIT 
70266,Queens,COLONEL 
70267,Queens,CODY
70268,Bronx,CODY
70269,Queens,CODY 
70270,Bronx,CODY 
70271,Bronx,BAILEY
70272,Manhattan,BAILEY 
70273,Brooklyn,BAILEY
70274,Queens,KENRY
70275,Bronx,KHLOÈ 
70276,Brooklyn,KODAK
70277,Queens,KNUCKLES
70278,Bronx,CUDDLES
70279,Queens,DAISY
70280,Manhattan,DAISY
70281,Bronx,KANDY
70282,Staten Island,ROCKY 
70283,Queens,ROSCOE 
70284,Queens,ROSCOE
70285,Queens,ROMEO 
70286,Manhattan,ROSIE 
70287,Queens,VIVIEN-BUTTERFLY
70288,Manhattan,VIOLA
70292,Bronx,ROCKY
70293,Queens,ROCKO
70294,Brooklyn,MONTY
70295,Manhattan,MOOKS
70296,Manhattan,KUMA
70297,Manhattan,KUMA 
70298,Bronx,KOLA 
70299,Staten Island,MR. 
70300,Queens,MUNECA
70301,Bronx,WIGGLES
70302,Queens,WHISPER
70303,Manhattan,PEEBY
70304,Staten Island,PEANUT 
70305,Queens,PEANUT
70306,Queens,PEBBLES
70307,Manhattan,PARKER 
70308,Bronx,PARKER
70309,Brooklyn,FRANKIE 
70310,Staten Island,FLOYD
70311,Brooklyn,LINCOLN 
70312,Queens,LILY
70313,Brooklyn,GAETAN 
70314,Manhattan,FRITS
70315,Manhattan,LINUS
70316,Manhattan,LITTLE 
70317,Queens,LOBO
70318,Staten Island,LOLA
70319,Queens,LOLA
70320,Manhattan,LOLA
70321,Queens,LOLA
70322,Manhattan,LOLA 
70323,Queens,LONDON
70324,Brooklyn,LOU
70325,Manhattan,LOUIE
70326,Manhattan,FLEUR
70327,Brooklyn,FINN
70328,Queens,F
70329,Queens,FEFE
70330,Queens,APPA
70331,Queens,ANNIE
70332,Manhattan,ANNIE
70333,Manhattan,ANGELO 
70334,Manhattan,APPLE
70335,Brooklyn,ARCHER
70336,Manhattan,ACHILLES
70337,Brooklyn,ABBY 
70338,Brooklyn,ABBIE 
70339,Brooklyn,AMBER 
70340,Brooklyn,ANGEL 
70341,Brooklyn,GIGI
70342,Queens,CAVAN
70343,Brooklyn,BUDDY
70344,Brooklyn,C.C.
70345,Brooklyn,CALVIN
70346,Manhattan,CALI-ENTE
70347,Manhattan,CALVIN 
70348,Brooklyn,OLLIE
70349,Queens,OLIVER
70350,Manhattan,OLIVER
70351,Manhattan,OREO
70352,Manhattan,ODIE
70353,Bronx,NUGGET
70354,Brooklyn,GORDA
70355,Queens,GIZMO
70356,Manhattan,SKYE 
70357,Brooklyn,SIMON
70358,Brooklyn,OZZIE
70359,Queens,PAIGE
70360,Brooklyn,SLIM
70361,Brooklyn,SKYLAR
70362,Brooklyn,SNAP 
70363,Brooklyn,SMUDGE
70364,Queens,SMOKEY 
70365,Bronx,SNOOKI
70366,Queens,SNOWY
70367,Bronx,SNOWBALL
70368,Queens,SONNY
70369,Brooklyn,SPARKLE
70370,Queens,SPARKI 
70371,Brooklyn,SPENCER
70372,Staten Island,TJ 
70373,Queens,TEDDY 
70374,Manhattan,TEKY
70375,Manhattan,TOBY 
70376,Bronx,TOBY
70377,Manhattan,TOFFEE
70378,Manhattan,PIPER
70379,Manhattan,PINKY
70380,Manhattan,MADDIE
70381,Staten Island,POKEY
70382,Manhattan,PORTER
70383,Manhattan,TEDDY
70384,Queens,TEBOW
70385,Brooklyn,TCHTOTCHKE
70386,Queens,TEDDY 
70387,Queens,PUFFY 
70388,Brooklyn,PUDDIN
70389,Manhattan,PRISCILLA
70390,Queens,PRINCESSA
70391,Brooklyn,PRINCE
70392,Manhattan,PRESLEY
70393,Manhattan,PRINCESS
70394,Queens,DUDLEY 
70395,Manhattan,DORIAN
70396,Bronx,DUTCH 
70397,Staten Island,DUKE
70398,Bronx,BENJI 
70399,Queens,BENJI
70400,Queens,BELLA 
70401,Brooklyn,BELLA
70402,Manhattan,BELLA
70403,Brooklyn,BELLA
70404,Brooklyn,BELLA
70405,Manhattan,BEEZER
70406,Staten Island,BEEFY
70407,Bronx,BELLA
70408,Queens,BEAR
70409,Brooklyn,ENZA 
70410,Manhattan,ENZO
70411,Brooklyn,ELLIE 
70412,Brooklyn,ELLIE
70413,Bronx,E.A. 
70414,Brooklyn,EINSTEIN 
70415,Queens,EDDY 
70416,Manhattan,LULU
70417,Brooklyn,LUTHER 
70418,Bronx,LYLA 
70419,Bronx,LUNA
70425,Brooklyn,TUCK 
70426,Staten Island,TROOPER
70427,Brooklyn,TOTO
70428,Manhattan,RICO-SUAVE
70429,Brooklyn,REX
70430,Queens,REX
70431,Manhattan,RASA
70432,Bronx,RED
70433,Manhattan,REMI
70434,Brooklyn,REGRAROK
70435,Queens,REMY
70436,Brooklyn,REVIS
70437,Brooklyn,QUEENIE
70438,Bronx,HERBIE
70439,Brooklyn,HAZEL
70440,Brooklyn,MAGGIE
70441,Brooklyn,MAGGIE 
70442,Queens,MADISON
70443,Staten Island,HONEY
70444,Brooklyn,HOLLY
70445,Manhattan,HOMER 
70446,Brooklyn,HOBBS
70447,Queens,MARBLE
70448,Brooklyn,MARCUS
70449,Queens,MANGO 
70450,Brooklyn,MAGY 
70451,Brooklyn,MATTE
70452,Brooklyn,MARIO
70453,Manhattan,BLUE 
70454,Bronx,BLANCA
70455,Brooklyn,BLACKY
70456,Bronx,BILLY 
70457,Manhattan,BENNETT 
70458,Brooklyn,BEVERS
70459,Bronx,HARLEM
70460,Manhattan,HAPPY 
70461,Brooklyn,BODHI 
70462,Queens,SHILOH
70463,Manhattan,SHADOW 
70464,Staten Island,SHAMUS 
70465,Queens,SHAY
70466,Brooklyn,MONEY
70467,Brooklyn,MOMO
70468,Manhattan,MOLLY
70469,Manhattan,SENGA
70470,Brooklyn,SESAME
70471,Queens,JOJO
70472,Manhattan,JOIA
70473,Manhattan,JIRO
70474,Manhattan,MILO 
70475,Manhattan,MILO 
70476,Bronx,MILEY
70477,Queens,KADILLACK 
70478,Manhattan,JULIETTE
70479,Staten Island,MILO
70480,Manhattan,MILOU
70481,Queens,MIN
70482,Manhattan,MINNIE
70483,Brooklyn,MOCHI
70484,Staten Island,MOLLY
70485,Brooklyn,MOLLY 
70486,Queens,MISSY
70487,Bronx,MISSY
70488,Manhattan,JASPER
70489,Queens,JASPER
70490,Brooklyn,JANE 
70491,Manhattan,COCO 
70492,Manhattan,COCO
70493,Queens,COCO 
70494,Bronx,COCO 
70495,Brooklyn,CLOEE 
70496,Queens,CLANCY
70497,Manhattan,CLANCY
70498,Queens,CHUCKY
70499,Brooklyn,CHUKI
70500,Manhattan,CHYNA 
70501,Queens,CHOCO
70502,Queens,CHOLE
70503,Brooklyn,CHLOE
70504,Staten Island,CHLOE
70505,Brooklyn,CHLOE
70506,Brooklyn,CHILINDRINA
70507,Staten Island,CHINO
70508,Manhattan,SAM 
70509,Brooklyn,SADIE
70510,Brooklyn,SABI
70511,Queens,RUI
70512,Bronx,MIDNIGHT
70513,Queens,SASHA 
70514,Brooklyn,SAMMIE
70515,Brooklyn,SAMARI
70516,Staten Island,SAMBUCA
70517,Manhattan,CHARLIE 
70518,Bronx,CHARLIE
70519,Brooklyn,CHASE 
70520,Staten Island,CHEYENNE 
70521,Manhattan,HOOVER 
70522,Brooklyn,HOPE
70523,Manhattan,HUDSON
70524,Queens,ISABELLE
70525,Queens,ITCHY
70526,Manhattan,ITHACA
70527,Brooklyn,MAYAH
70528,Manhattan,MAYA
70529,Queens,MIA
70530,Brooklyn,MIA 
70531,Bronx,MIA 
70532,Manhattan,WELLINGTON 
70533,Staten Island,WALLY
70534,Brooklyn,MUFFIN
70535,Manhattan,MURPHY
70536,Brooklyn,KUTE 
70537,Queens,KREMBO
70538,Manhattan,MOO 
70539,Manhattan,MORGAN 
70541,Staten Island,ROCKY
70542,Brooklyn,ROCKY 
70545,Staten Island,RUBY
70546,Manhattan,RUBY
70547,Brooklyn,RUBY
70552,Manhattan,VALENTINO
70553,Manhattan,WAFFLE
70554,Bronx,VULCAN 
70555,Manhattan,VOLPE 
70556,Manhattan,VERSACE
70557,Manhattan,ROSIE 
70558,Bronx,ROVI
70559,Brooklyn,ROXIE
70560,Manhattan,ROXSY
70561,Brooklyn,RUBY
70562,Manhattan,ROYCE 
70563,Manhattan,ROMEA
70564,Brooklyn,ROKU
70565,Queens,ROMEO
70566,Manhattan,CURLY
70567,Manhattan,CRAWFORD 
70568,Brooklyn,COUNTESS 
70569,Brooklyn,CROSHKA
70570,Bronx,CUJO
70571,Manhattan,COOPER
70572,Manhattan,COOPER 
70573,Bronx,COSETTE
70574,Bronx,KAYA
70575,Manhattan,AXEL
70576,Brooklyn,ATHENA
70577,Manhattan,AUGUST
70578,Manhattan,BAILEY 
70579,Brooklyn,BAILEY 
70580,Queens,BAILEY 
70581,Brooklyn,BABY
70582,Manhattan,BABEAR
70583,Brooklyn,BABY
70584,Brooklyn,COOKIE 
70585,Brooklyn,COOKIE 
70586,Brooklyn,BANDIT
70587,Brooklyn,BANDIT
70588,Brooklyn,COCOA
70589,Brooklyn,NEMO
70590,Bronx,NENA
70591,Brooklyn,NICHOLAS
70592,Brooklyn,LILLI 
70593,Manhattan,LILY 
70594,Manhattan,LILY 
70596,Brooklyn,NIP 
70597,Staten Island,NICKY 
70598,Brooklyn,WILSON
70599,Manhattan,WINSTON 
70600,Manhattan,WRIGLEY
70601,Queens,ZACK
70602,Manhattan,YUCA
70603,Queens,YUGI 
70604,Manhattan,ZEENA 
70605,Staten Island,ZEUS
70606,Staten Island,ZOE 
70607,Brooklyn,BOOMER
70608,Brooklyn,BRAQUE
70609,Brooklyn,BROOKLYN
70610,Manhattan,BUBBALAH 
70611,Staten Island,BRUTIS
70612,Manhattan,BUCKY
70613,Brooklyn,DELILAH 
70614,Staten Island,LEO
70615,Brooklyn,LIBERTY 
70616,Manhattan,LADY
70617,Manhattan,LAZULI
70618,Manhattan,DOLORES 
70619,Brooklyn,DIAMOND 
70620,Queens,DIAMOND
70621,Brooklyn,DIAMOND 
70622,Brooklyn,DINK
70623,Manhattan,STELLA
70624,Queens,TAMY
70625,Manhattan,SYDNEY 
70626,Manhattan,SUZY 
70627,Manhattan,TASHA
70628,Brooklyn,PEPE
70629,Bronx,PEPPER
70630,Bronx,PERLA
70631,Brooklyn,SPOOKIE
70632,Brooklyn,SPIKE
70633,Manhattan,PENNY
70634,Manhattan,PENNY
70635,Manhattan,HUDSON 
70636,Manhattan,HOUSTON
70637,Bronx,HUTCH
70638,Staten Island,CHEWY
70639,Manhattan,CHARLIE
70640,Brooklyn,CHANCE
70641,Bronx,CHAN
70642,Queens,CHARLEY 
70643,Staten Island,SASHA 
70644,Queens,MIKA
70645,Manhattan,RUPERT
70646,Manhattan,SADIE
70647,Brooklyn,RUSTY
70648,Manhattan,RYDER 
70649,Staten Island,SAM 
70650,Brooklyn,COCO
70651,Brooklyn,JESSA
70652,Manhattan,MOCHA
70653,Manhattan,MILO
70654,Brooklyn,MILO
70655,Brooklyn,MILEY
70656,Queens,MILO 
70657,Queens,JOEY
70658,Manhattan,SCOUT 
70659,Manhattan,MONKEY
70660,Staten Island,SIMBA
70661,Queens,HALEY 
70662,Manhattan,HANK
70663,Manhattan,BESS
70664,Bronx,BERTIE
70665,Manhattan,BETTY
70666,Queens,BENTLEY
70667,Manhattan,BLEECKER
70668,Bronx,BLU
70669,Brooklyn,BLU
70670,Queens,MASTER 
70671,Bronx,MANNY 
70672,Brooklyn,MARGO
70673,Queens,MARCO 
70674,Manhattan,MAE
70675,Brooklyn,HENRY
70676,Brooklyn,RAMBLER
70677,Queens,RILEY
70678,Staten Island,TONTO
70679,Staten Island,TRIXIE
70681,Brooklyn,LULU 
70682,Bronx,LULU
70683,Queens,LUKE
70684,Queens,LUCKY
70685,Brooklyn,LUCKY 
70686,Bronx,BAXTER
70687,Brooklyn,BEAUJOLAIS 
70688,Staten Island,BELLA
70689,Bronx,BELLA 
70690,Manhattan,DUG
70691,Brooklyn,PRINCE 
70692,Brooklyn,PRINCE
70693,Queens,TEDDY
70694,Queens,TEDDY
70695,Queens,TEDDY
70696,Brooklyn,TEDDY 
70697,Queens,PIPPIN 
70698,Brooklyn,PINO 
70699,Manhattan,PIPPA
70700,Brooklyn,TIANA
70701,Manhattan,TIGER
70702,Brooklyn,TIGGER
70703,Manhattan,THEODORE
70704,Queens,TINKERBELL
70705,Queens,SOREN 
70706,Manhattan,SOPHIE
70707,Bronx,SIMONA
70708,Manhattan,SKIP
70709,Manhattan,GRACIE
70710,Manhattan,ODIE
70711,Brooklyn,OREO
70712,Queens,ORION 
70713,Manhattan,OSCAR
70714,Manhattan,OTTER
70715,Manhattan,OLIVER
70716,Brooklyn,BUTTERCUP
70717,Manhattan,BUTTERS 
70718,Manhattan,BUFFY
70719,Manhattan,GELYBEAN
70720,Manhattan,GIGI
70721,Bronx,GEO
70722,Queens,GHOST
70723,Queens,ANDY
70724,Brooklyn,ANGEL 
70725,Manhattan,AMOS
70726,Brooklyn,ALFIE
70727,Staten Island,ALBA
70728,Queens,APOLLO 
70729,Queens,FINNEGAN
70730,Manhattan,FIONA
70731,Manhattan,LOLA
70732,Manhattan,LINDSEY
70733,Manhattan,FRANCES 
70734,Manhattan,FRECKLES
70735,Manhattan,PENNY
70736,Brooklyn,STELLA
70737,Brooklyn,PETE
70738,Manhattan,PETUNIA
70739,Staten Island,PENNY
70740,Manhattan,SUKI
70741,Staten Island,SUMMER
70742,Staten Island,SUE 
70743,Manhattan,KYLIE 
70744,Brooklyn,DITA
70745,Bronx,DOLLA
70746,Queens,LEILA
70747,Manhattan,LAIKA
70748,Brooklyn,LEWIS
70749,Manhattan,LEROY
70750,Bronx,BRONX 
70751,Queens,BREWSTER
70752,Brooklyn,BROWNIE
70753,Queens,BROOKLYNN 
70754,Queens,BRAVEHEART
70755,Manhattan,BOOM 
70756,Brooklyn,NORA
70757,Manhattan,WILSON
70758,Brooklyn,NINA 
70759,Brooklyn,NOELLE
70760,Queens,NAPOLEON
70761,Bronx,BABY 
70762,Brooklyn,BAGEL
70763,Brooklyn,ARTEMIUS
70764,Manhattan,AUGUSTUS
70765,Staten Island,KODA
70766,Queens,KEPLER
70767,Brooklyn,CREEPY
70768,Manhattan,DAISY 
70769,Staten Island,DAHLIA 
70770,Staten Island,CYRUS
70771,Brooklyn,VADER
70774,Staten Island,ROCKY
70775,Brooklyn,NACHO
70777,Manhattan,MUGSY 
70778,Brooklyn,WALL-E
70779,Manhattan,WHIPPET
70780,Manhattan,WILLIAM
70781,Manhattan,WALLY 
70782,Brooklyn,MURPHY
70784,Manhattan,ROSIE
70785,Staten Island,KAIRA
70786,Staten Island,KALI
70787,Manhattan,COOPER
70788,Manhattan,CUBBY 
70789,Brooklyn,KAZI 
70790,Manhattan,KIRBY
70791,Staten Island,CONNOR
70792,Queens,COOKIE
70793,Brooklyn,COOPER
70794,Brooklyn,NARI
