UID,Borough,Name
28819,Bronx,WENDY
28820,Queens,CACHILIN
28821,Manhattan,CALLI
28822,Manhattan,CASSIE
28823,Queens,GIDGET
28824,Queens,GIZMO 
28825,Brooklyn,GIZMO 
28826,Manhattan,SIMON
28827,Manhattan,SIR 
28828,Brooklyn,SKIPPY
28829,Queens,SKY
28830,Manhattan,SMEE
28831,Queens,SNOOPY 
28832,Brooklyn,PETEY
28833,Manhattan,PEANUT
28834,Manhattan,LUCKY 
28835,Brooklyn,STEVEN
28836,Staten Island,STORM
28837,Queens,SWEET 
28838,Manhattan,TALI
28839,Brooklyn,TACO
28840,Manhattan,LOUIE
28841,Brooklyn,LINUS
28842,Manhattan,LILY
28843,Queens,ALADAR
28844,Queens,ALBIE
28845,Manhattan,AIDEN
28846,Queens,AMOS
28847,Manhattan,EZRA
28848,Bronx,EXCALIBUR
28849,Manhattan,ETOILE 
28850,Queens,ANGELUS
28851,Manhattan,ESQUIRE
28852,Manhattan,FENWAY
28853,Queens,ANGEL 
28854,Bronx,ANABELLE
28855,Staten Island,ALPHA
28856,Brooklyn,ALBERT
28857,Queens,ALABAMA
28858,Manhattan,ACE 
28859,Queens,ACE 
28860,Brooklyn,FLUFFY
28861,Manhattan,LILY
28862,Manhattan,LILY
28863,Brooklyn,LINA
28864,Manhattan,LILY
28865,Brooklyn,LOLA
28866,Brooklyn,LOUIE
28867,Staten Island,TASHA
28868,Manhattan,SWEET 
28869,Manhattan,SWEETIE
28870,Bronx,SUMMER 
28871,Manhattan,PATRICK
28872,Brooklyn,PATIENCE
28873,Staten Island,LUCA
28874,Brooklyn,DOMINOE
28875,Brooklyn,LUCKERSON
28876,Brooklyn,PENNY
28877,Brooklyn,PENNY
28878,Brooklyn,PENNY
28879,Manhattan,PENNY
28880,Brooklyn,STARDUST 
28881,Brooklyn,STAR 
28882,Bronx,SPUNKY
28883,Bronx,SNOOPY
28884,Queens,SLASH
28885,Brooklyn,OZZY
28886,Brooklyn,P.J.
28887,Queens,SIMMI
28888,Queens,SOFIA
28889,Brooklyn,SPANKY
28890,Manhattan,SPIKE 
28891,Manhattan,SPARKY
28892,Manhattan,OLIVER
28893,Manhattan,OPIE
28894,Staten Island,GLORY 
28895,Queens,CECIL 
28896,Brooklyn,CEASER
28897,Manhattan,CASPER
28898,Queens,BUDDY 
28899,Staten Island,BUSTER 
28900,Manhattan,BUSTER
28901,Queens,BUTTONS
28902,Brooklyn,KIDD 
28903,Manhattan,KIDDLE
28904,Brooklyn,KARMA 
28905,Manhattan,KAISER 
28906,Manhattan,CYNNAMIN 
28907,Manhattan,COOPER
28908,Brooklyn,COOPER
28909,Manhattan,BAM 
28910,Manhattan,ATREU 
28911,Staten Island,MORGAN 
28912,Queens,KORI 
28913,Queens,MYA
28914,Brooklyn,MYA
28916,Manhattan,NALA
28917,Brooklyn,ROCKY
28918,Queens,ROMEO
28919,Manhattan,ROMEO
28920,Bronx,RONNIE
28921,Queens,ROXY 
28922,Queens,VITO
28923,Manhattan,VIOLET
28924,Queens,URAZA
28925,Manhattan,BOSCO
28926,Staten Island,BUDDY 
28927,Manhattan,BUDDY 
28928,Manhattan,DELILAH
28929,Staten Island,DANNY 
28930,Queens,LEELOO
28931,Brooklyn,LENNY
28932,Manhattan,LAIKA
28933,Manhattan,LEX 
28934,Queens,DOLLY 
28935,Queens,DISEL
28936,Queens,DOLLY 
28937,Staten Island,LADY 
28938,Queens,ZIPPY
28939,Queens,ZEUS 
28940,Queens,ZHUZHA 
28941,Staten Island,ZOE
28942,Manhattan,ZOLA
28943,Queens,YUGI
28944,Bronx,YADIRA
28945,Manhattan,LILY
28946,Manhattan,NERO
28947,Manhattan,NIKO
28948,Queens,NOKA
28949,Manhattan,WINSTON
28950,Brooklyn,NORMAN
28951,Staten Island,MAXINE 
28952,Manhattan,MAXWELL
28953,Staten Island,MAYLA
28954,Staten Island,MIA
28955,Bronx,MAX 
28956,Brooklyn,JAMIE
28957,Staten Island,JAKE 
28958,Manhattan,JACKY
28959,Manhattan,IVY
28960,Queens,CHARLES 
28961,Manhattan,CHIA
28962,Manhattan,SASHA
28963,Manhattan,JAX 
28964,Brooklyn,JAX
28965,Queens,JERICHO
28966,Queens,JARVIS 
28967,Brooklyn,COBY
28968,Brooklyn,CHOUPI 
28969,Brooklyn,CHUCHO
28970,Queens,CLEO
28971,Queens,JULE
28972,Manhattan,JETER
28973,Manhattan,JOJO 
28974,Queens,MINNIE
28975,Staten Island,MINNIE
28976,Brooklyn,MISIU
28977,Queens,MOLLY 
28978,Queens,SHERMAN
28979,Bronx,SHEERA 
28980,Manhattan,SCRAPPY
28981,Manhattan,SCHAK
28982,Manhattan,TOBY 
28983,Brooklyn,THEO
28984,Queens,MADDUX
28985,Manhattan,MADDIE
28986,Queens,MACK
28987,Queens,PINGO 
28988,Brooklyn,PORTER
28989,Brooklyn,PONZU 
28990,Manhattan,PLANETTE
28991,Brooklyn,DUCKY
28992,Brooklyn,DUNCAN
28993,Manhattan,DUKE
28994,Bronx,DUTCH
28995,Manhattan,BEAR 
28996,Brooklyn,BEATRICE
28997,Queens,BELLA
28998,Brooklyn,BELLA
28999,Brooklyn,LUCKY
29000,Staten Island,LULU
29001,Manhattan,ELWOOD 
29002,Queens,LUCKY
29003,Bronx,ELI 
29004,Brooklyn,ELLIE
29005,Manhattan,DWIGHT
29006,Brooklyn,EGYPT
29007,Brooklyn,MAGIC
29008,Bronx,HONEY
29009,Queens,HERSHEY
29010,Manhattan,HENRY
29011,Brooklyn,HENNI
29012,Queens,HEIDI
29013,Brooklyn,HENDRIX
29014,Manhattan,HAWKEYE
29015,Bronx,HECTOR 
29016,Queens,HAZEL
29017,Manhattan,BLACKY
29018,Bronx,BLACKIE
29019,Queens,BLUE 
29020,Brooklyn,BISCUIT
29021,Queens,BIGGIE 
29022,Brooklyn,BETSY
29023,Brooklyn,BENTLEY
29024,Manhattan,BOND
29025,Manhattan,BLUE
29026,Manhattan,BLUE
29027,Queens,HARLEY
29028,Bronx,HARLEY
29029,Queens,HAPPY
29030,Manhattan,GUSTO
29032,Bronx,TYKE 
29033,Brooklyn,TOPS
29034,Manhattan,RICO
29035,Manhattan,REX
29036,Queens,RACHAEL
29037,Brooklyn,RACHEL
29038,Brooklyn,REBOOT
29039,Bronx,RAVEN 
29040,Queens,RED 
29041,Brooklyn,MAX
29042,Queens,MAX 
29043,Manhattan,QUEEN 
29044,Brooklyn,RALPH
29045,Manhattan,RALEIGH
29046,Brooklyn,TRIXIE
29047,Queens,UNCLE 
29049,Manhattan,TUI
29051,Queens,HALO
29052,Staten Island,HARLEY
29053,Manhattan,BOBBY
29054,Queens,BO
29055,Queens,BOLO
29056,Brooklyn,BONNIE
29057,Bronx,GUS
29058,Brooklyn,BLACKY
29059,Brooklyn,HENRY
29060,Manhattan,HERMAN
29061,Brooklyn,MAGGIE
29062,Queens,MAX 
29063,Staten Island,MARBLES
29064,Queens,MARCO
29065,Brooklyn,ELISKA
29066,Queens,EMMA 
29067,Manhattan,ENCHILADA
29068,Manhattan,ELVIS 
29069,Staten Island,LUNA
29070,Manhattan,LUNA
29071,Brooklyn,LUNA
29072,Brooklyn,LUCY
29073,Staten Island,BELLA
29074,Brooklyn,BELLA 
29075,Queens,BELLA
29076,Manhattan,BELLA
29077,Manhattan,BECKY 
29078,Queens,BEAR
29079,Staten Island,BEAR
29080,Bronx,BATMAN
29081,Queens,DULCE
29082,Staten Island,DUDE
29083,Brooklyn,PRECIOUS
29084,Brooklyn,PINKY
29085,Brooklyn,PIP
29086,Queens,PINO
29087,Brooklyn,MADDIE
29088,Manhattan,MABEL
29089,Manhattan,PUKU 
29090,Brooklyn,PRIMO 
29091,Manhattan,PRINCE 
29092,Bronx,PRINCESS
29093,Manhattan,THUNDER 
29094,Brooklyn,TIGGER
29095,Queens,TIFFANY
29096,Queens,TEO
29097,Queens,TEQUILA 
29098,Manhattan,THEODORE 
29099,Manhattan,THEODORE
29100,Staten Island,TIKI
29101,Brooklyn,TILLEY
29102,Manhattan,TOBY
29103,Queens,TOAST
29104,Queens,TOBY 
29105,Manhattan,SIMBA 
29106,Brooklyn,SHADOW
29107,Bronx,SHOCKO
29108,Queens,MISSY
29109,Queens,MISSY 
29110,Manhattan,MO 
29111,Manhattan,MOLLY
29112,Staten Island,MOLLY 
29113,Manhattan,MIRA
29114,Manhattan,MINIONS
29115,Brooklyn,JORDAN
29116,Queens,JILL
29117,Bronx,JOY
29118,Brooklyn,JUJU
29119,Brooklyn,JUSTICE
29120,Brooklyn,CHOCOLATE
29121,Bronx,CHLOE
29122,Brooklyn,CHINGY
29123,Bronx,CLASSY
29124,Manhattan,CHUPY 
29125,Staten Island,CINDERELLA
29126,Queens,JAX
29127,Brooklyn,SANDY
29128,Manhattan,SAMSONMAXWELLWALTERZANE(SAMMY)
29129,Queens,SANDY 
29130,Manhattan,SANDY 
29131,Staten Island,SAMMY
29132,Queens,SARANG
29133,Queens,SAM
29134,Manhattan,MILES 
29135,Manhattan,MIDNIGHT
29136,Manhattan,IKCHEL
29137,Queens,ISABELLA
29138,Brooklyn,HONEYBUN((HOLIDAY)
29139,Brooklyn,HONEY 
29140,Manhattan,CHESTER
29141,Brooklyn,CHEWBACCA 
29142,Manhattan,CHEWY 
29143,Manhattan,CHELSEA
29144,Queens,CHARO
29145,Manhattan,CHARLIE
29146,Staten Island,CHARLIE
29147,Brooklyn,CHARLIE
29148,Manhattan,CHARLI
29149,Manhattan,CERVANTES
29150,Brooklyn,CESAR
29151,Brooklyn,JACKSON
29152,Staten Island,JACK
29153,Queens,JACK
29154,Queens,JACK
29155,Bronx,JAEDA
29156,Queens,JAKE
29157,Queens,JAKE
29158,Queens,JAKE
29159,Staten Island,MAX
29160,Manhattan,MEI 
29161,Manhattan,MELVIN
29162,Manhattan,MAXWELL
29163,Queens,MAX
29164,Manhattan,MAXINE 
29165,Manhattan,WINTER
29166,Manhattan,WINSTON
29167,Brooklyn,WREX 
29168,Brooklyn,NOODLE
29169,Brooklyn,NIKKIE
29170,Queens,NELLIE
29171,Manhattan,NEEKO
29172,Manhattan,NAMIE 
29173,Queens,LILAH
29174,Manhattan,LILAH
29176,Staten Island,YODA 
29177,Manhattan,YUMI
29178,Brooklyn,ZACK
29179,Staten Island,ZOEY
29180,Staten Island,ZEUS
29181,Manhattan,ZOE
29182,Brooklyn,ZORRO
29183,Queens,DOMINICK
29184,Bronx,DOMANI
29185,Queens,DOLLY
29186,Manhattan,DOBY
29187,Bronx,DIEGO
29188,Queens,LEO 
29189,Staten Island,LEO 
29190,Manhattan,LEXINGTON
29191,Brooklyn,LEXUS
29192,Manhattan,LAMBCHOP 
29193,Queens,LARISA 
29194,Queens,LEILA 
29195,Queens,BUDDY 
29196,Manhattan,DAISY
29197,Staten Island,BUDDY 
29198,Staten Island,BUDDY 
29199,Brooklyn,BUDDY
29200,Bronx,BOOMER
29201,Brooklyn,BROOKLYN
29202,Bronx,BRUCE
29203,Queens,BRUNO
29204,Brooklyn,VITO 
29205,Queens,ROY
29206,Staten Island,ROXY
29207,Manhattan,ROWN 
29208,Manhattan,ROCKY
29209,Brooklyn,NALA
29211,Bronx,ROCKY
29212,Manhattan,ROCKY 
29213,Queens,ROCKY 
29214,Brooklyn,ROCKY
29215,Manhattan,MUFFIN 
29216,Brooklyn,MYA
29217,Queens,MUSHROOM
29218,Bronx,MURRAY
29219,Manhattan,MURRAY
29220,Manhattan,KONA
29221,Bronx,MOSES
29222,Manhattan,MOSES 
29223,Queens,BAILEY
29224,Manhattan,ASTRO
29225,Brooklyn,ASIA
29226,Manhattan,ARLO
29227,Brooklyn,ATTICUS 
29228,Queens,COCO 
29229,Manhattan,COOKIE
29230,Brooklyn,COOKIE 
29231,Manhattan,CODY 
29232,Queens,COOPER 
29233,Brooklyn,CRICKET
29234,Bronx,DADDY 
29235,Brooklyn,DAFFNEY 
29236,Queens,DAISY 
29237,Queens,DAISY
29238,Bronx,KANE
29239,Bronx,KALUA 
29240,Manhattan,KOBE 
29241,Queens,KODA
29242,Queens,KELLY
29243,Manhattan,WALTER
29244,Manhattan,WILLIE
29245,Brooklyn,WILLIE
29246,Queens,CAESAR 
29247,Brooklyn,BUTTERCUP
29248,Brooklyn,CARA 
29249,Queens,CANDIE 
29250,Manhattan,BUDDY 
29251,Manhattan,BUDDY
29252,Brooklyn,CARLY
29253,Queens,GIBSON 
29254,Bronx,GINA
29255,Bronx,GINGER
29256,Queens,GRACY 
29257,Manhattan,GRACIE
29258,Brooklyn,NYXIE 
29259,Manhattan,GODIVA
29260,Brooklyn,GIZMO 
29261,Queens,GIZMO 
29262,Queens,GISZELLE
29263,Manhattan,GINGI 
29264,Brooklyn,GINGER 
29265,Manhattan,OTIS
29266,Bronx,OLIVER 
29267,Manhattan,OLIVER
29268,Brooklyn,SPADES 
29269,Brooklyn,SONNY
29270,Manhattan,PAKO
29271,Queens,PADDY
29272,Queens,OZZY 
29273,Manhattan,OZZIE
29274,Manhattan,PABLO
29275,Bronx,SMOKEE
29276,Queens,SKYLAR
29277,Manhattan,SNUGGLES
29278,Brooklyn,SQUID
29279,Manhattan,STARK
29280,Manhattan,PERCIVAL
29281,Brooklyn,PERCY
29282,Manhattan,PENNY 
29283,Queens,PEPIN
29284,Bronx,PEBBLES
29285,Queens,PENELOPE
29286,Manhattan,PAULO
29287,Queens,TABB
29288,Brooklyn,SWEETPEA
29289,Brooklyn,SUSAN
29290,Brooklyn,TARZAN
29291,Staten Island,LOLA
29292,Manhattan,LUCA
29293,Queens,LOUIE 
29294,Staten Island,LOLA
29295,Staten Island,LILY 
29296,Brooklyn,GAMBIT
29297,Brooklyn,FRITZ 
29298,Staten Island,FLORIAN
29299,Bronx,FLOPPY
29300,Bronx,FLUFFY
29301,Brooklyn,FRANKIE 
29302,Manhattan,FRECKLES
29303,Queens,2J
29304,Manhattan,ADELLINE
29305,Manhattan,AMBER
29306,Brooklyn,ALEXANDER 
29307,Manhattan,AMELIE
29308,Brooklyn,ANGEL 
29309,Manhattan,ANGEL
29310,Manhattan,FAY 
29311,Bronx,APRIL
29312,Queens,APRIL 
29313,Queens,EUGENE
29314,Manhattan,APOLLO 
29315,Queens,APOLLO
29316,Bronx,ANNA
29317,Brooklyn,ARCHIE
29318,Manhattan,FENDI
29319,Brooklyn,EVIE 
29320,Brooklyn,FLEX
29321,Brooklyn,FINLEY
29322,Queens,ALONZO
29323,Bronx,ALVIN
29324,Bronx,ABBOTT
29325,Manhattan,ABBY
29326,Staten Island,LILY 
29327,Queens,LINCOLN 
29328,Manhattan,LIONEL
29329,Manhattan,STELLA
29330,Bronx,PEACHES
29331,Queens,PETEY
29332,Brooklyn,PHOEBE
29333,Staten Island,SMOKEY
29334,Queens,PAIGE
29335,Staten Island,SOFIA
29336,Queens,SPARKIE
29337,Brooklyn,ORLY
29338,Manhattan,OTTO
29339,Brooklyn,NYLA-KAY
29340,Queens,GRUNT
29341,Queens,GUCCI
29342,Staten Island,GEMI 
29343,Queens,BURRITO
29344,Staten Island,BUSTER
29345,Queens,BUSTER
29346,Brooklyn,CALLIE
29347,Queens,BUTTONS
29348,Brooklyn,CALI
29349,Queens,CALEB
29350,Brooklyn,CAIRO
29351,Brooklyn,WEIRD 
29352,Brooklyn,KING 
29353,Manhattan,KOBE
29354,Queens,COOPER
29355,Bronx,CORNELIUS 
29356,Staten Island,COOPER
29357,Manhattan,COOKIE
29358,Bronx,BAM 
29359,Queens,BADGER
29360,Bronx,BABY
29361,Manhattan,KOXKO
29362,Manhattan,MUSHU
29363,Staten Island,MUFFY
29364,Brooklyn,ROCKY
29365,Queens,
29366,Brooklyn,ROXY
29367,Queens,ROXY
29368,Brooklyn,ROXY 
29369,Brooklyn,ROZALINA
29370,Bronx,VICKY
29371,Brooklyn,VINNY 
29372,Bronx,RUBY
29373,Queens,RUBY
29374,Staten Island,BRODIE
29375,Manhattan,BREWSTER
29376,Brooklyn,BUCK
29377,Manhattan,DELILAH 
29378,Queens,LADY
29379,Brooklyn,LENNY 
29380,Manhattan,LEO
29381,Queens,DIESEL 
29382,Staten Island,DOMINO
29383,Queens,Z-WILLOW
29384,Queens,ZACK
29385,Manhattan,YOYO
29386,Bronx,YOLA 
29387,Queens,YAHOO
29388,Staten Island,XENIA
29389,Bronx,NEYLA
29390,Brooklyn,WINTER
29391,Manhattan,WIMBA
29392,Brooklyn,MAXY
29393,Manhattan,MAXINE
29394,Brooklyn,MEDALLA
29395,Manhattan,MCDUFF
29396,Manhattan,MIA
29397,Brooklyn,JACKY
29398,Queens,JACK
29399,Manhattan,JACKSON
29400,Brooklyn,CHAMP
29401,Manhattan,CEE 
29402,Brooklyn,CHARLIE
29403,Manhattan,CHAZZ 
29404,Bronx,HONEY
29405,Queens,CHI 
29406,Manhattan,HUNTER
29407,Bronx,SAMMY
29408,Staten Island,SANDY
29409,Brooklyn,JAVA
29410,Queens,COCCO
29411,Brooklyn,COCO
29412,Brooklyn,COCO
29413,Brooklyn,COCO 
29414,Brooklyn,CLEOPATRA
29415,Queens,CHIMICHURRI
29416,Brooklyn,CHLOE 
29417,Staten Island,CHLOE
29418,Brooklyn,JIMMY 
29419,Queens,JOSIE
29420,Manhattan,JOEY
29421,Queens,JOE
29422,Manhattan,MILO
29423,Queens,MIÑO
29424,Manhattan,MOLLY
29425,Brooklyn,MOLINA
29426,Queens,MOBY
29427,Queens,MISS 
29428,Bronx,SHILOH
29429,Manhattan,SHIVA 
29430,Bronx,SHAKIRA
29431,Manhattan,SILURIAN
29432,Brooklyn,SCHATZI
29433,Manhattan,SAVANNAH 
29434,Queens,SAVANNAH
29435,Manhattan,SCOOPS
29436,Brooklyn,TIMBIT
29437,Brooklyn,TINY 
29438,Manhattan,TITI 
29439,Manhattan,TEDDY
29440,Queens,TIGER
29441,Bronx,THUNDER
29442,Bronx,PRETTY
29443,Manhattan,TEDDY
29444,Queens,TEDDY
29445,Brooklyn,PRISSY
29446,Bronx,POOKIE
29447,Brooklyn,DUFF
29448,Brooklyn,DOUGHNUT
29449,Brooklyn,DUKE
29450,Manhattan,BEAR 
29451,Manhattan,BEAR
29452,Manhattan,BEBO 
29453,Brooklyn,BELLA 
29454,Queens,BELLA
29455,Manhattan,LUCY
29456,Manhattan,LUNA
29457,Queens,LULU
29458,Brooklyn,ELVIS
29459,Queens,EMMA 
29460,Queens,LUCKY
29461,Queens,EDDIE
29462,Manhattan,MAX 
29463,Manhattan,HENRI
29464,Manhattan,HAYLEY
29465,Bronx,HAYES
29466,Queens,BENNY
29467,Queens,BIANCO
29468,Manhattan,BILLIE 
29469,Brooklyn,BOBEK
29470,Bronx,HADLEY
29471,Manhattan,TUX
29472,Manhattan,TWINKIE
29473,Queens,TWILO
29474,Brooklyn,TYLER
29475,Bronx,TONY
29476,Queens,RHYMING
29477,Bronx,RICKY
29478,Staten Island,RIPLEY
29479,Manhattan,RAVIOLI
29480,Manhattan,RAMBO 
29481,Bronx,REX
29482,Manhattan,REGINALD
29483,Manhattan,TRAVI 
29484,Manhattan,TRIXIE 
29485,Staten Island,ROCCO
29487,Brooklyn,BON 
29488,Brooklyn,BLUE
29489,Manhattan,BOBBY
29490,Brooklyn,BEPPE
29491,Queens,BENTLEY
29492,Manhattan,HERCULES
29493,Bronx,HERCULES
29494,Brooklyn,HAZEL
29495,Brooklyn,HENNY
29496,Manhattan,MARTY 
29497,Manhattan,MASY
29498,Brooklyn,ELWOOD
29499,Manhattan,LUNA 
29500,Staten Island,LUCY
29501,Queens,BAYTOBIN
29502,Bronx,DUCKY
29503,Brooklyn,PRINCESS
29504,Queens,PRINCESS 
29505,Bronx,PRINCESS
29506,Bronx,TOBY
29507,Manhattan,SCRUFFY 
29508,Brooklyn,SCARLETT
29509,Bronx,SHEBA
29510,Bronx,SHEBA
29511,Bronx,SHIEVA
29512,Manhattan,MILO
29513,Brooklyn,JIMMY
29514,Staten Island,CHULO
29515,Manhattan,CLOVER 
29516,Queens,JAY
29517,Staten Island,HOPE
29518,Brooklyn,CHARM
29519,Manhattan,CHANDLER
29520,Brooklyn,CHANEL
29521,Bronx,JACKY
29522,Queens,MAYA
29523,Queens,WONDER 
29524,Brooklyn,NEPTUNE
29525,Staten Island,ZEUS
29526,Manhattan,ZEUS
29527,Brooklyn,ZOEY 
29528,Brooklyn,ZELDA
29529,Brooklyn,DIDEROT
29530,Brooklyn,LEA 
29531,Staten Island,BROOKE 
29532,Queens,BROWNY
29533,Queens,ROMEO
29534,Queens,NACHO
29536,Manhattan,MOTLEY
29537,Staten Island,COOKIE
29538,Brooklyn,COMET 
29539,Brooklyn,KESHA
29540,Manhattan,KIRBY
29541,Brooklyn,KIZZIE 
29542,Bronx,KING
29543,Manhattan,WEMBLEY
29544,Staten Island,BUDDY
29545,Queens,GEORGE
29546,Queens,GEORGE
29547,Manhattan,GUINNESS 
29548,Manhattan,GUINNESS 
29549,Brooklyn,GORDITA
29550,Manhattan,OLLIE
29551,Brooklyn,OLLIE
29552,Queens,SIR 
29553,Manhattan,SMOKEY
29554,Staten Island,SRIRACHA
29555,Brooklyn,PENNY
29556,Brooklyn,PEPPER
29557,Queens,PENELOPE
29558,Manhattan,STELLA
29559,Manhattan,SUAVE
29560,Brooklyn,TALL 
29561,Manhattan,TARCHIN
29562,Bronx,FLORENTINE
29563,Brooklyn,AERYS
29564,Manhattan,ABBY
29565,Manhattan,AMBER
29566,Brooklyn,FENWAY
29567,Brooklyn,ANIMAL 
29568,Manhattan,FIORELLO
29569,Queens,AGATHA 
29570,Queens,LOLA
29571,Manhattan,LOVEY
29572,Bronx,FRANCIS
29573,Manhattan,PETEY
29574,Queens,PICKLES
29575,Queens,SOOKIE 
29576,Manhattan,SOONER
29577,Manhattan,SPENCER
29578,Staten Island,SIR 
29579,Manhattan,OAKLEY
29580,Queens,GHOST
29581,Manhattan,GAUGE
29582,Queens,BURRITO
29583,Brooklyn,BUDDY
29584,Bronx,CARA
29585,Bronx,KEYS
29586,Manhattan,COCO
29587,Queens,COCO
29588,Brooklyn,BANDIT
29589,Bronx,BAM 
29590,Manhattan,ASH
29591,Manhattan,ASHLEY
29592,Staten Island,BACIO
29593,Brooklyn,BAILEY
29594,Queens,MUFASAA
29595,Queens,
29596,Queens,ROCKY
29598,Brooklyn,
29600,Staten Island,ROXY
29601,Queens,ROCKY
29606,Manhattan,VATA
29607,Staten Island,BOOMER
29608,Staten Island,BOOB 
29609,Brooklyn,BOW
29610,Bronx,BRUNO
29611,Bronx,DIAMOND
29612,Bronx,DIAMOND
29613,Brooklyn,DIEGO
29614,Staten Island,DEXTER
29615,Bronx,ZIGGY
29616,Brooklyn,ZIGGY
29617,Brooklyn,NORMAN
29618,Bronx,NOVA
29619,Queens,WINNIE
29620,Manhattan,SASHA 
29621,Staten Island,RYLIE
29622,Manhattan,SADIE
29623,Brooklyn,MERLE
29624,Bronx,MAX
29625,Bronx,JAGGER
29626,Queens,CHAOS
29627,Brooklyn,CHARLIE
29628,Manhattan,CHICHI
29629,Staten Island,JASPER
29630,Bronx,JANE
29631,Manhattan,COBEY
29632,Staten Island,CHULO
29633,Queens,MOCHA
29634,Bronx,SHADOW
29635,Manhattan,SHEA
29636,Staten Island,SCOOTER 
29637,Queens,TIMON
29638,Brooklyn,TOBY
29639,Manhattan,TJ
29640,Bronx,THEO
29641,Queens,TEDDY
29642,Manhattan,MACY
29643,Manhattan,MADDY
29644,Bronx,PLAYDOH
29645,Manhattan,POLARIS
29646,Queens,POPI
29647,Bronx,DUCE
29648,Queens,BELLA
29649,Queens,BELLA
29650,Bronx,BEAR
29651,Manhattan,LUKE
29652,Manhattan,LUX
29653,Staten Island,ELLA
29654,Brooklyn,DWAYNE
29655,Brooklyn,LUCKY
29656,Brooklyn,MAX
29657,Manhattan,MARSHMELLOW
29658,Bronx,MARCUS
29659,Queens,HOLLY 
29660,Brooklyn,BLU
29661,Manhattan,GUS
29662,Queens,BOGEY
29663,Bronx,UMI
29664,Manhattan,TUCKER
29668,Manhattan,RASCAL
29669,Brooklyn,TONY 
29670,Manhattan,TREVOR 
29671,Manhattan,REX
29672,Bronx,PEANUT 
29673,Staten Island,PEACHES
29674,Manhattan,PEEPERS
29675,Brooklyn,FUDGE
29676,Staten Island,FOXY
29677,Staten Island,FOX 
29678,Queens,FLUFFY 
29679,Brooklyn,LOU
29680,Queens,LOLA
29681,Manhattan,LOKI 
29682,Staten Island,LITTLE 
29683,Queens,ANGEL
29684,Queens,ANGEL
29685,Manhattan,ANDY
29686,Queens,FERGIE
29687,Bronx,FITCH
29688,Queens,ANGIE
29689,Brooklyn,ANNECY 
29690,Manhattan,APRIL
29691,Manhattan,ROBBIE
29692,Staten Island,ROCCO 
29693,Manhattan,RAGS 
29694,Manhattan,QUINCE
29695,Queens,MAX
29696,Brooklyn,REWARD
29697,Brooklyn,TUCKER
29698,Manhattan,TROY
29699,Bronx,TWIX
29700,Manhattan,BONNIE
29701,Manhattan,BO 
29702,Manhattan,HANK
29703,Manhattan,HAPPY 
29704,Brooklyn,HAROLD 
29705,Queens,BINGO
29706,Manhattan,BISCUIT
29707,Manhattan,HOBBES
29708,Manhattan,HONEY 
29709,Manhattan,HONDA
29710,Staten Island,HAYLEY
29711,Manhattan,MAGGIE
29712,Manhattan,MAPLE
29713,Manhattan,MARIE
29714,Manhattan,MARCONI
29715,Queens,MAX
29716,Brooklyn,ELVIS
29717,Manhattan,ELLIE 
29718,Brooklyn,ELOISE
29719,Manhattan,LUPE
29720,Brooklyn,LUKE
29721,Manhattan,LUCY
29722,Queens,LUCY
29723,Brooklyn,BAXTER
29724,Bronx,BEBA
29725,Brooklyn,BEBE
29726,Bronx,BELLA
29727,Brooklyn,DR. 
29728,Queens,DREX 
29729,Queens,DROID
29730,Queens,DUKE
29731,Bronx,DUKE 
29732,Queens,DUNKIN
29733,Manhattan,DUSTY
29734,Bronx,PIMP
29735,Brooklyn,MACKIE
29736,Staten Island,MACHITO
29737,Bronx,MACHO
29738,Bronx,PRINCE 
29739,Queens,PRICE
29740,Brooklyn,PUGZLEE 
29741,Brooklyn,TOBY
29742,Brooklyn,TIMMY
29743,Manhattan,TOBY
29744,Brooklyn,SCARLET
29745,Queens,SCOGGIE
29746,Brooklyn,MOLLY
29747,Queens,MOLLY
29748,Queens,MOLLY
29749,Queens,SEBASTIAN
29750,Brooklyn,SEBASTIAN 
29751,Bronx,SHADOW 
29752,Queens,SHIH 
29753,Brooklyn,SHILO
29754,Manhattan,SHILOH 
29755,Brooklyn,SHEPHERD
29756,Manhattan,SHUGGIE
29757,Brooklyn,SHPILKE
29758,Bronx,JULIE
29759,Manhattan,JUMPER
29760,Queens,JOEY
29761,Queens,JOEY
29762,Manhattan,JOHNY
29763,Staten Island,JESSIE
29764,Brooklyn,MISTER 
29765,Queens,MISSY
29766,Bronx,MISSY
29767,Manhattan,MISTY
29768,Bronx,MILO
29769,Manhattan,MIMI 
29770,Queens,CHLOE
29771,Bronx,CHINA
29772,Bronx,CLOUDY
29773,Manhattan,CLEMSON
29774,Manhattan,CINNAMON
29775,Brooklyn,JERRY
29776,Staten Island,JASPER
29777,Bronx,JAY
29778,Queens,CHARLIE 
29779,Brooklyn,CELBEN
29780,Bronx,CHAMP
29781,Brooklyn,CHANEL 
29782,Manhattan,CHAMPY 
29783,Brooklyn,IZZY 
29784,Staten Island,MAXIMILLIAN
29785,Bronx,MAXAMILLION
29786,Manhattan,MAYA
29787,Queens,MEATBALL 
29788,Queens,MAXX
29789,Queens,MIA
29790,Brooklyn,MIA 
29791,Queens,MIA 
29792,Manhattan,SAKE
29793,Manhattan,SAM 
29794,Bronx,SADIE
29795,Queens,RUPERT
29796,Manhattan,RUFUS
29797,Queens,SAMANTHA
