UID,Borough,BirthMonth
62336,Bronx,1
62337,Staten Island,1
62338,Bronx,9
62339,Manhattan,6
62340,Manhattan,4
62341,Staten Island,1
62342,Queens,1
62343,Bronx,1
62344,Manhattan,8
62345,Queens,3
62346,Staten Island,1
62347,Staten Island,6
62348,Manhattan,1
62349,Staten Island,7
62350,Bronx,1
62351,Manhattan,8
62352,Manhattan,1
62353,Manhattan,7
62354,Brooklyn,1
62355,Manhattan,8
62356,Manhattan,1
62357,Manhattan,9
62358,Bronx,1
62359,Bronx,1
62360,Brooklyn,8
62361,Manhattan,3
62362,Staten Island,11
62363,Manhattan,5
62364,Manhattan,9
62365,Manhattan,1
62366,Bronx,2
62367,Brooklyn,8
62368,Bronx,1
62369,Manhattan,2
62370,Manhattan,3
62371,Manhattan,1
62372,Manhattan,12
62373,Manhattan,8
62374,Brooklyn,3
62375,Manhattan,1
62376,Staten Island,10
62377,Brooklyn,1
62378,Queens,1
62379,Bronx,1
62380,Bronx,12
62381,Queens,6
62382,Staten Island,1
62383,Staten Island,10
62384,Staten Island,2
62385,Brooklyn,1
62386,Brooklyn,1
62387,Manhattan,3
62388,Manhattan,9
62389,Bronx,8
62390,Queens,10
62391,Manhattan,4
62392,Manhattan,1
62393,Queens,1
62394,Brooklyn,1
62395,Brooklyn,1
62396,Queens,1
62397,Staten Island,11
62398,Queens,10
62399,Brooklyn,3
62400,Staten Island,9
62401,Queens,10
62402,Manhattan,12
62403,Queens,12
62404,Queens,11
62405,Bronx,3
62406,Brooklyn,4
62407,Bronx,1
62409,Brooklyn,4
62410,Brooklyn,2
62411,Staten Island,10
62412,Queens,11
62413,Queens,3
62414,Staten Island,6
62415,Queens,6
62416,Brooklyn,12
62417,Manhattan,7
62418,Manhattan,8
62419,Manhattan,11
62420,Manhattan,1
62421,Queens,3
62422,Brooklyn,1
62423,Staten Island,1
62424,Queens,8
62425,Bronx,12
62426,Queens,1
62427,Manhattan,10
62428,Brooklyn,1
62429,Manhattan,1
62430,Manhattan,10
62431,Manhattan,3
62432,Brooklyn,1
62433,Brooklyn,11
62434,Brooklyn,9
62435,Manhattan,1
62436,Brooklyn,11
62437,Manhattan,2
62438,Staten Island,1
62439,Manhattan,1
62440,Queens,9
62441,Brooklyn,1
62442,Queens,11
62443,Manhattan,1
62444,Bronx,1
62445,Staten Island,1
62446,Manhattan,1
62447,Manhattan,6
62448,Queens,1
62449,Brooklyn,9
62450,Bronx,5
62451,Queens,6
62452,Manhattan,1
62453,Manhattan,1
62454,Queens,12
62455,Bronx,11
62456,Bronx,8
62457,Bronx,6
62458,Brooklyn,12
62459,Manhattan,12
62460,Queens,10
62461,Manhattan,9
62462,Brooklyn,2
62463,Manhattan,6
62464,Staten Island,8
62465,Manhattan,1
62466,Staten Island,7
62467,Staten Island,6
62468,Bronx,3
62469,Manhattan,11
62470,Manhattan,1
62471,Manhattan,10
62472,Queens,2
62473,Queens,4
62474,Manhattan,1
62475,Manhattan,12
62476,Brooklyn,3
62477,Manhattan,11
62478,Brooklyn,11
62479,Brooklyn,6
62480,Staten Island,3
62481,Staten Island,3
62482,Manhattan,1
62483,Manhattan,8
62484,Brooklyn,1
62485,Queens,9
62486,Queens,9
62487,Manhattan,2
62488,Staten Island,12
62489,Manhattan,12
62490,Queens,3
62491,Manhattan,4
62492,Staten Island,1
62493,Bronx,12
62494,Manhattan,12
62495,Queens,11
62496,Manhattan,1
62497,Manhattan,11
62498,Manhattan,4
62499,Brooklyn,3
62500,Brooklyn,10
62501,Staten Island,1
62502,Staten Island,10
62503,Queens,7
62504,Manhattan,1
62505,Bronx,1
62506,Bronx,2
62507,Manhattan,3
62508,Brooklyn,12
62509,Brooklyn,1
62510,Manhattan,2
62511,Manhattan,2
62512,Manhattan,1
62513,Manhattan,7
62514,Manhattan,5
62515,Brooklyn,9
62516,Brooklyn,9
62517,Bronx,4
62518,Queens,1
62519,Manhattan,9
62520,Queens,8
62521,Manhattan,1
62522,Manhattan,4
62523,Brooklyn,11
62524,Bronx,3
62525,Brooklyn,4
62526,Queens,12
62527,Manhattan,10
62528,Queens,7
62529,Queens,3
62531,Bronx,8
62532,Queens,1
62533,Manhattan,9
62534,Brooklyn,3
62535,Manhattan,1
62536,Staten Island,9
62537,Staten Island,6
62538,Manhattan,1
62539,Brooklyn,7
62540,Manhattan,11
62541,Staten Island,9
62542,Queens,1
62543,Queens,7
62544,Manhattan,9
62545,Queens,7
62546,Queens,1
62547,Queens,1
62548,Brooklyn,12
62549,Manhattan,1
62550,Bronx,12
62551,Queens,12
62552,Manhattan,11
62553,Manhattan,12
62554,Manhattan,1
62555,Staten Island,2
62556,Manhattan,8
62557,Staten Island,12
62558,Manhattan,6
62559,Queens,9
62561,Manhattan,1
62562,Bronx,1
62563,Staten Island,10
62564,Queens,3
62565,Manhattan,9
62566,Manhattan,8
62567,Manhattan,1
62568,Manhattan,10
62569,Manhattan,6
62570,Manhattan,1
62571,Brooklyn,3
62572,Bronx,9
62573,Manhattan,12
62575,Queens,12
62576,Brooklyn,1
62584,Manhattan,5
62585,Manhattan,12
62586,Manhattan,2
62587,Brooklyn,4
62588,Manhattan,10
62589,Brooklyn,11
62590,Bronx,8
62591,Manhattan,1
62592,Manhattan,12
62593,Manhattan,1
62594,Brooklyn,7
62595,Queens,12
62596,Staten Island,7
62597,Queens,3
62598,Bronx,1
62599,Staten Island,5
62600,Manhattan,11
62601,Manhattan,4
62602,Queens,11
62603,Staten Island,12
62604,Brooklyn,8
62605,Staten Island,11
62606,Staten Island,10
62607,Staten Island,5
62608,Staten Island,4
62609,Bronx,1
62610,Bronx,12
62611,Queens,8
62612,Manhattan,11
62613,Staten Island,1
62614,Manhattan,5
62615,Manhattan,1
62616,Manhattan,7
62617,Manhattan,1
62618,Brooklyn,2
62619,Manhattan,12
62620,Manhattan,12
62621,Brooklyn,8
62622,Brooklyn,12
62623,Queens,4
62624,Manhattan,12
62625,Queens,8
62626,Manhattan,10
62627,Queens,1
62628,Manhattan,5
62629,Brooklyn,12
62630,Brooklyn,1
62631,Brooklyn,3
62632,Brooklyn,11
62633,Staten Island,1
62634,Brooklyn,4
62635,Manhattan,6
62636,Queens,9
62637,Brooklyn,12
62638,Manhattan,2
62639,Manhattan,1
62640,Bronx,1
62641,Manhattan,5
62642,Manhattan,10
62643,Staten Island,5
62644,Manhattan,1
62645,Bronx,11
62646,Bronx,3
62647,Brooklyn,6
62648,Manhattan,9
62649,Queens,2
62650,Brooklyn,1
62651,Manhattan,1
62652,Manhattan,12
62653,Brooklyn,1
62654,Bronx,12
62655,Brooklyn,1
62656,Queens,7
62657,Brooklyn,7
62658,Queens,8
62659,Manhattan,10
62660,Manhattan,1
62661,Bronx,2
62662,Brooklyn,9
62663,Manhattan,10
62664,Brooklyn,12
62665,Queens,1
62666,Manhattan,3
62667,Manhattan,9
62668,Manhattan,5
62669,Queens,7
62670,Queens,10
62671,Bronx,12
62672,Manhattan,11
62673,Brooklyn,1
62674,Queens,5
62675,Manhattan,1
62676,Manhattan,1
62677,Brooklyn,11
62678,Brooklyn,3
62682,Manhattan,1
62683,Manhattan,7
62684,Queens,2
62685,Brooklyn,8
62686,Brooklyn,1
62687,Manhattan,1
62688,Queens,11
62689,Bronx,7
62690,Manhattan,2
62691,Bronx,5
62692,Brooklyn,10
62693,Queens,8
62694,Manhattan,8
62695,Brooklyn,11
62696,Manhattan,1
62697,Queens,11
62698,Queens,3
62699,Manhattan,3
62700,Brooklyn,5
62701,Manhattan,1
62702,Bronx,3
62703,Manhattan,12
62704,Brooklyn,1
62705,Brooklyn,1
62706,Brooklyn,7
62707,Staten Island,9
62708,Queens,5
62709,Brooklyn,1
62710,Queens,7
62711,Brooklyn,9
62712,Queens,11
62713,Bronx,12
62714,Brooklyn,8
62715,Queens,1
62716,Bronx,1
62717,Manhattan,1
62718,Manhattan,6
62719,Manhattan,1
62720,Brooklyn,1
62721,Queens,8
62722,Manhattan,1
62723,Manhattan,1
62724,Queens,8
62725,Brooklyn,12
62726,Manhattan,12
62727,Manhattan,1
62728,Manhattan,1
62729,Manhattan,4
62730,Queens,5
62731,Queens,1
62732,Manhattan,1
62733,Brooklyn,3
62734,Manhattan,3
62735,Manhattan,10
62736,Bronx,2
62737,Brooklyn,9
62738,Manhattan,10
62739,Manhattan,6
62740,Bronx,3
62741,Queens,1
62742,Manhattan,1
62743,Manhattan,10
62744,Manhattan,1
62745,Manhattan,6
62746,Staten Island,2
62747,Bronx,2
62748,Manhattan,1
62749,Manhattan,3
62750,Manhattan,3
62751,Brooklyn,10
62752,Brooklyn,1
62753,Queens,2
62754,Manhattan,3
62755,Bronx,1
62756,Queens,11
62757,Brooklyn,4
62758,Manhattan,1
62759,Staten Island,7
62760,Manhattan,9
62761,Manhattan,8
62762,Staten Island,1
62763,Bronx,6
62764,Manhattan,2
62765,Brooklyn,1
62766,Queens,9
62767,Manhattan,5
62768,Manhattan,3
62769,Bronx,12
62770,Manhattan,2
62771,Brooklyn,12
62772,Brooklyn,6
62773,Manhattan,1
62774,Queens,12
62775,Brooklyn,7
62776,Brooklyn,8
62777,Queens,1
62778,Brooklyn,11
62779,Manhattan,1
62780,Manhattan,1
62781,Brooklyn,10
62782,Manhattan,10
62783,Manhattan,11
62784,Manhattan,5
62785,Bronx,3
62786,Queens,11
62788,Manhattan,3
62789,Manhattan,2
62790,Manhattan,12
62791,Brooklyn,3
62792,Brooklyn,1
62793,Staten Island,7
62794,Manhattan,7
62795,Manhattan,4
62796,Brooklyn,2
62797,Queens,4
62798,Bronx,9
62799,Manhattan,1
62800,Brooklyn,1
62801,Brooklyn,7
62802,Manhattan,1
62803,Manhattan,1
62804,Staten Island,1
62805,Brooklyn,4
62806,Manhattan,1
62807,Manhattan,8
62808,Staten Island,10
62809,Bronx,1
62810,Brooklyn,1
62811,Manhattan,12
62812,Manhattan,8
62813,Brooklyn,12
62814,Manhattan,3
62815,Manhattan,6
62816,Manhattan,1
62817,Manhattan,12
62818,Manhattan,10
62819,Queens,12
62820,Manhattan,11
62821,Manhattan,1
62822,Manhattan,11
62823,Staten Island,6
62824,Bronx,11
62825,Queens,11
62826,Queens,7
62827,Manhattan,1
62828,Manhattan,7
62829,Brooklyn,7
62830,Queens,5
62831,Brooklyn,1
62832,Bronx,9
62833,Manhattan,6
62834,Bronx,8
62835,Manhattan,8
62836,Manhattan,7
62837,Brooklyn,1
62838,Brooklyn,12
62839,Queens,6
62840,Manhattan,1
62841,Manhattan,1
62842,Manhattan,12
62843,Queens,11
62844,Staten Island,9
62845,Manhattan,9
62846,Manhattan,11
62847,Staten Island,1
62848,Queens,5
62849,Brooklyn,4
62850,Manhattan,12
62851,Manhattan,11
62852,Brooklyn,1
62853,Brooklyn,10
62854,Queens,1
62855,Bronx,7
62856,Brooklyn,4
62857,Queens,11
62858,Manhattan,2
62859,Manhattan,3
62860,Manhattan,1
62861,Queens,11
62862,Manhattan,4
62863,Queens,4
62864,Queens,6
62865,Staten Island,10
62866,Manhattan,11
62867,Manhattan,10
62868,Brooklyn,3
62869,Brooklyn,5
62870,Queens,2
62871,Staten Island,1
62872,Brooklyn,8
62873,Queens,1
62874,Manhattan,2
62875,Bronx,10
62876,Manhattan,11
62877,Staten Island,3
62878,Brooklyn,2
62879,Bronx,5
62880,Bronx,10
62881,Queens,10
62882,Bronx,11
62883,Manhattan,12
62884,Manhattan,6
62885,Manhattan,1
62886,Queens,10
62887,Manhattan,10
62888,Manhattan,1
62889,Bronx,3
62890,Brooklyn,1
62891,Manhattan,3
62892,Bronx,11
62893,Queens,8
62894,Manhattan,9
62895,Queens,1
62896,Bronx,2
62897,Brooklyn,2
62898,Staten Island,5
62899,Queens,2
62900,Manhattan,5
62901,Brooklyn,7
62902,Brooklyn,10
62903,Manhattan,1
62904,Brooklyn,10
62905,Queens,2
62906,Staten Island,12
62907,Manhattan,4
62908,Manhattan,12
62909,Queens,12
62910,Staten Island,1
62911,Staten Island,1
62912,Brooklyn,1
62913,Brooklyn,11
62914,Staten Island,10
62916,Manhattan,1
62917,Brooklyn,6
62918,Manhattan,1
62919,Manhattan,1
62920,Brooklyn,1
62921,Staten Island,5
62922,Manhattan,11
62923,Queens,10
62924,Brooklyn,11
62925,Staten Island,1
62926,Bronx,2
62927,Brooklyn,10
62928,Queens,9
62929,Brooklyn,1
62930,Manhattan,9
62931,Manhattan,10
62932,Queens,4
62933,Queens,1
62934,Manhattan,4
62935,Manhattan,9
62936,Bronx,1
62937,Bronx,8
62938,Brooklyn,7
62939,Manhattan,1
62940,Manhattan,7
62941,Brooklyn,1
62942,Queens,6
62943,Brooklyn,12
62944,Manhattan,4
62945,Brooklyn,1
62946,Bronx,8
62947,Brooklyn,3
62948,Manhattan,3
62949,Staten Island,1
62950,Manhattan,8
62951,Queens,9
62952,Bronx,12
62953,Manhattan,6
62954,Manhattan,8
62955,Staten Island,5
62956,Queens,2
62957,Bronx,9
62958,Manhattan,1
62959,Brooklyn,4
62960,Brooklyn,4
62961,Staten Island,7
62962,Manhattan,9
62963,Brooklyn,1
62964,Queens,1
62965,Brooklyn,7
62966,Manhattan,1
62967,Queens,3
62968,Queens,10
62969,Manhattan,11
62970,Manhattan,1
62971,Manhattan,5
62972,Manhattan,1
62973,Manhattan,1
62974,Manhattan,11
62975,Manhattan,8
62976,Manhattan,8
62977,Manhattan,12
62978,Manhattan,1
62979,Manhattan,5
62980,Queens,10
62981,Brooklyn,11
62982,Brooklyn,3
62983,Brooklyn,3
62984,Queens,1
62985,Brooklyn,6
62986,Staten Island,1
62987,Manhattan,12
62988,Queens,1
62989,Brooklyn,12
62990,Manhattan,10
62991,Manhattan,7
62992,Manhattan,7
62993,Queens,2
62994,Queens,7
62995,Queens,7
62996,Queens,9
62997,Staten Island,1
62998,Brooklyn,1
62999,Manhattan,1
63000,Brooklyn,10
63001,Queens,1
63002,Brooklyn,3
63003,Brooklyn,9
63004,Staten Island,3
63005,Manhattan,1
63006,Manhattan,4
63007,Brooklyn,9
63008,Queens,1
63009,Queens,6
63010,Queens,6
63011,Brooklyn,8
63012,Queens,12
63013,Brooklyn,9
63014,Manhattan,1
63015,Manhattan,1
63016,Brooklyn,7
63017,Bronx,8
63018,Staten Island,1
63019,Queens,6
63020,Manhattan,2
63021,Manhattan,1
63022,Brooklyn,2
63023,Brooklyn,3
63024,Staten Island,2
63025,Manhattan,9
63026,Manhattan,10
63027,Brooklyn,1
63028,Manhattan,12
63029,Manhattan,2
63030,Queens,11
63031,Manhattan,1
63032,Manhattan,8
63033,Queens,3
63034,Manhattan,8
63035,Brooklyn,12
63036,Queens,1
63037,Queens,12
63040,Manhattan,1
63041,Brooklyn,12
63042,Manhattan,2
63043,Bronx,1
63044,Brooklyn,9
63045,Brooklyn,12
63046,Manhattan,9
63047,Manhattan,11
63048,Manhattan,8
63049,Bronx,3
63050,Manhattan,10
63051,Manhattan,7
63052,Queens,1
63053,Manhattan,12
63054,Queens,7
63055,Queens,5
63056,Manhattan,12
63057,Staten Island,12
63058,Manhattan,2
63059,Staten Island,1
63060,Manhattan,11
63061,Manhattan,11
63062,Queens,1
63063,Brooklyn,4
63064,Manhattan,6
63065,Manhattan,8
63066,Brooklyn,1
63067,Brooklyn,1
63068,Staten Island,1
63069,Manhattan,3
63070,Manhattan,9
63071,Manhattan,6
63072,Manhattan,10
63073,Manhattan,4
63074,Queens,10
63075,Queens,11
63076,Manhattan,2
63077,Brooklyn,1
63078,Brooklyn,1
63079,Manhattan,1
63080,Queens,9
63081,Manhattan,11
63082,Queens,4
63083,Brooklyn,12
63084,Manhattan,1
63085,Queens,11
63086,Manhattan,1
63087,Brooklyn,4
63088,Manhattan,3
63089,Brooklyn,8
63090,Staten Island,3
63091,Manhattan,10
63092,Manhattan,2
63093,Staten Island,12
63094,Manhattan,3
63095,Manhattan,1
63096,Brooklyn,1
63097,Manhattan,7
63098,Queens,5
63099,Bronx,1
63100,Manhattan,12
63101,Brooklyn,5
63102,Manhattan,1
63103,Bronx,8
63104,Manhattan,12
63105,Manhattan,8
63106,Manhattan,12
63107,Staten Island,1
63108,Brooklyn,1
63109,Queens,10
63110,Staten Island,6
63111,Staten Island,4
63112,Manhattan,7
63113,Queens,5
63114,Queens,4
63115,Staten Island,1
63116,Manhattan,5
63117,Bronx,1
63118,Brooklyn,7
63119,Queens,1
63120,Manhattan,10
63121,Manhattan,9
63122,Bronx,1
63123,Brooklyn,1
63124,Manhattan,11
63125,Manhattan,12
63126,Brooklyn,1
63127,Manhattan,1
63128,Manhattan,2
63129,Queens,3
63130,Brooklyn,2
63131,Manhattan,2
63132,Manhattan,12
63133,Brooklyn,10
63134,Manhattan,10
63135,Manhattan,11
63136,Brooklyn,1
63137,Manhattan,5
63138,Brooklyn,2
63139,Queens,1
63140,Manhattan,7
63141,Bronx,1
63142,Manhattan,10
63143,Brooklyn,11
63144,Brooklyn,10
63145,Staten Island,7
63146,Brooklyn,3
63147,Queens,12
63148,Staten Island,1
63149,Manhattan,10
63151,Staten Island,3
63152,Staten Island,4
63153,Brooklyn,1
63154,Manhattan,1
63155,Queens,10
63156,Manhattan,1
63157,Queens,2
63158,Manhattan,8
63159,Bronx,2
63160,Manhattan,1
63161,Brooklyn,12
63162,Queens,1
63163,Staten Island,1
63164,Brooklyn,8
63165,Manhattan,6
63166,Manhattan,1
63167,Manhattan,11
63168,Queens,7
63169,Manhattan,5
63170,Manhattan,2
63171,Manhattan,2
63172,Manhattan,1
63173,Manhattan,3
63174,Manhattan,3
63175,Queens,3
63176,Staten Island,9
63177,Bronx,2
63178,Staten Island,4
63179,Queens,1
63180,Manhattan,4
63181,Manhattan,3
63182,Brooklyn,1
63183,Manhattan,10
63184,Brooklyn,4
63185,Staten Island,1
63186,Manhattan,1
63187,Manhattan,11
63188,Brooklyn,7
63189,Brooklyn,1
63190,Bronx,9
63191,Manhattan,11
63192,Bronx,9
63193,Brooklyn,8
63194,Staten Island,9
63195,Brooklyn,3
63196,Bronx,1
63197,Staten Island,10
63198,Manhattan,3
63199,Queens,1
63200,Brooklyn,1
63201,Brooklyn,10
63202,Manhattan,11
63203,Manhattan,1
63204,Queens,1
63205,Manhattan,1
63206,Manhattan,12
63207,Manhattan,1
63208,Bronx,1
63209,Manhattan,12
63210,Bronx,1
63211,Manhattan,2
63212,Brooklyn,9
63213,Queens,1
63214,Queens,6
63215,Manhattan,3
63216,Queens,3
63217,Manhattan,1
63218,Brooklyn,11
63219,Brooklyn,1
63220,Brooklyn,7
63221,Queens,1
63222,Bronx,1
63223,Manhattan,11
63224,Queens,1
63225,Queens,5
63226,Queens,12
63227,Manhattan,3
63228,Brooklyn,1
63229,Manhattan,11
63230,Brooklyn,7
63231,Manhattan,3
63232,Manhattan,6
63233,Bronx,1
63234,Staten Island,12
63235,Brooklyn,2
63236,Manhattan,12
63237,Manhattan,5
63238,Queens,3
63239,Manhattan,3
63240,Manhattan,9
63241,Manhattan,7
63242,Queens,1
63243,Queens,10
63244,Brooklyn,1
63245,Queens,12
63246,Manhattan,1
63247,Manhattan,10
63248,Staten Island,3
63249,Manhattan,6
63250,Bronx,12
63251,Queens,3
63252,Manhattan,8
63253,Brooklyn,6
63254,Manhattan,1
63255,Brooklyn,12
63259,Bronx,2
63260,Manhattan,1
63261,Manhattan,1
63262,Manhattan,11
63263,Bronx,3
63264,Manhattan,11
63265,Manhattan,6
63266,Brooklyn,5
63267,Brooklyn,1
63268,Manhattan,4
63269,Manhattan,12
63270,Staten Island,4
63271,Manhattan,2
63272,Staten Island,2
63273,Manhattan,1
63274,Staten Island,8
63275,Brooklyn,11
63276,Brooklyn,1
63277,Queens,9
63278,Brooklyn,3
63279,Brooklyn,1
63280,Queens,1
63281,Queens,9
63282,Manhattan,1
63283,Manhattan,12
63284,Bronx,12
63285,Manhattan,8
63286,Bronx,4
63287,Manhattan,5
63293,Queens,11
63294,Bronx,10
63295,Queens,1
63296,Brooklyn,10
63297,Brooklyn,1
63298,Queens,1
63299,Brooklyn,8
63300,Manhattan,1
63301,Staten Island,9
63302,Bronx,11
63303,Manhattan,1
63304,Brooklyn,4
63305,Manhattan,11
63306,Manhattan,10
63307,Manhattan,1
63308,Queens,1
63309,Staten Island,12
63310,Manhattan,3
63312,Staten Island,4
63315,Bronx,2
63316,Manhattan,8
63317,Brooklyn,1
63318,Staten Island,1
63319,Bronx,7
63320,Brooklyn,10
63321,Brooklyn,1
63322,Brooklyn,9
63323,Brooklyn,1
63324,Staten Island,12
63325,Brooklyn,1
63326,Bronx,5
63327,Manhattan,1
63328,Staten Island,12
63329,Staten Island,2
63330,Manhattan,10
63331,Manhattan,11
63332,Brooklyn,1
63333,Staten Island,8
63334,Queens,1
63335,Queens,7
63336,Queens,10
63337,Manhattan,1
63338,Brooklyn,2
63339,Manhattan,4
63340,Manhattan,11
63342,Manhattan,6
63343,Brooklyn,11
63344,Queens,9
63345,Queens,1
63346,Manhattan,1
63347,Manhattan,10
63348,Brooklyn,1
63349,Manhattan,10
63350,Brooklyn,6
63351,Brooklyn,1
63352,Bronx,7
63353,Staten Island,11
63354,Queens,9
63355,Queens,1
63356,Bronx,7
63357,Bronx,1
63358,Brooklyn,1
63359,Queens,1
63360,Manhattan,1
63361,Brooklyn,7
63362,Brooklyn,10
63363,Manhattan,5
63364,Brooklyn,3
63365,Queens,5
63366,Staten Island,11
63367,Brooklyn,1
63368,Queens,10
63369,Brooklyn,5
63370,Manhattan,2
63371,Manhattan,4
63372,Queens,12
63373,Brooklyn,12
63374,Brooklyn,6
63375,Manhattan,12
63376,Brooklyn,4
63377,Brooklyn,12
63378,Bronx,6
63379,Brooklyn,10
63380,Manhattan,2
63381,Manhattan,1
63382,Staten Island,10
63383,Queens,1
63384,Bronx,1
63385,Brooklyn,4
63386,Staten Island,1
63387,Staten Island,12
63388,Brooklyn,2
63389,Manhattan,3
63390,Manhattan,10
63391,Brooklyn,9
63392,Manhattan,5
63393,Manhattan,2
63394,Queens,11
63395,Manhattan,11
63396,Staten Island,3
63397,Brooklyn,2
63398,Brooklyn,5
63399,Brooklyn,1
63400,Manhattan,1
63401,Brooklyn,2
63402,Queens,5
63403,Bronx,8
63404,Brooklyn,1
63405,Manhattan,8
63406,Brooklyn,7
63407,Manhattan,9
63408,Brooklyn,6
63409,Queens,1
63410,Queens,11
63411,Brooklyn,1
63412,Bronx,1
63413,Brooklyn,11
63414,Brooklyn,8
63415,Brooklyn,8
63416,Manhattan,4
63417,Staten Island,7
63418,Bronx,9
63419,Queens,5
63420,Manhattan,1
63421,Bronx,5
63422,Brooklyn,4
63423,Brooklyn,1
63424,Brooklyn,7
63425,Manhattan,4
63426,Brooklyn,11
63427,Bronx,1
63428,Queens,9
63429,Queens,1
63430,Manhattan,8
63431,Manhattan,11
63432,Queens,10
63433,Manhattan,7
63434,Brooklyn,1
63435,Manhattan,12
63436,Queens,3
63437,Manhattan,10
63438,Manhattan,8
63439,Manhattan,6
63440,Queens,1
63441,Manhattan,1
63442,Brooklyn,11
63443,Bronx,11
63444,Manhattan,2
63445,Manhattan,12
63446,Bronx,6
63447,Manhattan,9
63448,Queens,3
63449,Manhattan,7
63450,Manhattan,4
63451,Manhattan,9
63452,Staten Island,1
63453,Queens,8
63454,Brooklyn,4
63455,Staten Island,7
63456,Manhattan,1
63457,Brooklyn,1
63458,Manhattan,2
63459,Manhattan,12
63460,Brooklyn,7
63461,Bronx,12
63462,Queens,2
63463,Queens,5
63464,Brooklyn,10
63465,Bronx,1
63466,Manhattan,1
63468,Manhattan,2
63469,Queens,12
63470,Manhattan,6
63471,Brooklyn,10
63472,Manhattan,7
63473,Bronx,11
63474,Manhattan,10
63475,Queens,8
63476,Brooklyn,10
63477,Brooklyn,7
63478,Brooklyn,1
63479,Manhattan,6
63480,Queens,2
63481,Manhattan,5
63482,Manhattan,12
63483,Queens,11
63484,Staten Island,8
63485,Queens,1
63486,Queens,11
63487,Queens,1
63488,Queens,1
63489,Staten Island,4
63490,Manhattan,12
63491,Bronx,5
63492,Manhattan,1
63493,Staten Island,1
63494,Manhattan,1
63495,Queens,4
63496,Bronx,2
63497,Manhattan,9
63498,Staten Island,12
63499,Manhattan,7
63500,Manhattan,3
63501,Manhattan,4
63502,Queens,10
63503,Queens,1
63504,Bronx,10
63505,Queens,1
63506,Manhattan,1
63507,Brooklyn,10
63508,Manhattan,2
63509,Staten Island,1
63510,Brooklyn,1
63511,Staten Island,8
63512,Manhattan,1
63513,Brooklyn,1
63514,Queens,1
63515,Manhattan,2
63516,Brooklyn,1
63517,Manhattan,3
63518,Manhattan,11
63519,Queens,10
63520,Manhattan,3
63521,Manhattan,8
63522,Brooklyn,9
63523,Manhattan,4
63524,Manhattan,11
63525,Bronx,1
63526,Queens,12
63527,Manhattan,2
63528,Brooklyn,2
63529,Brooklyn,3
63530,Brooklyn,4
63531,Manhattan,7
63532,Queens,8
63533,Queens,1
63534,Manhattan,10
63535,Brooklyn,2
63536,Brooklyn,9
63537,Staten Island,10
63538,Manhattan,3
63539,Queens,1
63540,Queens,1
63541,Queens,1
63542,Bronx,2
63543,Manhattan,1
63544,Manhattan,1
63545,Manhattan,2
63546,Queens,1
63547,Manhattan,11
63548,Brooklyn,5
63549,Brooklyn,5
63550,Staten Island,11
63551,Brooklyn,4
63552,Brooklyn,4
63553,Brooklyn,8
63554,Queens,1
63555,Brooklyn,7
63556,Bronx,9
63557,Bronx,3
63558,Brooklyn,4
63559,Queens,7
63560,Manhattan,3
63561,Manhattan,8
63562,Manhattan,7
63563,Brooklyn,2
63564,Brooklyn,10
63565,Brooklyn,11
63566,Manhattan,1
63567,Brooklyn,10
63568,Brooklyn,3
63569,Queens,8
63570,Queens,4
63571,Manhattan,9
63572,Manhattan,1
63573,Brooklyn,1
63574,Manhattan,10
63575,Queens,8
63576,Bronx,6
63577,Brooklyn,3
63578,Manhattan,8
63579,Queens,4
63580,Brooklyn,10
63581,Manhattan,1
63582,Queens,12
63583,Manhattan,5
63584,Brooklyn,3
63585,Manhattan,3
63586,Manhattan,1
63587,Brooklyn,5
63588,Brooklyn,2
63589,Queens,5
63590,Bronx,9
63591,Brooklyn,12
63592,Manhattan,12
63593,Staten Island,1
63594,Manhattan,1
63595,Manhattan,12
63596,Queens,3
63597,Manhattan,9
63598,Manhattan,12
63599,Staten Island,1
63600,Queens,10
63601,Bronx,4
63602,Brooklyn,6
63603,Manhattan,7
63604,Queens,1
63605,Brooklyn,9
63606,Queens,1
63607,Brooklyn,7
63608,Queens,7
63609,Queens,1
63610,Bronx,5
63611,Queens,2
63612,Manhattan,4
63613,Bronx,11
63614,Manhattan,1
63615,Brooklyn,1
63616,Queens,1
63617,Queens,12
63618,Staten Island,1
63619,Queens,12
63620,Bronx,3
63621,Queens,11
63622,Manhattan,1
63623,Brooklyn,10
63624,Queens,5
63625,Queens,9
63626,Manhattan,9
63627,Manhattan,1
63628,Queens,1
63629,Staten Island,1
63630,Staten Island,11
63631,Bronx,12
63632,Manhattan,7
63633,Manhattan,4
63634,Staten Island,8
63635,Brooklyn,1
63636,Brooklyn,10
63637,Queens,11
63638,Queens,1
63639,Staten Island,11
63640,Brooklyn,12
63641,Manhattan,10
63642,Staten Island,8
63643,Queens,1
63644,Manhattan,8
63645,Manhattan,2
63646,Bronx,3
63647,Queens,1
63648,Manhattan,12
63649,Queens,1
63650,Bronx,12
63651,Staten Island,1
63652,Queens,4
63653,Staten Island,12
63654,Bronx,11
63655,Staten Island,2
63656,Brooklyn,1
63657,Staten Island,9
63658,Manhattan,6
63659,Queens,12
63660,Brooklyn,1
63661,Queens,1
63662,Staten Island,5
63663,Bronx,6
63664,Bronx,1
63665,Bronx,11
63666,Queens,1
63667,Manhattan,10
63668,Manhattan,1
63669,Queens,3
