UID,Borough,BirthMonth
6418,Bronx,3
6419,Bronx,12
6420,Bronx,8
6421,Manhattan,2
6422,Manhattan,1
6423,Manhattan,1
6424,Queens,5
6425,Manhattan,6
6426,Bronx,1
6427,Queens,10
6428,Brooklyn,1
6429,Bronx,1
6430,Manhattan,2
6431,Queens,1
6432,Brooklyn,11
6433,Queens,9
6434,Manhattan,5
6435,Manhattan,8
6436,Brooklyn,10
6437,Manhattan,7
6438,Bronx,1
6439,Brooklyn,3
6440,Brooklyn,6
6441,Queens,9
6442,Queens,12
6443,Manhattan,11
6444,Brooklyn,10
6445,Bronx,8
6446,Queens,9
6447,Manhattan,5
6448,Manhattan,9
6449,Queens,7
6450,Manhattan,2
6451,Manhattan,1
6452,Manhattan,6
6453,Queens,11
6454,Manhattan,2
6455,Brooklyn,5
6456,Bronx,1
6457,Bronx,2
6461,Manhattan,11
6462,Brooklyn,11
6463,Queens,11
6464,Brooklyn,1
6465,Brooklyn,9
6466,Staten Island,1
6467,Brooklyn,8
6468,Manhattan,4
6469,Brooklyn,3
6470,Brooklyn,6
6471,Staten Island,10
6472,Bronx,10
6473,Brooklyn,1
6474,Queens,11
6475,Manhattan,10
6476,Queens,11
6477,Manhattan,5
6478,Brooklyn,7
6479,Manhattan,11
6480,Manhattan,8
6481,Manhattan,4
6482,Queens,12
6483,Brooklyn,2
6484,Manhattan,3
6485,Manhattan,1
6486,Manhattan,1
6487,Manhattan,1
6488,Brooklyn,10
6489,Brooklyn,9
6490,Manhattan,6
6491,Bronx,10
6492,Queens,12
6493,Brooklyn,3
6494,Manhattan,5
6495,Manhattan,6
6496,Manhattan,4
6497,Manhattan,1
6498,Bronx,8
6499,Queens,11
6500,Queens,10
6501,Queens,9
6502,Manhattan,5
6503,Brooklyn,7
6505,Brooklyn,7
6506,Manhattan,11
6507,Manhattan,3
6508,Manhattan,12
6509,Manhattan,8
6510,Manhattan,7
6511,Manhattan,12
6512,Brooklyn,1
6513,Brooklyn,12
6514,Manhattan,9
6515,Queens,5
6516,Brooklyn,5
6517,Manhattan,12
6518,Queens,11
6519,Manhattan,6
6520,Manhattan,8
6521,Queens,11
6522,Staten Island,11
6524,Queens,5
6525,Manhattan,1
6526,Staten Island,10
6527,Bronx,1
6528,Brooklyn,11
6529,Brooklyn,2
6530,Staten Island,8
6531,Manhattan,12
6532,Staten Island,6
6533,Manhattan,10
6534,Brooklyn,5
6535,Manhattan,4
6536,Manhattan,9
6537,Brooklyn,9
6538,Brooklyn,5
6539,Queens,9
6540,Bronx,10
6541,Brooklyn,6
6542,Queens,1
6543,Staten Island,7
6544,Staten Island,8
6545,Manhattan,2
6546,Queens,10
6547,Manhattan,3
6548,Brooklyn,2
6549,Brooklyn,3
6550,Brooklyn,10
6551,Bronx,2
6552,Brooklyn,6
6553,Brooklyn,11
6554,Manhattan,9
6555,Manhattan,12
6556,Manhattan,8
6557,Bronx,10
6558,Brooklyn,4
6559,Manhattan,6
6560,Queens,11
6561,Manhattan,8
6562,Staten Island,7
6563,Manhattan,12
6564,Queens,1
6565,Bronx,9
6566,Queens,10
6567,Bronx,11
6568,Brooklyn,10
6569,Queens,8
6570,Bronx,4
6571,Queens,11
6572,Bronx,11
6573,Brooklyn,7
6574,Manhattan,4
6575,Manhattan,11
6576,Brooklyn,1
6577,Manhattan,12
6578,Queens,7
6579,Brooklyn,5
6580,Staten Island,1
6581,Bronx,7
6582,Brooklyn,8
6583,Manhattan,6
6584,Brooklyn,9
6585,Manhattan,6
6586,Manhattan,10
6587,Brooklyn,11
6588,Brooklyn,10
6589,Staten Island,11
6590,Manhattan,1
6591,Manhattan,2
6592,Staten Island,9
6593,Bronx,8
6594,Queens,10
6595,Queens,4
6596,Brooklyn,4
6597,Brooklyn,12
6598,Manhattan,10
6599,Brooklyn,12
6604,Manhattan,1
6605,Brooklyn,6
6606,Brooklyn,10
6607,Manhattan,12
6608,Brooklyn,10
6609,Bronx,9
6610,Manhattan,2
6611,Bronx,6
6612,Manhattan,12
6613,Staten Island,11
6614,Brooklyn,4
6615,Queens,1
6616,Manhattan,11
6617,Queens,10
6618,Brooklyn,7
6619,Queens,8
6620,Bronx,10
6621,Bronx,4
6622,Brooklyn,10
6623,Manhattan,2
6624,Queens,8
6625,Manhattan,2
6626,Manhattan,7
6627,Brooklyn,1
6628,Bronx,10
6629,Manhattan,2
6630,Manhattan,12
6631,Brooklyn,9
6632,Queens,1
6633,Bronx,5
6634,Queens,1
6635,Manhattan,1
6637,Bronx,1
6638,Staten Island,1
6639,Brooklyn,4
6640,Manhattan,4
6641,Manhattan,4
6642,Bronx,11
6643,Brooklyn,2
6644,Brooklyn,8
6645,Staten Island,12
6646,Queens,11
6647,Brooklyn,9
6648,Manhattan,8
6649,Manhattan,10
6650,Queens,11
6651,Manhattan,10
6652,Staten Island,9
6653,Bronx,10
6654,Brooklyn,1
6655,Brooklyn,10
6656,Brooklyn,2
6657,Manhattan,8
6658,Manhattan,3
6659,Bronx,11
6660,Manhattan,6
6661,Brooklyn,1
6662,Brooklyn,5
6663,Brooklyn,5
6664,Brooklyn,12
6665,Brooklyn,1
6666,Queens,12
6667,Manhattan,12
6668,Brooklyn,10
6669,Staten Island,1
6670,Queens,7
6671,Brooklyn,1
6672,Manhattan,4
6673,Queens,9
6674,Manhattan,10
6675,Queens,8
6676,Queens,1
6677,Brooklyn,7
6678,Bronx,9
6679,Manhattan,10
6680,Bronx,12
6681,Staten Island,11
6682,Manhattan,9
6683,Staten Island,1
6684,Manhattan,8
6685,Manhattan,8
6686,Staten Island,1
6691,Queens,11
6692,Brooklyn,2
6693,Manhattan,9
6694,Queens,7
6695,Manhattan,1
6696,Manhattan,11
6697,Queens,7
6698,Brooklyn,10
6699,Bronx,8
6700,Brooklyn,8
6701,Manhattan,9
6702,Manhattan,2
6703,Staten Island,11
6704,Brooklyn,6
6705,Brooklyn,1
6706,Manhattan,3
6707,Manhattan,1
6708,Manhattan,10
6709,Manhattan,10
6710,Manhattan,2
6711,Manhattan,1
6712,Bronx,9
6713,Bronx,12
6714,Brooklyn,2
6715,Manhattan,8
6716,Bronx,12
6717,Manhattan,4
6718,Bronx,11
6719,Bronx,1
6720,Manhattan,11
6721,Manhattan,6
6722,Manhattan,12
6723,Queens,12
6724,Brooklyn,12
6725,Staten Island,8
6726,Queens,9
6727,Queens,1
6728,Staten Island,9
6729,Manhattan,8
6730,Queens,1
6731,Manhattan,9
6732,Bronx,5
6733,Manhattan,11
6734,Bronx,5
6735,Brooklyn,8
6736,Staten Island,1
6737,Manhattan,6
6738,Manhattan,1
6739,Queens,2
6740,Brooklyn,1
6741,Manhattan,5
6742,Queens,9
6743,Manhattan,1
6744,Brooklyn,11
6745,Manhattan,8
6746,Brooklyn,10
6747,Manhattan,2
6748,Brooklyn,1
6749,Manhattan,3
6750,Brooklyn,12
6751,Manhattan,12
6752,Manhattan,1
6753,Brooklyn,7
6754,Staten Island,1
6755,Staten Island,11
6756,Queens,4
6757,Manhattan,11
6758,Manhattan,2
6759,Manhattan,12
6760,Manhattan,1
6761,Brooklyn,7
6762,Brooklyn,1
6763,Manhattan,1
6764,Queens,5
6765,Queens,10
6766,Brooklyn,8
6767,Manhattan,10
6768,Manhattan,12
6769,Manhattan,2
6770,Manhattan,5
6771,Brooklyn,2
6772,Manhattan,4
6773,Bronx,9
6774,Manhattan,6
6775,Manhattan,11
6776,Queens,7
6777,Brooklyn,11
6778,Brooklyn,2
6779,Manhattan,11
6780,Manhattan,5
6781,Manhattan,1
6782,Manhattan,12
6783,Manhattan,6
6784,Manhattan,1
6785,Staten Island,6
6786,Bronx,11
6787,Brooklyn,7
6788,Brooklyn,2
6789,Queens,6
6790,Brooklyn,12
6791,Brooklyn,2
6792,Queens,10
6793,Manhattan,12
6794,Manhattan,11
6795,Brooklyn,1
6796,Queens,1
6797,Manhattan,6
6798,Brooklyn,1
6799,Manhattan,4
6800,Brooklyn,7
6801,Queens,4
6802,Brooklyn,8
6803,Queens,11
6804,Manhattan,3
6805,Brooklyn,7
6806,Brooklyn,7
6807,Queens,2
6808,Manhattan,5
6809,Manhattan,11
6810,Bronx,12
6811,Brooklyn,3
6814,Manhattan,6
6815,Brooklyn,4
6816,Brooklyn,6
6817,Manhattan,2
6818,Queens,10
6819,Bronx,11
6820,Queens,8
6821,Brooklyn,10
6822,Manhattan,8
6823,Manhattan,3
6824,Brooklyn,2
6825,Bronx,5
6826,Queens,12
6827,Manhattan,10
6828,Queens,11
6829,Bronx,7
6830,Brooklyn,4
6831,Brooklyn,1
6832,Brooklyn,6
6833,Manhattan,10
6834,Manhattan,8
6835,Bronx,1
6836,Brooklyn,3
6837,Queens,12
6838,Brooklyn,7
6839,Staten Island,12
6840,Brooklyn,1
6841,Queens,2
6842,Manhattan,6
6843,Queens,3
6844,Manhattan,4
6845,Brooklyn,5
6846,Manhattan,1
6847,Brooklyn,11
6848,Manhattan,6
6849,Brooklyn,7
6850,Manhattan,9
6851,Brooklyn,2
6852,Queens,1
6853,Bronx,9
6854,Manhattan,7
6855,Queens,1
6856,Brooklyn,9
6857,Queens,12
6860,Queens,9
6861,Brooklyn,8
6862,Queens,11
6863,Manhattan,6
6864,Queens,1
6865,Manhattan,5
6866,Queens,7
6867,Manhattan,4
6868,Brooklyn,8
6869,Manhattan,6
6870,Manhattan,2
6871,Brooklyn,6
6872,Manhattan,2
6873,Staten Island,9
6874,Brooklyn,2
6875,Queens,10
6876,Brooklyn,10
6877,Brooklyn,4
6878,Queens,12
6879,Manhattan,10
6880,Manhattan,4
6881,Queens,9
6882,Bronx,11
6883,Manhattan,5
6884,Manhattan,7
6885,Brooklyn,12
6886,Queens,10
6887,Brooklyn,2
6888,Manhattan,10
6889,Manhattan,7
6890,Queens,4
6891,Brooklyn,1
6892,Brooklyn,6
6893,Brooklyn,10
6894,Manhattan,1
6895,Queens,10
6896,Staten Island,8
6897,Manhattan,1
6898,Queens,1
6899,Bronx,10
6900,Manhattan,11
6901,Manhattan,3
6902,Manhattan,10
6903,Staten Island,4
6904,Manhattan,4
6905,Brooklyn,1
6906,Bronx,4
6907,Manhattan,8
6908,Brooklyn,1
6909,Manhattan,10
6910,Brooklyn,11
6911,Staten Island,4
6912,Brooklyn,2
6913,Bronx,10
6914,Queens,3
6915,Brooklyn,5
6916,Queens,9
6917,Queens,3
6918,Manhattan,12
6919,Brooklyn,2
6920,Brooklyn,3
6921,Brooklyn,8
6922,Brooklyn,3
6923,Staten Island,1
6924,Manhattan,2
6925,Manhattan,1
6926,Manhattan,10
6927,Brooklyn,6
6928,Queens,9
6929,Manhattan,11
6930,Queens,1
6931,Brooklyn,9
6932,Brooklyn,1
6933,Manhattan,8
6934,Brooklyn,12
6935,Manhattan,12
6936,Manhattan,1
6937,Manhattan,1
6938,Staten Island,1
6939,Manhattan,11
6940,Manhattan,12
6941,Manhattan,12
6942,Manhattan,10
6943,Queens,1
6944,Manhattan,10
6945,Manhattan,1
6946,Brooklyn,4
6947,Brooklyn,11
6948,Manhattan,12
6949,Manhattan,10
6950,Queens,1
6951,Staten Island,1
6952,Queens,1
6955,Queens,12
6960,Manhattan,10
6961,Queens,9
6962,Manhattan,8
6963,Manhattan,4
6964,Manhattan,9
6965,Manhattan,10
6966,Manhattan,11
6967,Manhattan,2
6968,Queens,6
6969,Manhattan,10
6970,Manhattan,11
6971,Queens,9
6972,Manhattan,5
6973,Queens,1
6974,Manhattan,10
6975,Brooklyn,9
6976,Manhattan,2
6977,Queens,8
6978,Brooklyn,7
6979,Manhattan,10
6980,Manhattan,12
6981,Manhattan,1
6982,Manhattan,9
6983,Bronx,11
6984,Queens,1
6985,Queens,2
6986,Manhattan,4
6987,Manhattan,1
6988,Bronx,11
6989,Queens,1
6990,Brooklyn,6
6991,Manhattan,6
6992,Bronx,6
6993,Bronx,5
6994,Staten Island,8
6995,Brooklyn,10
6996,Manhattan,1
6997,Bronx,6
6998,Brooklyn,3
6999,Manhattan,1
7000,Queens,8
7001,Manhattan,10
7002,Bronx,8
7003,Manhattan,1
7004,Manhattan,10
7005,Staten Island,7
7006,Manhattan,12
7007,Bronx,10
7008,Manhattan,6
7009,Manhattan,4
7010,Manhattan,1
7011,Bronx,3
7012,Brooklyn,2
7013,Queens,11
7014,Bronx,1
7015,Manhattan,11
7016,Bronx,5
7017,Manhattan,9
7018,Staten Island,1
7019,Manhattan,4
7020,Queens,1
7021,Brooklyn,7
7022,Manhattan,1
7023,Brooklyn,10
7024,Manhattan,7
7025,Brooklyn,8
7026,Bronx,11
7027,Queens,11
7028,Manhattan,1
7029,Bronx,1
7030,Queens,12
7031,Queens,9
7032,Bronx,8
7033,Manhattan,11
7034,Manhattan,9
7035,Bronx,9
7036,Queens,4
7039,Brooklyn,7
7040,Staten Island,1
7041,Manhattan,11
7042,Manhattan,11
7043,Bronx,1
7044,Queens,5
7045,Brooklyn,10
7046,Queens,8
7047,Manhattan,5
7048,Manhattan,6
7049,Queens,12
7050,Queens,7
7051,Brooklyn,1
7052,Manhattan,1
7053,Brooklyn,1
7054,Manhattan,12
7055,Brooklyn,9
7056,Manhattan,12
7057,Manhattan,1
7058,Manhattan,11
7059,Brooklyn,3
7060,Bronx,2
7061,Manhattan,10
7062,Manhattan,10
7063,Brooklyn,8
7071,Staten Island,5
7072,Brooklyn,10
7073,Queens,2
7074,Brooklyn,12
7075,Queens,1
7076,Manhattan,7
7077,Manhattan,8
7078,Brooklyn,1
7079,Bronx,2
7080,Brooklyn,6
7081,Manhattan,6
7082,Queens,10
7083,Manhattan,4
7084,Brooklyn,6
7085,Staten Island,1
7086,Brooklyn,7
7087,Staten Island,3
7088,Queens,7
7089,Manhattan,2
7090,Manhattan,10
7091,Bronx,9
7092,Staten Island,1
7093,Queens,1
7094,Manhattan,7
7095,Bronx,10
7096,Manhattan,1
7097,Brooklyn,4
7098,Bronx,8
7099,Bronx,8
7100,Manhattan,2
7101,Brooklyn,8
7102,Bronx,8
7103,Brooklyn,8
7104,Manhattan,1
7105,Manhattan,1
7106,Queens,1
7107,Brooklyn,7
7108,Manhattan,1
7109,Brooklyn,1
7110,Manhattan,10
7111,Brooklyn,8
7112,Queens,3
7113,Manhattan,7
7114,Manhattan,1
7115,Manhattan,10
7116,Manhattan,11
7117,Bronx,9
7118,Manhattan,7
7119,Queens,10
7120,Brooklyn,9
7121,Manhattan,11
7122,Manhattan,1
7123,Queens,1
7124,Brooklyn,11
7125,Queens,7
7126,Brooklyn,1
7127,Brooklyn,12
7128,Manhattan,8
7129,Brooklyn,8
7130,Manhattan,12
7131,Manhattan,12
7132,Brooklyn,5
7133,Manhattan,10
7134,Manhattan,11
7135,Queens,6
7136,Queens,12
7137,Brooklyn,12
7138,Brooklyn,3
7142,Brooklyn,9
7143,Queens,12
7144,Staten Island,1
7145,Staten Island,1
7146,Manhattan,8
7147,Staten Island,3
7148,Staten Island,9
7149,Queens,12
7150,Queens,3
7151,Manhattan,7
7152,Queens,12
7153,Brooklyn,12
7154,Manhattan,8
7155,Brooklyn,2
7156,Queens,9
7157,Brooklyn,8
7158,Brooklyn,11
7159,Manhattan,10
7160,Manhattan,1
7161,Staten Island,1
7162,Brooklyn,6
7163,Brooklyn,6
7164,Manhattan,1
7165,Queens,1
7166,Manhattan,12
7167,Brooklyn,1
7168,Manhattan,11
7169,Manhattan,6
7170,Brooklyn,1
7171,Staten Island,12
7172,Manhattan,1
7173,Manhattan,7
7174,Queens,10
7175,Manhattan,8
7176,Manhattan,11
7177,Brooklyn,3
7178,Manhattan,9
7179,Brooklyn,10
7180,Manhattan,1
7181,Brooklyn,11
7182,Brooklyn,10
7183,Queens,2
7184,Manhattan,3
7185,Manhattan,5
7186,Brooklyn,11
7187,Queens,1
7188,Queens,1
7189,Manhattan,1
7190,Manhattan,3
7191,Staten Island,1
7192,Queens,8
7193,Bronx,1
7194,Manhattan,8
7195,Bronx,2
7196,Manhattan,9
7197,Manhattan,1
7198,Queens,11
7199,Manhattan,9
7200,Brooklyn,7
7201,Manhattan,9
7202,Manhattan,1
7203,Brooklyn,4
7204,Bronx,1
7205,Manhattan,1
7206,Manhattan,8
7207,Staten Island,6
7208,Brooklyn,5
7209,Brooklyn,12
7218,Staten Island,11
7219,Queens,12
7220,Brooklyn,8
7221,Manhattan,3
7222,Bronx,6
7223,Brooklyn,1
7224,Bronx,9
7225,Bronx,12
7226,Manhattan,4
7227,Manhattan,10
7228,Queens,12
7229,Brooklyn,8
7230,Manhattan,8
7231,Queens,1
7232,Bronx,8
7233,Manhattan,10
7234,Staten Island,8
7235,Manhattan,11
7236,Bronx,4
7237,Staten Island,12
7238,Queens,11
7239,Manhattan,8
7240,Queens,12
7241,Queens,1
7242,Staten Island,2
7243,Manhattan,11
7244,Bronx,8
7245,Queens,8
7256,Staten Island,1
7257,Queens,1
7258,Manhattan,8
7259,Manhattan,11
7260,Brooklyn,6
7261,Manhattan,1
7262,Manhattan,1
7263,Brooklyn,9
7264,Queens,1
7265,Manhattan,12
7266,Staten Island,1
7267,Manhattan,4
7268,Manhattan,11
7269,Queens,1
7270,Staten Island,8
7271,Queens,6
7272,Manhattan,10
7273,Staten Island,11
7274,Queens,8
7275,Staten Island,10
7276,Manhattan,12
7277,Bronx,1
7278,Manhattan,1
7279,Brooklyn,12
7280,Manhattan,1
7281,Queens,3
7282,Bronx,12
7283,Manhattan,2
7284,Manhattan,11
7285,Queens,8
7286,Queens,7
7287,Brooklyn,10
7288,Brooklyn,10
7289,Manhattan,4
7290,Staten Island,7
7291,Brooklyn,4
7292,Manhattan,4
7293,Brooklyn,1
7294,Staten Island,1
7295,Brooklyn,5
7296,Manhattan,12
7297,Queens,12
7301,Brooklyn,10
7302,Queens,8
7303,Brooklyn,12
7304,Brooklyn,1
7305,Brooklyn,11
7306,Brooklyn,1
7307,Manhattan,12
7308,Queens,4
7309,Staten Island,1
7310,Manhattan,2
7311,Brooklyn,12
7312,Manhattan,7
7313,Brooklyn,12
7314,Queens,12
7315,Brooklyn,8
7316,Queens,9
7317,Manhattan,6
7318,Manhattan,10
7319,Manhattan,1
7320,Manhattan,1
7321,Queens,1
7322,Brooklyn,1
7323,Bronx,4
7324,Queens,1
7325,Staten Island,6
7326,Manhattan,6
7327,Manhattan,12
7328,Brooklyn,8
7329,Bronx,10
7331,Queens,12
7332,Manhattan,8
7333,Manhattan,3
7334,Queens,1
7335,Brooklyn,10
7336,Staten Island,10
7337,Manhattan,8
7338,Bronx,1
7339,Brooklyn,8
7340,Staten Island,1
7341,Queens,1
7342,Manhattan,1
7343,Brooklyn,10
7344,Brooklyn,2
7345,Queens,12
7346,Manhattan,9
7347,Staten Island,1
7348,Manhattan,10
7349,Staten Island,10
7350,Queens,12
7351,Staten Island,1
7352,Bronx,8
7353,Staten Island,7
7354,Manhattan,12
7355,Brooklyn,1
7356,Queens,1
7357,Manhattan,12
7358,Manhattan,1
7359,Staten Island,1
7360,Queens,11
7361,Queens,1
7362,Manhattan,1
7363,Bronx,5
7364,Manhattan,1
7365,Manhattan,1
7366,Staten Island,10
7367,Queens,10
7368,Brooklyn,6
7369,Brooklyn,1
7370,Bronx,1
7371,Manhattan,10
7372,Manhattan,3
7373,Queens,11
7374,Manhattan,2
7375,Queens,8
7376,Bronx,1
7377,Staten Island,1
7378,Queens,12
7379,Queens,9
7380,Brooklyn,10
7381,Brooklyn,8
7382,Bronx,12
7383,Manhattan,1
7384,Manhattan,2
7385,Manhattan,6
7386,Manhattan,3
7387,Staten Island,4
7388,Manhattan,2
7389,Queens,12
7390,Queens,4
7391,Manhattan,1
7392,Queens,5
7393,Manhattan,1
7394,Bronx,12
7395,Bronx,6
7396,Brooklyn,1
7397,Queens,1
7398,Staten Island,2
7399,Queens,1
7400,Brooklyn,3
7401,Queens,1
7402,Manhattan,7
7403,Brooklyn,5
7404,Queens,12
7405,Queens,10
7406,Queens,1
7407,Manhattan,12
7408,Bronx,2
7409,Manhattan,12
7410,Staten Island,1
7411,Staten Island,1
7412,Queens,8
7413,Queens,9
7414,Queens,2
7416,Staten Island,5
7417,Manhattan,6
7418,Brooklyn,11
7419,Brooklyn,8
7420,Queens,1
7421,Manhattan,7
7422,Queens,1
7423,Staten Island,1
7424,Queens,2
7425,Manhattan,3
7426,Bronx,7
7427,Staten Island,7
7428,Brooklyn,8
7429,Manhattan,2
7430,Bronx,1
7431,Brooklyn,2
7432,Brooklyn,1
7433,Manhattan,12
7434,Bronx,12
7435,Bronx,1
7436,Manhattan,1
7437,Bronx,7
7438,Staten Island,1
7439,Manhattan,4
7440,Queens,2
7441,Manhattan,2
7442,Brooklyn,2
7443,Bronx,7
7444,Staten Island,10
7445,Staten Island,7
7446,Manhattan,11
7447,Queens,10
7448,Manhattan,7
7449,Queens,4
7450,Brooklyn,11
7451,Manhattan,11
7452,Queens,6
7453,Manhattan,1
7454,Manhattan,1
7455,Bronx,9
7456,Brooklyn,1
7457,Staten Island,2
7458,Queens,6
7459,Brooklyn,10
7460,Manhattan,4
7461,Manhattan,10
7462,Brooklyn,1
7463,Staten Island,2
7464,Manhattan,6
7465,Queens,1
7466,Brooklyn,9
7467,Brooklyn,11
7468,Bronx,1
7469,Brooklyn,10
7470,Queens,2
7471,Staten Island,4
7472,Bronx,1
7473,Queens,1
7474,Manhattan,1
7475,Manhattan,5
7476,Manhattan,1
7477,Brooklyn,5
7478,Bronx,10
7479,Manhattan,6
7480,Brooklyn,6
7481,Queens,6
7482,Bronx,11
7483,Queens,12
7484,Manhattan,8
7485,Bronx,6
7486,Queens,9
7487,Brooklyn,5
7488,Bronx,2
7489,Brooklyn,1
7490,Brooklyn,11
7491,Manhattan,9
7492,Staten Island,1
7493,Queens,1
7494,Bronx,7
7495,Staten Island,6
7496,Bronx,10
7497,Manhattan,4
7498,Manhattan,6
7499,Queens,1
7500,Brooklyn,12
7501,Bronx,1
7502,Brooklyn,12
7504,Manhattan,7
7506,Manhattan,9
7507,Brooklyn,5
7508,Queens,1
7509,Manhattan,4
7510,Brooklyn,11
7511,Bronx,9
7512,Brooklyn,12
7513,Manhattan,1
7514,Brooklyn,7
7515,Queens,9
7516,Bronx,2
7517,Queens,5
7518,Queens,9
7519,Bronx,1
7520,Manhattan,11
7521,Bronx,7
7522,Brooklyn,11
7523,Bronx,4
7524,Staten Island,2
7525,Manhattan,1
7526,Bronx,5
7527,Staten Island,4
7528,Bronx,10
7529,Manhattan,8
7530,Manhattan,8
7531,Staten Island,11
7532,Staten Island,11
7533,Brooklyn,12
7534,Queens,1
7535,Brooklyn,3
7536,Staten Island,6
7537,Brooklyn,12
7538,Manhattan,10
7539,Brooklyn,2
7540,Queens,9
7541,Manhattan,11
7542,Bronx,1
7543,Bronx,1
7544,Manhattan,2
7545,Staten Island,9
7546,Manhattan,9
7547,Queens,3
7548,Bronx,12
7549,Brooklyn,10
7550,Bronx,10
7551,Manhattan,4
7552,Bronx,12
7553,Manhattan,6
7554,Manhattan,6
7555,Manhattan,1
7556,Queens,5
7557,Queens,4
7558,Manhattan,5
7559,Brooklyn,2
7560,Queens,11
7561,Staten Island,2
7562,Queens,1
7563,Brooklyn,11
7564,Manhattan,8
7565,Staten Island,7
7566,Queens,7
7567,Bronx,3
7568,Staten Island,7
7569,Bronx,10
7570,Staten Island,1
7571,Brooklyn,3
7572,Manhattan,8
7573,Brooklyn,12
7574,Bronx,2
7575,Bronx,2
7576,Staten Island,11
7577,Queens,12
7578,Manhattan,7
7579,Bronx,10
7580,Brooklyn,4
7581,Manhattan,12
7582,Bronx,11
7583,Manhattan,9
7584,Manhattan,1
7585,Manhattan,12
7586,Manhattan,8
7587,Manhattan,5
7588,Brooklyn,2
7589,Bronx,10
7590,Brooklyn,12
7591,Manhattan,4
7592,Bronx,10
7593,Bronx,12
7594,Manhattan,4
7595,Queens,7
7596,Manhattan,3
7597,Staten Island,6
7598,Queens,6
7599,Manhattan,6
7600,Manhattan,3
7601,Manhattan,6
7602,Manhattan,12
7604,Manhattan,10
7605,Brooklyn,2
7606,Brooklyn,12
7607,Manhattan,9
7608,Brooklyn,6
7609,Manhattan,1
7610,Manhattan,7
7611,Queens,11
7612,Queens,11
7613,Bronx,12
7614,Manhattan,9
7615,Brooklyn,1
7616,Manhattan,10
7617,Manhattan,9
7618,Queens,12
7619,Brooklyn,10
7620,Manhattan,10
7621,Manhattan,7
7622,Manhattan,3
7623,Manhattan,5
7624,Manhattan,6
7625,Queens,2
7627,Staten Island,3
7628,Queens,8
7629,Queens,12
7630,Manhattan,8
7631,Queens,12
7632,Staten Island,1
7633,Bronx,11
7634,Brooklyn,2
7635,Manhattan,1
7636,Queens,1
7637,Brooklyn,5
7638,Staten Island,6
7639,Manhattan,7
7640,Queens,7
7641,Manhattan,1
7642,Bronx,8
7643,Manhattan,6
7644,Manhattan,12
7645,Manhattan,9
7646,Manhattan,6
7647,Brooklyn,4
7648,Brooklyn,10
7649,Manhattan,7
7650,Queens,12
7651,Manhattan,1
7652,Brooklyn,1
7653,Bronx,3
7654,Queens,1
7655,Staten Island,10
7656,Bronx,8
7657,Bronx,8
7658,Queens,1
7659,Staten Island,6
7660,Queens,12
7661,Queens,6
7662,Brooklyn,8
7663,Brooklyn,9
7664,Manhattan,9
7665,Brooklyn,3
7666,Staten Island,9
7667,Queens,5
7668,Bronx,6
7669,Queens,10
7670,Staten Island,1
7671,Brooklyn,3
7672,Manhattan,2
7673,Staten Island,8
7674,Queens,9
7675,Queens,7
7676,Brooklyn,4
7677,Manhattan,8
7678,Manhattan,11
7679,Brooklyn,1
7681,Manhattan,10
7682,Queens,5
7683,Manhattan,7
7684,Bronx,11
7685,Manhattan,12
7686,Manhattan,1
7687,Bronx,4
7688,Brooklyn,7
7689,Bronx,2
7690,Bronx,5
7691,Manhattan,2
7692,Manhattan,7
7693,Brooklyn,12
7694,Manhattan,1
7695,Manhattan,7
7696,Brooklyn,4
7697,Staten Island,10
7698,Queens,1
7699,Bronx,8
7700,Bronx,11
7701,Manhattan,12
7702,Manhattan,9
7703,Manhattan,11
7704,Queens,1
7705,Staten Island,10
7706,Brooklyn,12
7707,Queens,5
7708,Bronx,7
7709,Brooklyn,10
7710,Bronx,9
7711,Manhattan,12
7712,Queens,10
7713,Manhattan,3
7714,Brooklyn,1
7715,Brooklyn,11
7716,Brooklyn,11
7717,Staten Island,1
7718,Manhattan,1
7719,Brooklyn,12
7720,Manhattan,1
7721,Manhattan,8
7722,Queens,1
7723,Manhattan,1
7724,Brooklyn,1
7725,Bronx,9
7726,Staten Island,1
7727,Manhattan,12
7729,Brooklyn,9
7730,Brooklyn,10
7731,Bronx,11
7732,Bronx,1
7733,Staten Island,11
7734,Brooklyn,6
7735,Bronx,1
7736,Manhattan,11
7737,Manhattan,7
7738,Brooklyn,1
7739,Manhattan,9
7740,Manhattan,11
7741,Bronx,10
7742,Brooklyn,6
7743,Manhattan,1
7744,Bronx,12
7745,Manhattan,4
7746,Manhattan,1
7747,Brooklyn,11
7748,Queens,3
7749,Queens,10
7750,Staten Island,10
7751,Brooklyn,1
7752,Manhattan,10
7753,Bronx,11
7754,Manhattan,12
7755,Manhattan,3
7756,Staten Island,8
7757,Bronx,11
7758,Staten Island,10
7759,Brooklyn,1
7760,Brooklyn,12
7761,Queens,6
7762,Brooklyn,1
7763,Brooklyn,12
7764,Bronx,11
7765,Queens,4
7766,Brooklyn,1
7767,Manhattan,1
7768,Manhattan,12
7769,Manhattan,6
7770,Queens,1
7771,Manhattan,12
7772,Bronx,1
7773,Manhattan,10
7774,Bronx,1
7775,Queens,1
7776,Manhattan,11
7777,Brooklyn,3
7778,Brooklyn,1
7779,Staten Island,1
7780,Brooklyn,1
7781,Queens,9
7782,Queens,10
7783,Queens,1
7784,Manhattan,9
7785,Manhattan,9
