BreedName
1508
1183
1083
845
718
533
511
257
239
226
188
187
182
176
153
150
141
139
137
130
121
113
112
111
110
109
105
104
102
100
96
89
89
88
87
86
85
80
77
71
70
66
48
48
46
42
40
39
33
33
33
31
31
31
31
30
29
29
28
27
26
26
26
25
24
24
24
23
21
20
20
19
19
18
16
15
15
15
14
13
13
13
12
12
12
12
12
11
11
10
10
10
9
9
9
9
9
9
9
8
8
8
8
8
7
7
6
6
6
6
5
5
5
5
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
